"protein_id","n_valid","loess_corr","loess_corr_abs","loess_mae_z","loess_converged","effective_span","rank","EntrezGeneSymbol","TargetFullName","Target","UniProt"
"X10705.14",361,0.933409229408258,0.933409229408258,0.319619641637389,TRUE,0.75,173,"ST6GALNAC3","Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3","SIA7C","Q8NDV1"
"X21173.25",365,0.933406819015574,0.933406819015574,0.137379805436304,TRUE,0.75,174,"ELAVL2","ELAV-like protein 2","ELAV2","Q12926"
"X8397.147",360,0.932744858778453,0.932744858778453,0.217485425879786,TRUE,0.75,175,"QSOX2","Sulfhydryl oxidase 2","QSOX2","Q6ZRP7"
"X14133.93",365,0.932712658315318,0.932712658315318,0.317556894638496,TRUE,0.75,176,"IL1R2","Interleukin-1 receptor type 2","IL-1 sRII","P27930"
"X19154.41",365,0.932352551031425,0.932352551031425,0.349083578274474,TRUE,0.75,177,"SERPINE2","Glia-derived nexin","Protease nexin I","P07093"
"X14035.13",359,0.930047083643822,0.930047083643822,0.378382350070718,TRUE,0.75,178,"TIAM1","T-lymphoma invasion and metastasis-inducing protein 1","TIAM1","Q13009"
"X15623.1",366,0.92951418601509,0.92951418601509,0.188589846090649,TRUE,0.75,179,"PDCD1","Programmed cell death protein 1","PD-1","Q15116"
"X11311.79",365,0.928586641355978,0.928586641355978,0.263679519536507,TRUE,0.75,180,"RAG1","V(D)J recombination-activating protein 1","RAG-1","P15918"
"X3860.7",366,0.928436498002844,0.928436498002844,0.229618394212781,TRUE,0.75,181,"PSMA6","Proteasome subunit alpha type-6","PSA6","P60900"
"X12742.160",362,0.928214415680892,0.928214415680892,0.260330792770817,TRUE,0.75,182,"TMEM8B","Transmembrane protein 8B","TMM8B","A6NDV4"
"X21180.16",368,0.927902444051882,0.927902444051882,0.102006168415681,TRUE,0.75,183,"PLCXD3","PI-PLC X domain-containing protein 3","PLCX3","Q63HM9"
"X22118.7",363,0.92780157828046,0.92780157828046,0.262883153180246,TRUE,0.75,184,"CSAG2","Chondrosarcoma-associated gene 2/3 protein","CSAG2","Q9Y5P2"
"X6599.5",367,0.926766184856201,0.926766184856201,0.198025298879957,TRUE,0.75,185,"APCDD1","Protein APCDD1","APCD1","Q8J025"
"X2605.49",367,0.92646222850744,0.92646222850744,0.179223492148247,TRUE,0.75,186,"TNFRSF8","Tumor necrosis factor receptor superfamily member 8","CD30","P28908"
"X5099.14",363,0.926413184018096,0.926413184018096,0.40057362553906,TRUE,0.75,187,"LAG3","Lymphocyte activation gene 3 protein","LAG-3","P18627"
"X13561.5",365,0.926009724470058,0.926009724470058,0.279046520762193,TRUE,0.75,188,"HTR6","5-hydroxytryptamine receptor 6","5HT6R","P50406"
"X6334.9",367,0.925901171700742,0.925901171700742,0.138539937266835,TRUE,0.75,189,"GGT2","Inactive gamma-glutamyltranspeptidase 2","GGT2","P36268"
"X12444.39",367,0.925846142416989,0.925846142416989,0.239260574400653,TRUE,0.75,190,"NR5A2","Nuclear receptor subfamily 5 group A member 2","NR5A2","O00482"
"X21232.39",344,0.925254446221929,0.925254446221929,0.295886536240599,TRUE,0.75,191,"KLK3","Benign Prostate specific Antigen","BPSA","P07288"
"X14022.17",368,0.924890723699039,0.924890723699039,0.280017150135304,TRUE,0.75,192,"IL17B","Interleukin-17B","IL-17B","Q9UHF5"
"X11260.47",366,0.924501136842332,0.924501136842332,0.330667983060411,TRUE,0.75,193,"SUN5","SUN domain-containing protein 5","SPA4L","Q8TC36"
"X18931.40",357,0.924337034480076,0.924337034480076,0.325215622902392,TRUE,0.75,194,"SLIT3","Slit homolog 3 protein","SLIT3","O75094"
"X5340.24",367,0.924218720411594,0.924218720411594,0.371152637004922,TRUE,0.75,195,"CASP10","Caspase-10:region 1","Caspase-10:region 1","Q92851"
"X3046.31",347,0.924216887540858,0.924216887540858,0.401841578285672,TRUE,0.75,196,"RETN","Resistin","resistin","Q9HD89"
"X19139.3",365,0.923807960809839,0.923807960809839,0.26035458732533,TRUE,0.75,197,"HSF2BP","Heat shock factor 2-binding protein","HSF2B","O75031"
"X2578.67",363,0.923271112449195,0.923271112449195,0.405365593409427,TRUE,0.75,198,"CCL2","C-C motif chemokine 2","MCP-1","P13500"
"X5125.6",345,0.923145106611802,0.923145106611802,0.274662560836775,TRUE,0.75,199,"SIGLEC14","Sialic acid-binding Ig-like lectin 14","SIG14","Q08ET2"
"X5885.55",368,0.922319913233943,0.922319913233943,0.174971537350065,TRUE,0.75,200,"EIF4H","Eukaryotic translation initiation factor 4H","eIF-4H","Q15056"
"X4588.1",353,0.922055238700648,0.922055238700648,0.295923682746095,TRUE,0.75,201,"PPY","Pancreatic hormone","PH","P01298"
"X10974.20",356,0.921714491054023,0.921714491054023,0.468753549413209,TRUE,0.75,202,"SPINK7","Serine protease inhibitor Kazal-type 7","ISK7","P58062"
"X9188.119",350,0.921437815141692,0.921437815141692,0.59295374371644,TRUE,0.75,203,"CXCL9","C-X-C motif chemokine 9","MIG","Q07325"
"X13231.90",351,0.920948987350906,0.920948987350906,0.407094883796328,TRUE,0.75,204,"IGHG4","Ig gamma-4, Kappa","IgG4, Kappa","P01861"
"X24443.8",358,0.91992823038465,0.91992823038465,0.346089199075079,TRUE,0.75,205,"MORF4L2","Mortality factor 4-like protein 2","MO4L2","Q15014"
"X25087.11",366,0.919622747592698,0.919622747592698,0.193148935816522,TRUE,0.75,206,"DTNA","Dystrobrevin alpha","DTNA","Q9Y4J8"
"X8248.222",348,0.919198019823125,0.919198019823125,0.400184692018608,TRUE,0.75,207,"SIGLEC14","Sialic acid-binding Ig-like lectin 14","SIG14","Q08ET2"
"X21107.5",356,0.919061863757936,0.919061863757936,0.355659185974721,TRUE,0.75,208,"NDUFAF1","Complex I intermediate-associated protein 30, mitochondrial","CIA30","Q9Y375"
"X22786.57",368,0.919004540577195,0.919004540577195,0.218262014415577,TRUE,0.75,209,"SPATA46","Spermatogenesis-associated protein 46","SPT46","Q5T0L3"
"X4330.4",359,0.919000060174215,0.919000060174215,0.359898656185774,TRUE,0.75,210,"KLK3","Prostate-specific antigen","PSA","P07288"
"X9590.10",341,0.91890737723747,0.91890737723747,0.564370272087668,TRUE,0.75,211,"COX7A2L","Cytochrome c oxidase subunit 7A-related protein, mitochondrial","COX7R","O14548"
"X7786.83",366,0.918368505859722,0.918368505859722,0.233142608873021,TRUE,0.75,212,"CLEC2B","C-type lectin domain family 2 member B","CLC2B","Q92478"
"X18295.102",366,0.918356367175319,0.918356367175319,0.288809475152957,TRUE,0.75,213,"GRHPR","Glyoxylate reductase/hydroxypyruvate reductase","GRHPR","Q9UBQ7"
"X24909.40",367,0.918350838131509,0.918350838131509,0.144534535331036,TRUE,0.75,214,"PLCD1","1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase delta-1","Phospholipase C-delta-1","P51178"
"X25451.39",366,0.918318367566734,0.918318367566734,0.208985284073807,TRUE,0.75,215,"YAP1","Transcriptional coactivator YAP1","YAP1","P46937"
"X24725.4",360,0.918314229284849,0.918314229284849,0.219519383800393,TRUE,0.75,216,"COPS5","COP9 signalosome complex subunit 5","CSN5","Q92905"
"X12706.2",362,0.918276456387371,0.918276456387371,0.382019330896934,TRUE,0.75,217,"CDC42BPA","Serine/threonine-protein kinase MRCK alpha","MRCKA","Q5VT25"
"X17342.13",356,0.918062795126001,0.918062795126001,0.426613789537226,TRUE,0.75,218,"AGR3","Anterior gradient protein 3","AGR3","Q8TD06"
"X11433.11",365,0.917846843375124,0.917846843375124,0.265147591579746,TRUE,0.75,219,"TCTN2","Tectonic-2","TECT2","Q96GX1"
"X3431.54",361,0.917826672596524,0.917826672596524,0.192527322418834,TRUE,0.75,220,"EPHA1","Ephrin type-A receptor 1","EphA1","P21709"
"X16792.4",351,0.917782193648722,0.917782193648722,0.43276857370049,TRUE,0.75,221,"SIGLEC5","Sialic acid-binding Ig-like lectin 5","Siglec-5","O15389"
"X7660.21",363,0.91768986381875,0.91768986381875,0.204990617351542,TRUE,0.75,222,"TPM4","Tropomyosin alpha-4 chain","Tropomyosin 4","P67936"
"X6458.6",348,0.917607955447444,0.917607955447444,0.411344365334568,TRUE,0.75,223,"RPN1","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1:Lumenal domain","RPN1:LD","P04843"
"X9275.2",348,0.917607955447444,0.917607955447444,0.457620297893959,TRUE,0.75,224,"SIGLEC5","Sialic acid-binding Ig-like lectin 5","Siglec-5","O15389"
"X11536.9",363,0.917297229421057,0.917297229421057,0.25639329760018,TRUE,0.75,225,"MYSM1","Histone H2A deubiquitinase MYSM1","MYSM1","Q5VVJ2"
"X3820.68",364,0.917250429820959,0.917250429820959,0.165830121281623,TRUE,0.75,226,"MAPKAPK2","MAP kinase-activated protein kinase 2","MAPK2","P49137"
"X23030.4",350,0.917075425633438,0.917075425633438,0.400122619295418,TRUE,0.75,227,"SIGLEC5","Sialic acid-binding Ig-like lectin 5","Siglec-5","O15389"
"X13699.6",347,0.917049424559895,0.917049424559895,0.431368623321018,TRUE,0.75,228,"KLK3","Prostate-specific antigen","PSA","P07288"
"X6998.106",368,0.916900165094385,0.916900165094385,0.215353978054761,TRUE,0.75,229,"ASPH","Aspartyl/asparaginyl beta-hydroxylase","HAAH","Q12797"
"X21141.9",366,0.916897751697065,0.916897751697065,0.213841101772267,TRUE,0.75,230,"LRATD2","Protein FAM84B","FA84B","Q96KN1"
"X6236.51",356,0.916828318599135,0.916828318599135,0.283642392542893,TRUE,0.75,231,"CTHRC1","Collagen triple helix repeat-containing protein 1","CTHR1","Q96CG8"
"X6223.5",360,0.916775447600856,0.916775447600856,0.533370986330788,TRUE,0.75,232,"GUCA2B","Guanylate cyclase activator 2B","GUC2B","Q16661"
"X14634.13",367,0.916591416025079,0.916591416025079,0.23790675206004,TRUE,0.75,233,"LHCGR","Lutropin-choriogonadotropic hormone receptor","LSHR","P22888"
"X13577.25",354,0.916551538506278,0.916551538506278,0.327569452216918,TRUE,0.75,234,"U2AF2","Splicing factor U2AF 65 kDa subunit","U2AF2","P26368"
"X12975.11",362,0.91649193418329,0.91649193418329,0.509836235948457,TRUE,0.75,235,"KRT20","Keratin, type I cytoskeletal 20","Keratin 20","P35900"
"X11287.14",368,0.91635739563126,0.91635739563126,0.214531443644507,TRUE,0.75,236,"CYB5A","Cytochrome b5","Cytochrome b5","P00167"
"X24490.16",365,0.916062690459808,0.916062690459808,0.151899351804993,TRUE,0.75,237,"THAP4","THAP domain-containing protein 4","THAP4","Q8WY91"
"X2867.52",366,0.915936684794082,0.915936684794082,0.436671015031479,TRUE,0.75,238,"AKT1","RAC-alpha serine/threonine-protein kinase","PKB","P31749"
"X11258.41",365,0.915922534764613,0.915922534764613,0.517452515010253,TRUE,0.75,239,"MADCAM1","Mucosal addressin cell adhesion molecule 1","MAdCAM-1","Q13477"
"X9266.1",357,0.915884339086997,0.915884339086997,0.333449149861106,TRUE,0.75,240,"TREM1","Triggering receptor expressed on myeloid cells 1","sTREM-1","Q9NP99"
"X6410.26",366,0.915813829793093,0.915813829793093,0.366359201733876,TRUE,0.75,241,"INSL4","Early placenta insulin-like peptide","INSL4","Q14641"
"X25960.15",360,0.915649152968959,0.915649152968959,0.201391186685608,TRUE,0.75,242,"PLS3","Plastin-3","T-plastin","P13797"
"X18338.26",365,0.915533584161939,0.915533584161939,0.333493738995309,TRUE,0.75,243,"IDH1","Isocitrate dehydrogenase [NADP] cytoplasmic","IDH","O75874"
"X19125.26",367,0.915310335116527,0.915310335116527,0.197794795252903,TRUE,0.75,244,"PRKAR2A","cAMP-dependent protein kinase type II-alpha regulatory subunit","KAP2","P13861"
"X9191.8",362,0.915260501650666,0.915260501650666,0.464526594381293,TRUE,0.75,245,"TFF2","Trefoil factor 2","Trefoil factor 2","Q03403"
"X2773.50",361,0.915240233575868,0.915240233575868,0.494575529942652,TRUE,0.75,246,"IL10","Interleukin-10","IL-10","P22301"
"X8819.3",368,0.915183482085236,0.915183482085236,0.209036860464313,TRUE,0.75,247,"IGFBP2","Insulin-like growth factor-binding protein 2","IGFBP-2","P18065"
"X15556.49",361,0.914779181916981,0.914779181916981,0.415203788624232,TRUE,0.75,248,"AMY2B","Alpha-amylase 2B","Alpha-amylase 2B","P19961"
"X17761.2",367,0.914764268712983,0.914764268712983,0.26882235227498,TRUE,0.75,249,"NUDT5","ADP-sugar pyrophosphatase","NUDT5","Q9UKK9"
"X18814.21",358,0.914754137807745,0.914754137807745,0.318958535185179,TRUE,0.75,250,"INHBA|INHBC","Inhibin beta A chain:Inhibin beta C chain heterodimer","Activin AC","P08476|P55103"
"X12501.10",351,0.914718310894946,0.914718310894946,0.519728687879747,TRUE,0.75,251,"TBCA","Tubulin-specific chaperone A","TBCA","O75347"
"X22808.59",361,0.91471619787946,0.91471619787946,0.541252410089199,TRUE,0.75,252,"THRB","Thyroid hormone receptor beta","THB","P10828"
"X3194.36",360,0.914671376808519,0.914671376808519,0.612780405731708,TRUE,0.75,253,"GP6","Platelet glycoprotein VI","GPVI","Q9HCN6"
"X15653.9",361,0.91465037529255,0.91465037529255,0.459752200591271,TRUE,0.75,254,"COL10A1","Collagen alpha-1(X) chain","COAA1","Q03692"
"X4982.54",364,0.914560773599922,0.914560773599922,0.369118967185313,TRUE,0.75,255,"PI3","Elafin","Elafin","P19957"
"X20442.12",363,0.914536945914771,0.914536945914771,0.514369755460453,TRUE,0.75,256,"RCAN3","Calcipressin-3","RCAN3","Q9UKA8"
"X12008.3",361,0.914489818303331,0.914489818303331,0.489614524106909,TRUE,0.75,257,"CD7","T-cell antigen CD7","CD7","P09564"
"X13510.7",351,0.914472481042342,0.914472481042342,0.253700364808787,TRUE,0.75,258,"ATP2A3","Sarcoplasmic/endoplasmic reticulum calcium ATPase 3","AT2A3","Q93084"
"X22817.126",365,0.914431721905934,0.914431721905934,0.192159988395357,TRUE,0.75,259,"TRIM9","E3 ubiquitin-protein ligase TRIM9","TRIM9","Q9C026"
"X15305.7",351,0.914359810458106,0.914359810458106,0.404647847956793,TRUE,0.75,260,"SCGN","Secretagogin","Secretagogin","O76038"
"X14109.15",359,0.914282709283794,0.914282709283794,0.38953974921971,TRUE,0.75,261,"CCL15","C-C motif chemokine 15","MIP-5","Q16663"
"X4148.49",361,0.914129861258228,0.914129861258228,0.412445748370361,TRUE,0.75,262,"PAPPA","Pappalysin-1","PAPP-A","Q13219"
"X6252.62",360,0.914110520972471,0.914110520972471,0.42963313012537,TRUE,0.75,263,"SCGB3A1","Secretoglobin family 3A member 1","Secretoglobin family 3A member 1","Q96QR1"
"X6557.50",354,0.914090122376724,0.914090122376724,0.442578705817885,TRUE,0.75,264,"LRRC15","Leucine-rich repeat-containing protein 15","LRC15","Q8TF66"
"X20057.177",366,0.914088399953787,0.914088399953787,0.32441029289914,TRUE,0.75,265,"ASF1B","Histone chaperone ASF1B","ASF1B","Q9NVP2"
"X6036.78",362,0.914054909728639,0.914054909728639,0.707962093617626,TRUE,0.75,266,"EPHA10","Ephrin type-A receptor 10","EPHAA","Q5JZY3"
"X23356.32",350,0.913985230267651,0.913985230267651,0.405130674477134,TRUE,0.75,267,"CCDC24","Coiled-coil domain-containing protein 24","CCD24","Q8N4L8"
"X8986.2",368,0.913911080202737,0.913911080202737,0.376447690418433,TRUE,0.75,268,"PHGDH","D-3-phosphoglycerate dehydrogenase","SERA","O43175"
"X2836.68",363,0.913707553950969,0.913707553950969,0.4685608037383,TRUE,0.75,269,"LCN2","Neutrophil gelatinase-associated lipocalin","Lipocalin 2","P80188"
"X16785.45",355,0.913695820988805,0.913695820988805,0.464610992804712,TRUE,0.75,270,"DEFA5","Defensin-5","HD-5","Q01523"
"X23402.147",354,0.913623775312905,0.913623775312905,0.34387169922111,TRUE,0.75,271,"GDAP1L1","Ganglioside-induced differentiation-associated protein 1-like 1","GD1L1","Q96MZ0"
"X3365.7",362,0.91360655957504,0.91360655957504,0.335681069033201,TRUE,0.75,272,"DKK4","Dickkopf-related protein 4","Dkk-4","Q9UBT3"
"X19230.12",356,0.913591902595592,0.913591902595592,0.370127786227406,TRUE,0.75,273,"GSTT1","Glutathione S-transferase theta-1","GSTT1","P30711"
"X13738.8",364,0.913493523783906,0.913493523783906,0.247099714809111,TRUE,0.75,274,"INHBA","Inhibin beta A chain","Inhibin bA chain","P08476"
"X10620.21",358,0.913372100474428,0.913372100474428,0.337712854285396,TRUE,0.75,275,"MSMB","Beta-microseminoprotein","PSP-94","P08118"
"X19311.15",363,0.913354714283815,0.913354714283815,0.345749143136124,TRUE,0.75,276,"CRYGS","Beta-crystallin S","CRBS","P22914"
"X14254.27",363,0.913334588626567,0.913334588626567,0.439012439667267,TRUE,0.75,277,"PTPN4","Tyrosine-protein phosphatase non-receptor type 4","PTN4","P29074"
"X2789.26",347,0.913271707815369,0.913271707815369,0.418210897844605,TRUE,0.75,278,"MMP7","Matrilysin","MMP-7","P09237"
"X5695.5",351,0.913138943085065,0.913138943085065,0.253020132044806,TRUE,0.75,279,"BPIFA2","BPI fold-containing family A member 2","SPLC2","Q96DR5"
"X10895.28",361,0.913113948073763,0.913113948073763,0.611045042137349,TRUE,0.75,280,"TMPRSS11B","Transmembrane protease serine 11B","TM11B","Q86T26"
"X13605.16",362,0.912976241628548,0.912976241628548,0.34327408797221,TRUE,0.75,281,"ANXA10","Annexin A10","ANX10","Q9UJ72"
"X4913.78",364,0.912958259628015,0.912958259628015,0.175938023933217,TRUE,0.75,282,"CCL16","C-C motif chemokine 16","HCC-4","O15467"
"X10666.7",367,0.912934249912024,0.912934249912024,0.190657892647375,TRUE,0.75,283,"GNPTG","N-acetylglucosamine-1-phosphotransferase subunit gamma","GNPTG","Q9UJJ9"
"X5400.52",353,0.912837294956178,0.912837294956178,0.425766973874416,TRUE,0.75,284,"LEPR","Leptin receptor, soluble","sLeptin R","P48357"
"X7787.25",359,0.912827805152287,0.912827805152287,0.441919719030783,TRUE,0.75,285,"LILRA5","Leukocyte immunoglobulin-like receptor subfamily A member 5","LIRA5","A6NI73"
"X12871.10",359,0.912794515115348,0.912794515115348,0.592439084469256,TRUE,0.75,286,"TWF1","Twinfilin-1","TWF1","Q12792"
"X13095.51",365,0.912788351740938,0.912788351740938,0.384322036744621,TRUE,0.75,287,"REG1A","Lithostathine-1-alpha","PSP","P05451"
"X5029.3",359,0.912726413500183,0.912726413500183,0.379883825418507,TRUE,0.75,288,"FAP","Prolyl endopeptidase FAP","SEPR","Q12884"
"X15304.1",364,0.912604371224646,0.912604371224646,0.391760004534398,TRUE,0.75,289,"REG3A","Regenerating islet-derived protein 3-alpha","PAP1","Q06141"
"X12431.13",364,0.912471474885582,0.912471474885582,0.227920421274257,TRUE,0.75,290,"PELO","Protein pelota homolog","PELO","Q9BRX2"
"X3292.75",360,0.912459911293952,0.912459911293952,0.353843224618667,TRUE,0.75,291,"CD48","CD48 antigen","CD48","P09326"
"X7115.5",366,0.912398057048767,0.912398057048767,0.175047122567367,TRUE,0.75,292,"SEMG1","Semenogelin-1","Semenogelin","P04279"
"X2642.4",366,0.912397524619486,0.912397524619486,0.204701665597691,TRUE,0.75,293,"PAFAH1B2","Platelet-activating factor acetylhydrolase IB subunit beta","PAFAH beta subunit","P68402"
"X12764.3",354,0.912392954591903,0.912392954591903,0.222002134350005,TRUE,0.75,294,"ELMO1","Engulfment and cell motility protein 1","ELMO1","Q92556"
"X23535.3",364,0.912378552720175,0.912378552720175,0.229403608753472,TRUE,0.75,295,"DENND10","Protein FAM45A","FA45A","Q8TCE6"
"X9388.18",363,0.912327750497518,0.912327750497518,0.363273469461795,TRUE,0.75,296,"MCEE","Methylmalonyl-CoA epimerase, mitochondrial","MCEE","Q96PE7"
"X3509.1",358,0.912327432140026,0.912327432140026,0.452736297908867,TRUE,0.75,297,"CCL15","C-C motif chemokine 15","MIP-5","Q16663"
"X14028.22",359,0.912304450165025,0.912304450165025,0.294657873824537,TRUE,0.75,298,"PIK3C2A","Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha","P3C2A","O00443"
"X7266.4",361,0.912138628944172,0.912138628944172,0.47975842566609,TRUE,0.75,299,"SERPINA9","Serpin A9","SPA9","Q86WD7"
"X19373.3",363,0.912131597500119,0.912131597500119,0.334252411884729,TRUE,0.75,300,"MYL12A","Myosin regulatory light chain 12A","MLRM","P19105"
"X11102.22",365,0.912115861654359,0.912115861654359,0.337303889787018,TRUE,0.75,301,"REG4","Regenerating islet-derived protein 4","REG4","Q9BYZ8"
"X6919.3",337,0.912097883909368,0.912097883909368,0.188751531755272,TRUE,0.75,302,"HBZ","Hemoglobin subunit zeta","HBAZ","P02008"
"X20521.83",365,0.912049882090125,0.912049882090125,0.465253691295735,TRUE,0.75,303,"CD28","CD28","CD28","P10747"
"X24444.10",365,0.91204345470856,0.91204345470856,0.425525116281928,TRUE,0.75,304,"TTC27","Tetratricopeptide repeat protein 27","TTC27","Q6P3X3"
"X18382.109",366,0.912037486352427,0.912037486352427,0.484186704819498,TRUE,0.75,305,"COMT","Catechol O-methyltransferase","Catechol O-methyltransferase","P21964"
"X15386.7",354,0.911994307238942,0.911994307238942,0.557054239038114,TRUE,0.75,306,"FABP4","Fatty acid-binding protein, adipocyte","FABPA","P15090"
"X9805.51",363,0.911990618675189,0.911990618675189,0.259379215809475,TRUE,0.75,307,"SEMA4B","Semaphorin-4B","SEM4B","Q9NPR2"
"X6962.5",364,0.911938644722596,0.911938644722596,0.246106131499512,TRUE,0.75,308,"HLA-DRB3","HLA class II histocompatibility antigen, DR beta 3 chain","DRB3","P79483"
"X19742.3",361,0.911899889484582,0.911899889484582,0.393956364703054,TRUE,0.75,309,"SEPTIN5","Septin-5","Septin-5","Q99719"
"X18934.50",365,0.911891700863467,0.911891700863467,0.178636990572027,TRUE,0.75,310,"TGM2","Protein-glutamine gamma-glutamyltransferase 2","Tissue transglutaminase","P21980"
