"protein_id","n_valid","loess_corr","loess_corr_abs","loess_mae_z","loess_converged","effective_span","rank","EntrezGeneSymbol","TargetFullName","Target","UniProt"
"X7008.13",367,0.906921193537776,0.906921193537776,0.459925088542497,TRUE,0.75,1028,"EVA1C","Protein eva-1 homolog C:Cytoplasmic domain","F176C:CD","P58658"
"X18373.13",367,0.906921159641744,0.906921159641744,0.318291916401236,TRUE,0.75,1029,"RDX","Radixin","Radixin","P35241"
"X22154.37",367,0.906921159641744,0.906921159641744,0.16846317468555,TRUE,0.75,1030,"GATAD1","GATA zinc finger domain-containing protein 1","GATD1","Q8WUU5"
"X6324.11",367,0.906921159641744,0.906921159641744,0.322024747821927,TRUE,0.75,1031,"DNASE1L2","Deoxyribonuclease-1-like 2","DNSL2","Q92874"
"X9013.60",367,0.906921159641744,0.906921159641744,0.259959885672696,TRUE,0.75,1032,"NTN1","Netrin-1","NET1","O95631"
"X9753.17",367,0.906921159641744,0.906921159641744,0.347191233849839,TRUE,0.75,1033,"EZR","Ezrin","Ezrin","P15311"
"X24493.10",367,0.906879136686281,0.906879136686281,0.475126847382652,TRUE,0.75,1034,"MTMR7","Myotubularin-related protein 7","MTMR7","Q9Y216"
"X12821.6",365,0.906860437495951,0.906860437495951,0.310150922636365,TRUE,0.75,1035,"NLRP10","NACHT, LRR and PYD domains-containing protein 10","NAL10","Q86W26"
"X13924.13",365,0.906859662648604,0.906859662648604,0.232028089518778,TRUE,0.75,1036,"MYZAP","Myocardial zonula adherens protein","MYZAP","P0CAP1"
"X4192.10",363,0.906858819385276,0.906858819385276,0.336164179122954,TRUE,0.75,1037,"AKR1A1","Alcohol dehydrogenase [NADP(+)]","AK1A1","P14550"
"X21009.28",367,0.906836464543101,0.906836464543101,0.462936418819384,TRUE,0.75,1038,"SNTN","Sentan","SNTAN","A6NMZ2"
"X5028.59",367,0.906836464543101,0.906836464543101,0.334534754113164,TRUE,0.75,1039,"CD163","Scavenger receptor cysteine-rich type 1 protein M130","sCD163","Q86VB7"
"X15558.63",350,0.906822363450078,0.906822363450078,0.363333129289964,TRUE,0.75,1040,"ENPEP","Glutamyl aminopeptidase","AMPE","Q07075"
"X8053.16",366,0.906817221087704,0.906817221087704,0.265237895703804,TRUE,0.75,1041,"DNAJB14","DnaJ homolog subfamily B member 14:Cytoplasmic domain","DJB14:CD","Q8TBM8"
"X12551.3",353,0.906813665662995,0.906813665662995,0.314530216882925,TRUE,0.75,1042,"ITCH","E3 ubiquitin-protein ligase Itchy homolog","ITCH","Q96J02"
"X12591.27",356,0.90680866683335,0.90680866683335,0.389519522971762,TRUE,0.75,1043,"OPHN1","Oligophrenin-1","Oligophrenin-1","O60890"
"X8002.27",366,0.906797542834743,0.906797542834743,0.413899573227218,TRUE,0.75,1044,"TMPRSS5","Transmembrane protease serine 5","Spinesin","Q9H3S3"
"X21194.39",365,0.906796966610979,0.906796966610979,0.22994721161761,TRUE,0.75,1045,"POU6F1","POU domain, class 6, transcription factor 1","PO6F1","Q14863"
"X5980.55",365,0.906789115352461,0.906789115352461,0.363038298821359,TRUE,0.75,1046,"BOLA3","BolA-like protein 3","BOLA3","Q53S33"
"X17209.27",364,0.906771460201158,0.906771460201158,0.341254059887535,TRUE,0.75,1047,"SULT2B1","Sulfotransferase family cytosolic 2B member 1","ST2B1","O00204"
"X8005.1",365,0.906770829927124,0.906770829927124,0.360910479350475,TRUE,0.75,1048,"MXRA7","Matrix-remodeling-associated protein 7","MXRA7","P84157"
"X14593.152",365,0.906770818423133,0.906770818423133,0.582786441130116,TRUE,0.75,1049,"FAM210A","Protein FAM210A","F210A","Q96ND0"
"X18922.27",366,0.906768767622824,0.906768767622824,0.206621539726485,TRUE,0.75,1050,"CD68","Macrosialin","CD68","P34810"
"X20457.13",366,0.906768744802417,0.906768744802417,0.382966572241343,TRUE,0.75,1051,"COA4","Cytochrome c oxidase assembly factor 4 homolog, mitochondrial","COA4","Q9NYJ1"
"X23408.1",366,0.906768744802417,0.906768744802417,0.300947769558734,TRUE,0.75,1052,"SNX16","Sorting nexin 16","Sorting nexin 16","P57768"
"X12455.48",366,0.906765045250918,0.906765045250918,0.335006010681525,TRUE,0.75,1053,"MYNN","Myoneurin","MYNN","Q9NPC7"
"X2968.61",368,0.906756348042851,0.906756348042851,0.348855040921284,TRUE,0.75,1054,"TNFSF15","Tumor necrosis factor ligand superfamily member 15","TNFSF15","O95150"
"X3709.4",362,0.906750406880753,0.906750406880753,0.315749851294109,TRUE,0.75,1055,"GPT","Alanine aminotransferase 1","ALT","P24298"
"X6420.4",362,0.906750406880753,0.906750406880753,0.312578082884098,TRUE,0.75,1056,"SDHAF2","Succinate dehydrogenase assembly factor 2, mitochondrial","SDHF2","Q9NX18"
"X13575.40",367,0.906747953001922,0.906747953001922,0.41024244661277,TRUE,0.75,1057,"DVL2","Segment polarity protein dishevelled homolog DVL-2","DVL2","O14641"
"X3283.21",367,0.906747953001922,0.906747953001922,0.432791987619795,TRUE,0.75,1058,"TGFBI","Transforming growth factor-beta-induced protein ig-h3","BGH3","Q15582"
"X5256.86",367,0.906747953001922,0.906747953001922,0.342181833439525,TRUE,0.75,1059,"PDE5A","cGMP-specific 3',5'-cyclic phosphodiesterase","PDE5A","O76074"
"X10825.12",367,0.906747896403438,0.906747896403438,0.30132708337589,TRUE,0.75,1060,"VSIG10","V-set and immunoglobulin domain-containing protein 10","VSI10","Q8N0Z9"
"X11245.43",367,0.906747851124601,0.906747851124601,0.33865073916766,TRUE,0.75,1061,"FLNA","Filamin-A:Calponin Homology 1","filamin A:CH1","P21333"
"X11955.1",367,0.906747851124601,0.906747851124601,0.308622727356628,TRUE,0.75,1062,"ARHGAP1","Rho GTPase-activating protein 1:Rho-GTPase activating protein domain","RHG01:Rho-GAP","Q07960"
"X14748.31",367,0.906747851124601,0.906747851124601,0.325645585512168,TRUE,0.75,1063,"ARHGAP5","Rho GTPase-activating protein 5","RHG05","Q13017"
"X17344.23",367,0.906747851124601,0.906747851124601,0.422862566633783,TRUE,0.75,1064,"STOML1","Stomatin-like protein 1","STML1","Q9UBI4"
"X17398.55",367,0.906747851124601,0.906747851124601,0.359680910985342,TRUE,0.75,1065,"HMOX1","Heme oxygenase 1","HO-1","P09601"
"X17475.18",367,0.906747851124601,0.906747851124601,0.166804889064925,TRUE,0.75,1066,"PBK","Lymphokine-activated killer T-cell-originated protein kinase","TOPK","Q96KB5"
"X17757.86",367,0.906747851124601,0.906747851124601,0.318265965568953,TRUE,0.75,1067,"CAB39","Calcium-binding protein 39","CAB39","Q9Y376"
"X19616.100",367,0.906747851124601,0.906747851124601,0.304636426001168,TRUE,0.75,1068,"EFHD1","EF-hand domain-containing protein D1","EFHD1","Q9BUP0"
"X21958.4",367,0.906747851124601,0.906747851124601,0.309075226394581,TRUE,0.75,1069,"ABR","Active breakpoint cluster region-related protein","ABR","Q12979"
"X23569.53",367,0.906747851124601,0.906747851124601,0.255516115964535,TRUE,0.75,1070,"STARD10","START domain-containing protein 10","STA10","Q9Y365"
"X25245.22",367,0.906747851124601,0.906747851124601,0.343980359609693,TRUE,0.75,1071,"RIC8A","Synembryn-A","RIC8A","Q9NPQ8"
"X2950.57",367,0.906747851124601,0.906747851124601,0.269478446985598,TRUE,0.75,1072,"IGFBP4","Insulin-like growth factor-binding protein 4","IGFBP-4","P22692"
"X3050.7",367,0.906747851124601,0.906747851124601,0.302912205600484,TRUE,0.75,1073,"VWF","von Willebrand factor","vWF","P04275"
"X3311.27",367,0.906747851124601,0.906747851124601,0.334582562015039,TRUE,0.75,1074,"FCGR3B","Low affinity immunoglobulin gamma Fc region receptor III-B","FCG3B","O75015"
"X3392.68",367,0.906747851124601,0.906747851124601,0.186889110923242,TRUE,0.75,1075,"AKT3","Protein kinase B gamma","PKB gamma","Q9Y243"
"X5272.55",367,0.906747851124601,0.906747851124601,0.353753125679374,TRUE,0.75,1076,"SHC1","SHC-transforming protein 1:Src Homology domain","SHC1:SH2","P29353"
"X6440.31",367,0.906747851124601,0.906747851124601,0.379485412885124,TRUE,0.75,1077,"MFAP5","Microfibrillar-associated protein 5","MFAP5","Q13361"
"X6645.53",367,0.906747851124601,0.906747851124601,0.332071640965012,TRUE,0.75,1078,"POSTN","Periostin","Periostin","Q15063"
"X9449.150",367,0.906747851124601,0.906747851124601,0.4881474059938,TRUE,0.75,1079,"C4BPA","C4b-binding protein alpha chain","C4b-binding protein alpha chain","P04003"
"X9870.17",367,0.906747851124601,0.906747851124601,0.341105358357361,TRUE,0.75,1080,"WARS1","Tryptophan--tRNA ligase, cytoplasmic","SYWC","P23381"
"X9900.36",367,0.906747851124601,0.906747851124601,0.302468675127262,TRUE,0.75,1081,"NEFH","Neurofilament heavy polypeptide","NFH","P12036"
"X12881.17",367,0.906747817165445,0.906747817165445,0.59087303488423,TRUE,0.75,1082,"RDH16","Retinol dehydrogenase 16","RDH16","O75452"
"X13590.1",367,0.906747817165445,0.906747817165445,0.292138132493949,TRUE,0.75,1083,"REXO2","Oligoribonuclease, mitochondrial","ORN","Q9Y3B8"
"X15594.47",367,0.906747817165445,0.906747817165445,0.453788493973385,TRUE,0.75,1084,"HTRA1","Serine protease HTRA1","HTRA1","Q92743"
"X19768.13",367,0.906747817165445,0.906747817165445,0.381276241026253,TRUE,0.75,1085,"CSTB","Cystatin B","Cystatin B","P04080"
"X2637.77",367,0.906747817165445,0.906747817165445,0.364250351677254,TRUE,0.75,1086,"MRC1","Macrophage mannose receptor 1","Macrophage mannose receptor","P22897"
"X3029.52",367,0.906747817165445,0.906747817165445,0.417674911787557,TRUE,0.75,1087,"CD209","CD209 antigen","DC-SIGN","Q9NNX6"
"X3405.6",367,0.906747817165445,0.906747817165445,0.351038220022929,TRUE,0.75,1088,"UFC1","Ubiquitin-fold modifier-conjugating enzyme 1","UFC1","Q9Y3C8"
"X5091.28",367,0.906747817165445,0.906747817165445,0.407436423329388,TRUE,0.75,1089,"LILRB2","Leukocyte immunoglobulin-like receptor subfamily B member 2","ILT-4","Q8N423"
"X11282.16",367,0.906747794525994,0.906747794525994,0.459702350178256,TRUE,0.75,1090,"MSR1","Macrophage scavenger receptor types I and II:Extracellular domain","Macrophage scavenger receptor:ECD","P21757"
"X12016.60",367,0.906747794525994,0.906747794525994,0.296858043454973,TRUE,0.75,1091,"CBL","E3 ubiquitin-protein ligase CBL","CBL","P22681"
"X12522.6",367,0.906747794525994,0.906747794525994,0.287136060247957,TRUE,0.75,1092,"RAD23B","UV excision repair protein RAD23 homolog B","RD23B","P54727"
"X14054.17",367,0.906747794525994,0.906747794525994,0.347909531059376,TRUE,0.75,1093,"IL15RA","Interleukin-15 receptor subunit alpha","IL-15 Ra","Q13261"
"X14663.44",367,0.906747794525994,0.906747794525994,0.335859113934053,TRUE,0.75,1094,"RNF8","E3 ubiquitin-protein ligase RNF8","RNF8","O76064"
"X19113.66",367,0.906747794525994,0.906747794525994,0.267895778730639,TRUE,0.75,1095,"SH3BGRL2","SH3 domain-binding glutamic acid-rich-like protein 2","SH3L2","Q9UJC5"
"X21548.20",367,0.906747794525994,0.906747794525994,0.339001191670087,TRUE,0.75,1096,"GGT5","Gamma-glutamyltransferase 5","GGT5","P36269"
"X21681.10",367,0.906747794525994,0.906747794525994,0.467454478230301,TRUE,0.75,1097,"ADAM28","ADAM 28","ADAM 28","Q9UKQ2"
"X4374.45",367,0.906747794525994,0.906747794525994,0.358899692203219,TRUE,0.75,1098,"GDF15","Growth/differentiation factor 15","MIC-1","Q99988"
"X4721.54",367,0.906747794525994,0.906747794525994,0.361577881461916,TRUE,0.75,1099,"TFF3","Trefoil factor 3","TFF3","Q07654"
"X4920.10",367,0.906747794525994,0.906747794525994,0.441739484664967,TRUE,0.75,1100,"LYZ","Lysozyme C","Lysozyme","P61626"
"X5437.63",367,0.906747794525994,0.906747794525994,0.303515846720003,TRUE,0.75,1101,"FABP3","Fatty acid-binding protein, heart","FABP","P05413"
"X6390.18",367,0.906747794525994,0.906747794525994,0.319407739858274,TRUE,0.75,1102,"NPS","Neuropeptide S","NPS","P0C0P6"
"X7810.20",367,0.906747794525994,0.906747794525994,0.398884462791234,TRUE,0.75,1103,"C1QTNF5","Complement C1q tumor necrosis factor-related protein 5","C1QTNF5","Q9BXJ0"
"X7846.44",367,0.906747794525994,0.906747794525994,0.462857182252993,TRUE,0.75,1104,"PSG11","Pregnancy-specific beta-1-glycoprotein 11","PSG11","Q9UQ72"
"X7922.5",367,0.906747794525994,0.906747794525994,0.32681962273041,TRUE,0.75,1105,"ADM","Adrenomedullin","Adrenomedullin","P35318"
"X8080.24",367,0.906747794525994,0.906747794525994,0.283360780222552,TRUE,0.75,1106,"MSMP","Prostate-associated microseminoprotein","PSMP","Q1L6U9"
"X8485.7",367,0.906747794525994,0.906747794525994,0.492265449513557,TRUE,0.75,1107,"KEAP1","Kelch-like ECH-associated protein 1","KEAP1","Q14145"
"X9826.135",367,0.906747794525994,0.906747794525994,0.433114559009145,TRUE,0.75,1108,"FHIT","Bis(5'-adenosyl)-triphosphatase","Fragile histidine triad protein","P49789"
"X12387.7",367,0.906747783206264,0.906747783206264,0.312725798209014,TRUE,0.75,1109,"PDLIM4","PDZ and LIM domain protein 4","PDLI4","P50479"
"X13604.27",367,0.906747783206264,0.906747783206264,0.282081262897693,TRUE,0.75,1110,"NEURL1","E3 ubiquitin-protein ligase NEURL1","NEUL1","O76050"
"X15530.33",367,0.906747783206264,0.906747783206264,0.444786211218642,TRUE,0.75,1111,"EPHB4","Ephrin type-B receptor 4","EphB4","P54760"
"X17380.2",367,0.906747783206264,0.906747783206264,0.266842563786949,TRUE,0.75,1112,"UBE2K","Ubiquitin-conjugating enzyme E2 K","UBE2K","P61086"
"X17686.27",367,0.906747783206264,0.906747783206264,0.255351769646423,TRUE,0.75,1113,"TBCB","Tubulin-folding cofactor B","TBCB","Q99426"
"X17781.191",367,0.906747783206264,0.906747783206264,0.198801048317331,TRUE,0.75,1114,"MAP1LC3A","Microtubule-associated proteins 1A/1B light chain 3A","MLP3A","Q9H492"
"X18380.78",367,0.906747783206264,0.906747783206264,0.477856800182073,TRUE,0.75,1115,"ALB","Serum albumin","Albumin","P02768"
"X19130.81",367,0.906747783206264,0.906747783206264,0.502712641047008,TRUE,0.75,1116,"SERPINB8","Serpin B8","SPB8","P50452"
"X19636.23",367,0.906747783206264,0.906747783206264,0.298193682015061,TRUE,0.75,1117,"HLA-G","HLA class I histocompatibility antigen, alpha chain G","HLA-G","P17693"
"X21351.8",367,0.906747783206264,0.906747783206264,0.245313451172648,TRUE,0.75,1118,"GARS1","Glycyl t-RNA synthetase","Glycyl t-RNA synthetase","P41250"
"X21747.114",367,0.906747783206264,0.906747783206264,0.333125669289617,TRUE,0.75,1119,"UBE2N|UBE2V1","UBE2N (Ubc13)/Uev1a Complex","UBE2N/UB2V1 Complex","P61088|Q13404"
"X21747.8",367,0.906747783206264,0.906747783206264,0.222268843112622,TRUE,0.75,1120,"UBE2N|UBE2V1","UBE2N (Ubc13)/Uev1a Complex","UBE2N/UB2V1 Complex","P61088|Q13404"
"X21756.5",367,0.906747783206264,0.906747783206264,0.208864094562523,TRUE,0.75,1121,"UBE2N|UBE2V2","UBE2N/UBE2V2 Complex","UBE2N/UBE2V2 Complex","P61088|Q15819"
"X21987.76",367,0.906747783206264,0.906747783206264,0.334579855917397,TRUE,0.75,1122,"LPL","Lipoprotein lipase","LPL","P06858"
"X23396.21",367,0.906747783206264,0.906747783206264,0.286862875507268,TRUE,0.75,1123,"TWF2","Twinfilin-2","TWF2","Q6IBS0"
"X2625.53",367,0.906747783206264,0.906747783206264,0.259511451023916,TRUE,0.75,1124,"HSP90AA1","Hsp90alpha","HSP 90a","P07900"
"X4154.57",367,0.906747783206264,0.906747783206264,0.263193956587044,TRUE,0.75,1125,"SELP","P-selectin","P-Selectin","P16109"
"X5457.5",367,0.906747783206264,0.906747783206264,0.284477738413223,TRUE,0.75,1126,"COLEC12","Collectin-12","COLEC12","Q5KU26"
"X6408.2",367,0.906747783206264,0.906747783206264,0.459083397961297,TRUE,0.75,1127,"INHBC","Inhibin beta C chain","INHBC","P55103"
"X6425.87",367,0.906747783206264,0.906747783206264,0.380103469945581,TRUE,0.75,1128,"MMP19","Matrix metalloproteinase-19","MMP19","Q99542"
"X9754.33",367,0.906747783206264,0.906747783206264,0.348239738936892,TRUE,0.75,1129,"NQO2","Ribosyldihydronicotinamide dehydrogenase [quinone]","Quinone reductase 2","P16083"
"X9878.3",367,0.906747783206264,0.906747783206264,0.333059470365976,TRUE,0.75,1130,"SULT1E1","Estrogen sulfotransferase","SULT 1E","P49888"
"X9927.96",367,0.906747783206264,0.906747783206264,0.426638560999431,TRUE,0.75,1131,"TNS4","Tensin-4","TENS4","Q8IZW8"
"X20533.39",367,0.906744152876448,0.906744152876448,0.449460007136507,TRUE,0.75,1132,"IL12A|EBI3","Interleukin-35","IL-35","P29459|Q14213"
"X2844.53",367,0.906736141247447,0.906736141247447,0.42546250933426,TRUE,0.75,1133,"TIE1","Tyrosine-protein kinase receptor Tie-1, soluble","sTie-1","P35590"
"X8394.56",366,0.906732456389954,0.906732456389954,0.339098169343377,TRUE,0.75,1134,"RNASE2","Non-secretory ribonuclease","RNase 2","P10153"
"X21754.5",364,0.906729159258818,0.906729159258818,0.479890775495483,TRUE,0.75,1135,"ZRANB1","Ubiquitin thioesterase ZRANB1","ZRAN1","Q9UGI0"
"X22832.9",365,0.906727842519603,0.906727842519603,0.430257959191696,TRUE,0.75,1136,"ZC3H8","Zinc finger CCCH domain-containing protein 8","ZC3H8","Q8N5P1"
"X20517.1",367,0.906725724496897,0.906725724496897,0.482452215016305,TRUE,0.75,1137,"DSG2","Desmoglein-2","Desmoglein-2","Q14126"
"X25118.45",364,0.906721468767978,0.906721468767978,0.397497963863061,TRUE,0.75,1138,"BICD1","Protein bicaudal D homolog 1","BICD1","Q96G01"
"X22429.13",364,0.906718459608696,0.906718459608696,0.445314804542548,TRUE,0.75,1139,"KDM1A","Lysine-specific histone demethylase 1A","KDM1A","O60341"
"X21356.6",367,0.90668952813326,0.90668952813326,0.447338508197708,TRUE,0.75,1140,"B9D2","B9 domain-containing protein 2","B9D2","Q9BPU9"
"X11212.7",366,0.906676721904386,0.906676721904386,0.337505929986851,TRUE,0.75,1141,"TXNDC5","Thioredoxin domain-containing protein 5","TXND5","Q8NBS9"
"X17721.82",360,0.906670041337141,0.906670041337141,0.462212951675295,TRUE,0.75,1142,"GAS7","Growth arrest-specific protein 7","GAS7","O60861"
"X23253.5",366,0.906664705225788,0.906664705225788,0.381840283979735,TRUE,0.75,1143,"COMTD1","Catechol O-methyltransferase domain-containing protein 1","CMTD1","Q86VU5"
"X10741.22",367,0.906653619853395,0.906653619853395,0.424217646143551,TRUE,0.75,1144,"CSF1","Macrophage colony-stimulating factor 1","CSF-1","P09603"
"X9793.145",367,0.906652371976581,0.906652371976581,0.358945419957433,TRUE,0.75,1145,"IGDCC4","Immunoglobulin superfamily DCC subclass member 4","IGDC4","Q8TDY8"
"X6415.90",367,0.906645100008801,0.906645100008801,0.46013216743144,TRUE,0.75,1146,"CPN2","Carboxypeptidase N subunit 2","CPN2","P22792"
"X6352.8",367,0.906627365979997,0.906627365979997,0.32508244965372,TRUE,0.75,1147,"INSRR","Insulin receptor-related protein","INSRR","P14616"
"X13595.20",359,0.906618141676872,0.906618141676872,0.608310862619094,TRUE,0.75,1148,"THTPA","Thiamine-triphosphatase","THTPA","Q9BU02"
"X3073.51",367,0.906617169360031,0.906617169360031,0.428774864519893,TRUE,0.75,1149,"IL18BP","Interleukin-18-binding protein","IL-18 BPa","O95998"
"X16754.40",367,0.906600429107705,0.906600429107705,0.242918903394587,TRUE,0.75,1150,"CASK","Peripheral plasma membrane protein CASK","CSKP","O14936"
"X9997.12",365,0.906595770751227,0.906595770751227,0.49489656589989,TRUE,0.75,1151,"UBXN4","UBX domain-containing protein 4:Cytoplasmic domain 1","UBXN4:CD 1","Q92575"
"X8039.41",368,0.906594046970027,0.906594046970027,0.36637324754873,TRUE,0.75,1152,"FAM177A1","Protein FAM177A1","F177A","Q8N128"
"X12022.12",365,0.906579344342198,0.906579344342198,0.347460697205205,TRUE,0.75,1153,"SMAD4","Mothers against decapentaplegic homolog 4","SMAD4","Q13485"
"X20126.19",366,0.906575397690355,0.906575397690355,0.325286924813494,TRUE,0.75,1154,"GFAP","Glial fibrillary acidic protein","GFAP","P14136"
"X4240.31",368,0.90656442822825,0.90656442822825,0.399927426403507,TRUE,0.75,1155,"PKM","Pyruvate kinase PKM","M2-PK","P14618"
"X24651.1",367,0.906554047426907,0.906554047426907,0.366113948046106,TRUE,0.75,1156,"RTN1","Reticulon-1","RTN1","Q16799"
"X23392.41",364,0.906548734927797,0.906548734927797,0.631976147387128,TRUE,0.75,1157,"PLEKHA3","Pleckstrin homology domain-containing family A member 3","PKHA3","Q9HB20"
"X3516.60",368,0.906501578703017,0.906501578703017,0.359103841844297,TRUE,0.75,1158,"CXCL12","Stromal cell-derived factor 1","SDF-1","P48061"
"X13545.97",366,0.906468324888914,0.906468324888914,0.456206877460812,TRUE,0.75,1159,"EIF1AD","Probable RNA-binding protein EIF1AD","EIF1A","Q8N9N8"
"X2849.49",366,0.906468279101076,0.906468279101076,0.346944057085822,TRUE,0.75,1160,"AIF1","Allograft inflammatory factor 1","AIF1","P55008"
"X2638.12",366,0.90646815318429,0.90646815318429,0.48668617603874,TRUE,0.75,1161,"CSF1R","Macrophage colony-stimulating factor 1 receptor","M-CSF R","P07333"
"X9102.28",360,0.906466929713101,0.906466929713101,0.566018813899318,TRUE,0.75,1162,"ZFYVE27","Protrudin:Cytoplasmic domain, region 2, isoform 5","ZFY27:CD region 2","Q5T4F4"
"X5014.49",367,0.90645209258287,0.90645209258287,0.493996938330645,TRUE,0.75,1163,"NCK1","Cytoplasmic protein NCK1","NCK1","P16333"
"X9834.62",368,0.906445953261144,0.906445953261144,0.300341919416756,TRUE,0.75,1164,"ADH1B","Alcohol dehydrogenase 1B","ADH1B","P00325"
"X21160.4",367,0.906432935944492,0.906432935944492,0.607228888513608,TRUE,0.75,1165,"CHMP6","Charged multivesicular body protein 6","CHMP6","Q96FZ7"
"X4481.34",367,0.906392669121137,0.906392669121137,0.390359324996714,TRUE,0.75,1166,"C4A|C4B","Complement C4","C4","P0C0L4|P0C0L5"
"X5963.9",345,0.906373697733062,0.906373697733062,0.324347539756994,TRUE,0.75,1167,"DMKN","Dermokine","Dermokine","Q6E0U4"
"X8791.151",364,0.906359317705112,0.906359317705112,0.225227786634438,TRUE,0.75,1168,"CA5A","Carbonic anhydrase 5A, mitochondrial","Carbonic Anhydrase VA","P35218"
"X24408.30",366,0.906355102830581,0.906355102830581,0.518153102832659,TRUE,0.75,1169,"MBNL1","Muscleblind-like protein 1","MBNL1","Q9NR56"
"X21124.17",366,0.906355091369752,0.906355091369752,0.369287803215646,TRUE,0.75,1170,"YAE1","Yae1 domain-containing protein 1","YAED1","Q9NRH1"
"X14008.22",364,0.906343167105871,0.906343167105871,0.571053362533669,TRUE,0.75,1171,"DCP1A","mRNA-decapping enzyme 1A","DCP1A","Q9NPI6"
"X16293.1",360,0.906324331338668,0.906324331338668,0.489269540987096,TRUE,0.75,1172,"GHRH","Somatoliberin","Growth hormone-releasing factor","P01286"
"X13701.2",363,0.90632144522434,0.90632144522434,0.685518747371028,TRUE,0.75,1173,"CXCL13","C-X-C motif chemokine 13","BLC","O43927"
"X2278.61",363,0.906308469394732,0.906308469394732,0.316617126559193,TRUE,0.75,1174,"TIMP2","Metalloproteinase inhibitor 2","TIMP-2","P16035"
"X13133.73",367,0.906307906007106,0.906307906007106,0.379243395274247,TRUE,0.75,1175,"LTBP4","Latent-transforming growth factor beta-binding protein 4","LTBP4","Q8N2S1"
"X14110.200",363,0.906300919152444,0.906300919152444,0.620295320901784,TRUE,0.75,1176,"SPARC","SPARC","ON","P09486"
"X25114.256",364,0.906282650991122,0.906282650991122,0.443004397064353,TRUE,0.75,1177,"TBC1D24","TBC1 domain family member 24","TBC24","Q9ULP9"
"X16916.19",368,0.906260535121567,0.906260535121567,0.512520089896532,TRUE,0.75,1178,"SLITRK6","SLIT and NTRK-like protein 6","SLIK6","Q9H5Y7"
"X24266.2",365,0.906242465209474,0.906242465209474,0.212189963546102,TRUE,0.75,1179,"MEF2D","Myocyte-specific enhancer factor 2D","MEF2D","Q14814"
"X3396.54",352,0.906220962499336,0.906220962499336,0.488820973867663,TRUE,0.75,1180,"REN","Renin","Renin","P00797"
"X22479.64",363,0.906205388437034,0.906205388437034,0.576966280635848,TRUE,0.75,1181,"IP6K2","Inositol hexakisphosphate kinase 2","IP6K2","Q9UHH9"
"X7161.25",365,0.906203449327696,0.906203449327696,0.321155071147092,TRUE,0.75,1182,"H6PD","GDH/6PGL endoplasmic bifunctional protein","G6PE","O95479"
"X3074.6",359,0.906196326369908,0.906196326369908,0.247983316631053,TRUE,0.75,1183,"LBP","Lipopolysaccharide-binding protein","LBP","P18428"
"X14326.4",365,0.90617563157709,0.90617563157709,0.419926738218388,TRUE,0.75,1184,"UBE2E1","Ubiquitin-conjugating enzyme E2 E1","UB2E1","P51965"
"X22113.2",363,0.906159334114107,0.906159334114107,0.332204508000166,TRUE,0.75,1185,"COQ6","Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial","COQ6","Q9Y2Z9"
"X10472.53",368,0.906159157151746,0.906159157151746,0.51122550041226,TRUE,0.75,1186,"TNFRSF14","Tumor necrosis factor receptor superfamily member 14","HVEM","Q92956"
"X17151.84",366,0.906156160566461,0.906156160566461,0.349189134813894,TRUE,0.75,1187,"IRF3","Interferon regulatory factor 3","IRF-3","Q14653"
"X21323.2",366,0.906156160566461,0.906156160566461,0.261188056948675,TRUE,0.75,1188,"RWDD1","RWD domain-containing protein 1","RWDD1","Q9H446"
"X6563.78",366,0.906156160566461,0.906156160566461,0.399280917704777,TRUE,0.75,1189,"HSPA1A","Heat shock 70 kDa protein 1A","HSP 70","P0DMV8"
"X9815.5",366,0.906156160566461,0.906156160566461,0.274730345654205,TRUE,0.75,1190,"ARHGAP1","Rho GTPase-activating protein 1:Cellular retinaldehyde-TRIO domain","RHG01:CRAL-TRIO","Q07960"
"X8597.1",363,0.906131293152513,0.906131293152513,0.426198571194162,TRUE,0.75,1191,"TMEM9","Transmembrane protein 9:Cytoplasmic domain","TMEM9:CD","Q9P0T7"
"X23022.5",361,0.906125973305444,0.906125973305444,0.237756797752945,TRUE,0.75,1192,"GDI1","Rab GDP dissociation inhibitor alpha","RhoGDI","P31150"
"X12365.108",361,0.906115893307845,0.906115893307845,0.363338767687385,TRUE,0.75,1193,"RUVBL1","RuvB-like 1","RUVB1","Q9Y265"
"X14149.9",361,0.906112298175495,0.906112298175495,0.35689818877055,TRUE,0.75,1194,"IL36B","Interleukin-36 beta","IL-1F8","Q9NZH7"
"X17814.8",352,0.906100074952206,0.906100074952206,0.421572751391943,TRUE,0.75,1195,"BPNT1","3'(2'),5'-bisphosphate nucleotidase 1","BPNT1","O95861"
"X4907.56",364,0.906092145149481,0.906092145149481,0.226692363749732,TRUE,0.75,1196,"FGA|FGB|FGG","D-dimer","D-dimer","P02671|P02675|P02679"
"X15576.158",365,0.906082769254765,0.906082769254765,0.266281330996525,TRUE,0.75,1197,"RNASE3","Eosinophil cationic protein","ECP","P12724"
"X6259.60",366,0.906070700680674,0.906070700680674,0.290788192430198,TRUE,0.75,1198,"TNC","Tenascin","Tenascin","P24821"
"X7825.7",365,0.90604501045894,0.90604501045894,0.276944581519243,TRUE,0.75,1199,"ABHD12","Monoacylglycerol lipase ABHD12","ABD12","Q8N2K0"
