"protein_id","n_valid","loess_corr","loess_mae_z","loess_converged","rank","EntrezGeneSymbol","TargetFullName","Target","UniProt"
"X17454.15",125,0.582817147211366,0.54837579860684,TRUE,3066,"EGFL6","Epidermal growth factor-like protein 6","EGFL6","Q8IUX8"
"X20534.6",123,0.581738087252651,0.662289200896577,TRUE,3067,"SCARB1","Scavenger receptor class B member 1","SCRB1","Q8WTV0"
"X9594.30",123,0.580719021697067,0.710593501722981,TRUE,3068,"SLC30A5","Zinc transporter 5","ZNT5","Q8TAD4"
"X10588.39",124,0.580589014752122,0.68507451364045,TRUE,3069,"ST3GAL5","Lactosylceramide alpha-2,3-sialyltransferase","SIAT9","Q9UNP4"
"X25103.45",114,0.580492151898734,0.638099258863636,TRUE,3070,"VPS53","Vacuolar protein sorting-associated protein 53 homolog","VPS53","Q5VIR6"
"X25233.2",125,0.580408278642185,0.717295731893436,TRUE,3071,"MPI","Mannose-6-phosphate isomerase","MPI","P34949"
"X15412.40",123,0.580255991021932,0.70927736850579,TRUE,3072,"BIRC7","Baculoviral IAP repeat-containing protein 7","KIAP","Q96CA5"
"X21161.16",124,0.580063893741246,0.626823590854919,TRUE,3073,"MRM2","rRNA methyltransferase 2, mitochondrial","MRM2","Q9UI43"
"X13512.28",125,0.579904382665978,0.578479060772292,TRUE,3074,"HNRNPR","Heterogeneous nuclear ribonucleoprotein R","HNRPR","O43390"
"X11967.23",119,0.579313979658699,0.670548448386565,TRUE,3075,"CRABP1","Cellular retinoic acid-binding protein 1","RABP1","P29762"
"X5255.22",123,0.579006095004676,0.74413555091865,TRUE,3076,"PDE4D","cAMP-specific 3',5'-cyclic phosphodiesterase 4D","PDE4D","Q08499"
"X2516.57",125,0.578951896369491,0.662423011042144,TRUE,3077,"CCL21","C-C motif chemokine 21","6Ckine","O00585"
"X10362.35",124,0.578842673465212,0.657481759006985,TRUE,3078,"MYC","Myc proto-oncogene protein","c-Myc","P01106"
"X8407.84",115,0.578720583360955,0.710397016059774,TRUE,3079,"NOTCH2","Neurogenic locus notch homolog protein 2","NOTC2","Q04721"
"X15470.11",124,0.578715448485115,0.616585450634347,TRUE,3080,"HEXB","Beta-hexosaminidase subunit beta","Hexosaminidase B","P07686"
"X9945.8",124,0.577538289153138,0.730978584069192,TRUE,3081,"ARMC5","Armadillo repeat-containing protein 5:Armadillo Repeat Domain 2","ARMC5:ARM 2","Q96C12"
"X21796.43",124,0.576871022366027,0.654278327727732,TRUE,3082,"GPX3","Glutathione peroxidase 3","Glutathione peroxidase 3","P22352"
"X13098.93",124,0.57605401066994,0.629196569136052,TRUE,3083,"VEGFD","Vascular endothelial growth factor D","VEGF-D","O43915"
"X11716.28",124,0.576002316548846,0.667590591502839,TRUE,3084,"LRIT2","Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 2","LRIT2","A6NDA9"
"X18905.5",119,0.575922252650397,0.618829337492288,TRUE,3085,"KRT16","Keratin, type I cytoskeletal 16","Keratin-16","P08779"
"X8095.213",125,0.575522945702136,0.731613641527683,TRUE,3086,"PPIF","Peptidyl-prolyl cis-trans isomerase F, mitochondrial","Cyclophilin F","P30405"
"X19111.10",125,0.575049775090333,0.676826331118566,TRUE,3087,"UBE2M","NEDD8-conjugating enzyme Ubc12","UBC12","P61081"
"X12482.5",121,0.574849934282733,0.62076617138924,TRUE,3088,"BPTF","Nucleosome-remodeling factor subunit BPTF","BPTF","Q12830"
"X14204.55",122,0.574818398736227,0.635329083049188,TRUE,3089,"FOXJ2","Forkhead box protein J2","FOXJ2","Q9P0K8"
"X21834.8",123,0.574600922312877,0.727767960966192,TRUE,3090,"SNF8","Vacuolar-sorting protein SNF8","SNF8","Q96H20"
"X12033.3",123,0.574585279017569,0.60922562592452,TRUE,3091,"BUB1","Mitotic checkpoint serine/threonine-protein kinase BUB1","BUB1","O43683"
"X19143.38",122,0.574375549430575,0.635498024512055,TRUE,3092,"CYB5R2","NADH-cytochrome b5 reductase 2","NB5R2","Q6BCY4"
"X7146.16",121,0.573598008163818,0.693587043131503,TRUE,3093,"PDIA4","Protein disulfide-isomerase A4","PDIA4","P13667"
"X24934.96",124,0.57343396891544,0.671397983886833,TRUE,3094,"OGFR","Opioid growth factor receptor","OGFR","Q9NZT2"
"X21945.4",124,0.572798176976778,0.60126679380794,TRUE,3095,"WNT5B","Protein Wnt-5b","WNT5B","Q9H1J7"
"X12527.50",125,0.572769953051643,0.720087472126161,TRUE,3096,"THRA","Thyroid hormone receptor alpha","THA","P10827"
"X9171.11",125,0.572567165646585,0.637399530050686,TRUE,3097,"CSRP3","Cysteine and glycine-rich protein 3","CSRP3","P50461"
"X9599.6",125,0.572536440282182,0.668630369606045,TRUE,3098,"PIANP","PILR alpha-associated neural protein","PIANP","Q8IYJ0"
"X7756.37",124,0.572130910189667,0.653726919786927,TRUE,3099,"KLRF1","Killer cell lectin-like receptor subfamily F member 1","KLRF1","Q9NZS2"
"X21539.139",122,0.571700039988499,0.624997430503073,TRUE,3100,"SYT6","Synaptotagmin-6","SYT6","Q5T7P8"
"X8842.16",125,0.571559373694172,0.683878547750537,TRUE,3101,"GRAMD1C","GRAM domain-containing protein 1C","GRM1C","Q8IYS0"
"X15312.14",125,0.571325860924711,0.673929424425282,TRUE,3102,"AGO1","Protein argonaute-1","AGO1","Q9UL18"
"X16585.16",123,0.57112819586698,0.653176183851938,TRUE,3103,"B3GNT4","N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 4","B3GN4","Q9C0J1"
"X21728.4",123,0.571049881970512,0.650339374498942,TRUE,3104,"USP2","Ubiquitin carboxyl-terminal hydrolase 2","UBP2","O75604"
"X21338.44",119,0.570732610646572,0.785821890386633,TRUE,3105,"SIL1","Nucleotide exchange factor SIL1","SIL1","Q9H173"
"X8825.4",118,0.570598934934584,0.675352353157849,TRUE,3106,"PILRA","Paired immunoglobulin-like type 2 receptor alpha","PILRA","Q9UKJ1"
"X9830.109",123,0.57040720567321,0.725891321923846,TRUE,3107,"VAV3","Guanine nucleotide exchange factor VAV3","VAV3","Q9UKW4"
"X10074.128",124,0.570095399364844,0.617872856676239,TRUE,3108,"BRD2","Bromodomain-containing protein 2","BRD2","P25440"
"X12662.82",125,0.569119779760588,0.674368933600008,TRUE,3109,"ECH1","Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial","ECH1","Q13011"
"X12794.6",124,0.569094508635043,0.622781790314115,TRUE,3110,"NLRP4","NACHT, LRR and PYD domains-containing protein 4","NALP4","Q96MN2"
"X22548.18",122,0.568462728198078,0.718647328021966,TRUE,3111,"RGS13","Regulator of G-protein signaling 13","RGS13","O14921"
"X5963.9",119,0.567521945834298,0.658728717209744,TRUE,3112,"DMKN","Dermokine","Dermokine","Q6E0U4"
"X9573.108",124,0.567359323164859,0.718027817564257,TRUE,3113,"TXNDC11","Thioredoxin domain-containing protein 11:N-term","TXD11:C-term","Q6PKC3"
"X22967.15",124,0.566899790377509,0.732068485454119,TRUE,3114,"GDF7","Growth/differentiation factor 7","GDF7","Q7Z4P5"
"X7975.97",125,0.566501978713468,0.674289752667707,TRUE,3115,"UNC5A","Netrin receptor UNC5A","UNC5A","Q6ZN44"
"X2708.54",124,0.566175868863191,0.622841164163964,TRUE,3116,"TNFSF18","Tumor necrosis factor ligand superfamily member 18","TNFSF18","Q9UNG2"
"X23000.22",125,0.565690829093233,0.662500638608663,TRUE,3117,"NLGN1","Neuroligin-1","NLGN1","Q8N2Q7"
"X8851.42",123,0.565466688595855,0.646639651474404,TRUE,3118,"FAM171B","Protein FAM171B:Extracellular domain","F171B:ECD","Q6P995"
"X16852.10",124,0.563305362684679,0.59507026066009,TRUE,3119,"PDZK1","Na(+)/H(+) exchange regulatory cofactor NHE-RF3","NHRF3","Q5T2W1"
"X14227.21",121,0.563250318419555,0.730901684979335,TRUE,3120,"MYL6B","Myosin light chain 6B","MYL6B","P14649"
"X16324.38",125,0.563091463264754,0.800445684269339,TRUE,3121,"TLR1","Toll-like receptor 1:Extracellular domain","TLR1:ECD","Q15399"
"X15614.168",125,0.563017722390188,0.616832732064305,TRUE,3122,"LILRA2","Leukocyte immunoglobulin-like receptor subfamily A member 2","LIRA2","Q8N149"
"X6931.10",125,0.562845660349532,0.646974874646964,TRUE,3123,"CTAG1A","Cancer/testis antigen 1","CTAG1A","P78358"
"X18947.3",125,0.562784209620726,0.638312162102919,TRUE,3124,"LRRC3B","Leucine-rich repeat-containing protein 3B","LRC3B","Q96PB8"
"X4407.10",116,0.561639516956874,0.676885758009652,TRUE,3125,"MST1","Hepatocyte growth factor-like protein","MSP","P26927"
"X7969.163",123,0.560748296467811,0.660325273176996,TRUE,3126,"WFDC11","Protein WFDC11","WFD11","Q8NEX6"
"X3866.7",123,0.559957173447537,0.631041412386504,TRUE,3127,"SBDS","Ribosome maturation protein SBDS","SBDS","Q9Y3A5"
"X7786.83",124,0.559391278346946,0.627538555832468,TRUE,3128,"CLEC2B","C-type lectin domain family 2 member B","CLC2B","Q92478"
"X16597.11",124,0.558705128810412,0.66444420371182,TRUE,3129,"GLRX5","Glutaredoxin-related protein 5, mitochondrial","GLRX5","Q86SX6"
"X18276.34",123,0.558695862491535,0.620871679713808,TRUE,3130,"TCL1B","T-cell leukemia/lymphoma protein 1B","TCL1B","O95988"
"X4886.3",122,0.557712518094029,0.726730185272612,TRUE,3131,"CCL7","C-C motif chemokine 7","MCP-3","P80098"
"X3298.52",124,0.557671364812378,0.64596443816218,TRUE,3132,"CNTN4","Contactin-4","Contactin-4","Q8IWV2"
"X10953.14",125,0.557640783619694,0.654539530357453,TRUE,3133,"CLEC2A","C-type lectin domain family 2 member A","CLC2A","Q6UVW9"
"X3613.62",123,0.557412364152343,0.770540452404006,TRUE,3134,"FCN1","Ficolin-1","FCN1","O00602"
"X10576.7",125,0.55553302362166,0.716911778806791,TRUE,3135,"PLXDC2","Plexin domain-containing protein 2:Extracellular domain","PXDC2:ECD","Q6UX71"
"X23294.19",125,0.554728019074306,0.730046214919482,TRUE,3136,"MLX","Max-like protein X","MLX","Q9UH92"
"X21624.64",125,0.554058206130325,0.706334590948731,TRUE,3137,"NKIRAS2","NF-kappa-B inhibitor-interacting Ras-like protein 2","KBRS2","Q9NYR9"
"X12768.3",107,0.55403147978504,0.725972891195665,TRUE,3138,"PPP1R3B","Protein phosphatase 1 regulatory subunit 3B","PPR3B","Q86XI6"
"X17196.5",124,0.55395873660356,0.619225881794006,TRUE,3139,"CLPP","ATP-dependent Clp protease proteolytic subunit, mitochondrial","ClpP endopeptidase","Q16740"
"X20947.50",123,0.553816980986043,0.778774466010202,TRUE,3140,"DR1","Protein Dr1","NC2B","Q01658"
"X25258.41",124,0.553138986635779,0.735224105455137,TRUE,3141,"SPATA5","Spermatogenesis-associated protein 5","SPAT5","Q8NB90"
"X11158.40",125,0.553001253594868,0.577883430260703,TRUE,3142,"BICDL1","Bicaudal D-related protein 1","BICR1","Q6ZP65"
"X11283.13",124,0.552542372881356,0.65706741072443,TRUE,3143,"DCAF5","DDB1- and CUL4-associated factor 5","DCAF5","Q96JK2"
"X12355.223",125,0.551981171496694,0.664701894334449,TRUE,3144,"MRRF","Ribosome-recycling factor, mitochondrial","RRFM","Q96E11"
"X10430.31",124,0.551824748595439,0.782544358624965,TRUE,3145,"SLC3A2","4F2 cell-surface antigen heavy chain:Cytoplasmic domain","4F2:CD","P08195"
"X19123.6",117,0.551637959136264,0.728720765109238,TRUE,3146,"NFKBID","NF-kappa-B inhibitor delta","IKBD","Q8NI38"
"X6462.12",125,0.551114716220534,0.690909545860907,TRUE,3147,"TIMP4","Metalloproteinase inhibitor 4","TIMP-4","Q99727"
"X16781.2",120,0.550143256524684,0.703123581950416,TRUE,3148,"ENGASE","Cytosolic endo-beta-N-acetylglucosaminidase","ENASE","Q8NFI3"
"X13502.2",124,0.550022976639368,0.808759647558378,TRUE,3149,"SLC26A11","Sodium-independent sulfate anion transporter","S2611","Q86WA9"
"X13055.53",124,0.549903372215263,0.750987276652738,TRUE,3150,"PSD","PH and SEC7 domain-containing protein 1","PSD1","A5PKW4"
"X18419.20",125,0.549049971732665,0.667589778462598,TRUE,3151,"ARPC5","Actin-related protein 2/3 complex subunit 5","p16-ARC","O15511"
"X6409.57",116,0.548790662088958,0.655456242035338,TRUE,3152,"ADGRF5","Adhesion G protein-coupled receptor F5","GP116","Q8IZF2"
"X11319.106",125,0.548251112258191,0.718384193517883,TRUE,3153,"MRE11","Double-strand break repair protein MRE11","MRE11","P49959"
"X5765.53",124,0.547901571853932,0.68136610998379,TRUE,3154,"DEFB121","Beta-defensin 121","DB121","Q5J5C9"
"X21810.50",125,0.547163434358332,0.697704401905353,TRUE,3155,"MLANA","MART-1","MART-1","Q16655"
"X22128.8",121,0.547024470881548,0.676909740556051,TRUE,3156,"ELK4","ETS domain-containing protein Elk-4","ELK4","P28324"
"X25080.16",125,0.546684118673648,0.684093942618644,TRUE,3157,"UGT2B15","UDP-glucuronosyltransferase 2B15","UDB15","P54855"
"X24937.7",123,0.544666208733622,0.733967419732075,TRUE,3158,"ARHGAP26","Rho GTPase-activating protein 26","RHG26","Q9UNA1"
"X7898.29",125,0.543673032962171,0.650189077484364,TRUE,3159,"MDM1","Nuclear protein MDM1","MDM1","Q8TC05"
"X3182.38",124,0.543348325711246,0.656170113762671,TRUE,3160,"ENTPD1","Ectonucleoside triphosphate diphosphohydrolase 1","CD39","P49961"
"X9348.1",124,0.542607502344876,0.63407912895912,TRUE,3161,"C1RL","Complement C1r subcomponent-like protein","C1RL1","Q9NZP8"
"X21109.1",125,0.542112184450508,0.768566055526226,TRUE,3162,"CFAP36","Cilia- and flagella-associated protein 36","CFA36","Q96G28"
"X9969.8",125,0.541233439028587,0.65976022216378,TRUE,3163,"SLC22A16","Solute carrier family 22 member 16","S22AG","Q86VW1"
"X4337.49",124,0.541203724104068,0.742532194576601,TRUE,3164,"CRP","C-reactive protein","CRP","P02741"
"X18898.36",122,0.541128803051033,0.655345994208954,TRUE,3165,"HDGFL1","Hepatoma-derived growth factor-like protein 1","HDGL1","Q5TGJ6"
"X24437.6",123,0.540844461787024,0.647644644782243,TRUE,3166,"YJEFN3","YjeF N-terminal domain-containing protein 3","YJEN3","A6XGL0"
"X19809.47",119,0.540161035871613,0.727221826418305,TRUE,3167,"POLR2I","DNA-directed RNA polymerase II subunit RPB9","RPB9","P36954"
"X14064.21",125,0.539328466435612,0.690589131066993,TRUE,3168,"PGLYRP1","Peptidoglycan recognition protein 1","PGRP-S","O75594"
"X19821.10",124,0.539203374093134,0.752450647937219,TRUE,3169,"PGLYRP4","Peptidoglycan recognition protein I-beta","PGRP-I-beta","Q96LB8"
"X6525.17",123,0.538492298960295,0.682596401369807,TRUE,3170,"DUSP13","Dual specificity protein phosphatase 13 isoform A","DUSP13","Q6B8I1"
"X4435.66",121,0.537001280461779,0.707691535394189,TRUE,3171,"ENPP7","Ectonucleotide pyrophosphatase/phosphodiesterase family member 7","ENPP7","Q6UWV6"
"X2796.62",118,0.536267244244613,0.630134496897019,TRUE,3172,"FGA|FGB|FGG","Fibrinogen","Fibrinogen","P02671|P02675|P02679"
"X18189.12",121,0.536188288855918,0.563270191030249,TRUE,3173,"VPS25","Vacuolar protein-sorting-associated protein 25","VPS25","Q9BRG1"
"X5360.9",124,0.535394929417874,0.690380787746264,TRUE,3174,"AKT2","RAC-beta serine/threonine-protein kinase","PKB beta","P31751"
"X6627.25",122,0.535292445784008,0.656219958164445,TRUE,3175,"PNLIPRP1","Inactive pancreatic lipase-related protein 1","LIPR1","P54315"
"X21925.15",123,0.535222259487629,0.658802936575575,TRUE,3176,"TGFB1","Transforming growth factor beta-1","TGF-b1","P01137"
"X12753.6",125,0.533761030405821,0.654645224920921,TRUE,3177,"APBB2","Amyloid beta A4 precursor protein-binding family B member 2:Phosphotyrosine Interaction Domain 1","APBB2:PID 1","Q92870"
"X24265.6",124,0.53348126465543,0.656206580865154,TRUE,3178,"MPP2","MAGUK p55 subfamily member 2","MPP2","Q14168"
"X11302.237",125,0.533459921834673,0.663018956824274,TRUE,3179,"TNR","Tenascin-R","TENR","Q92752"
"X9887.40",124,0.533227997507192,0.699612927833211,TRUE,3180,"RBBP6","E3 ubiquitin-protein ligase RBBP6","RBBP6","Q7Z6E9"
"X12509.115",122,0.533139229378658,0.736183880142277,TRUE,3181,"COMMD1","COMM domain-containing protein 1","COMD1","Q8N668"
"X3644.5",124,0.531397636246321,0.735549877080957,TRUE,3182,"DKKL1","Dickkopf-like protein 1","Soggy-1","Q9UK85"
"X19323.1",122,0.531207656666204,0.645404637896332,TRUE,3183,"EBAG9","Receptor-binding cancer antigen expressed on SiSo cells","RCAS1","O00559"
"X24982.33",123,0.530928217382751,0.799588312326202,TRUE,3184,"MPP5","MAGUK p55 subfamily member 5","MPP5","Q8N3R9"
"X21979.12",122,0.529915264319801,0.656678044327215,TRUE,3185,"ITGA6","Integrin alpha-6","Integrin a6","P23229"
"X23183.6",125,0.52982818376226,0.714087101863372,TRUE,3186,"RNF31","E3 ubiquitin-protein ligase RNF31","RNF31","Q96EP0"
"X11830.48",125,0.528771231226802,0.627194870264201,TRUE,3187,"PTPN11","Tyrosine-protein phosphatase non-receptor type 11","SHP-2","Q06124"
"X5627.53",125,0.528672910060713,0.674212426074953,TRUE,3188,"GNRH1","Progonadoliberin-1","GON1","P01148"
"X14104.1",123,0.52824968073991,0.765025305535761,TRUE,3189,"TRIL","TLR4 interactor with leucine rich repeats:Cytoplasmic domain","TRIL:CD","Q7L0X0"
"X4984.83",124,0.526360185575706,0.654819789313202,TRUE,3190,"ESD","S-formylglutathione hydrolase","Esterase D","P10768"
"X13724.27",124,0.525864375304911,0.699368913049426,TRUE,3191,"FGF19","Fibroblast growth factor 19","FGF-19","O95750"
"X9287.6",123,0.525618534093548,0.745694523717442,TRUE,3192,"SPR","Sepiapterin reductase","SPRE","P35270"
"X13932.45",119,0.525293353038585,0.701078590257338,TRUE,3193,"ARHGEF7","Rho guanine nucleotide exchange factor 7","COOL-1","Q14155"
"X21746.13",125,0.525243959393358,0.710748142562999,TRUE,3194,"USP10","Ubiquitin carboxyl-terminal hydrolase 10","UBP10","Q14694"
"X3310.62",125,0.524801514145958,0.707943593950888,TRUE,3195,"FCGR2B","Low affinity immunoglobulin gamma Fc region receptor II-b","FCG2B","P31994"
"X25121.7",125,0.524746208490033,0.686831531128922,TRUE,3196,"NOMO2","Nodal modulator 2","NOMO2","Q5JPE7"
"X8754.5",124,0.5245643135243,0.774160701498805,TRUE,3197,"NMU","Neuromedin-U","NMU","P48645"
"X2762.30",124,0.524366177234314,0.713704333344286,TRUE,3198,"FGF19","Fibroblast growth factor 19","FGF-19","O95750"
"X17384.110",124,0.524276550608409,0.635201369579183,TRUE,3199,"PFKM","ATP-dependent 6-phosphofructokinase, muscle type","K6PF","P08237"
"X23007.8",119,0.524174794967398,0.83273072562315,TRUE,3200,"JUP","Junction plakoglobin","PLAK","P14923"
"X12847.27",124,0.523143456064259,0.67134862674125,TRUE,3201,"RNGTT","mRNA-capping enzyme","MCE1","O60942"
"X10716.35",125,0.522908831698744,0.655085589344698,TRUE,3202,"PSMD5","26S proteasome non-ATPase regulatory subunit 5","PSMD5","Q16401"
"X24651.1",125,0.522724479512327,0.648945676082599,TRUE,3203,"RTN1","Reticulon-1","RTN1","Q16799"
"X24055.44",125,0.522613868200477,0.883598292980929,TRUE,3204,"CSTF1","Cleavage stimulation factor 50 kDa subunit","CSTF1","Q05048"
"X11494.4",121,0.522431945366594,0.749511425331322,TRUE,3205,"ELL2","RNA polymerase II elongation factor ELL2","ELL2","O00472"
"X13681.173",125,0.52242951601406,0.643007328356262,TRUE,3206,"CSNK2A2","Casein kinase II subunit alpha'","CSK22","P19784"
"X13043.157",123,0.521243763927363,0.836664051476139,TRUE,3207,"ATAD2","ATPase family AAA domain-containing protein 2","ATAD2","Q6PL18"
"X7192.37",125,0.520727330826144,0.70437452097697,TRUE,3208,"IFNLR1","Interferon lambda receptor 1","CRF2-12","Q8IU57"
"X6603.18",125,0.52036477152619,0.617979931975118,TRUE,3209,"ANOS1","Anosmin-1","KALM","P23352"
"X21120.3",125,0.520334046161788,0.676038379446725,TRUE,3210,"NDUFAF2","Mimitin, mitochondrial","MIMIT","Q8N183"
"X12635.9",125,0.518816213160288,0.691178386031986,TRUE,3211,"TRDMT1","tRNA (cytosine(38)-C(5))-methyltransferase","TRDMT","O14717"
"X13470.43",124,0.518650362746487,0.720821988137209,TRUE,3212,"PTH1R","Parathyroid hormone/parathyroid hormone-related peptide receptor","PTH1R","Q03431"
"X18483.36",125,0.517974338175651,0.817420931330575,TRUE,3213,"RABIF","Guanine nucleotide exchange factor MSS4","MSS4","P47224"
"X19483.16",125,0.517710100041787,0.790144312445167,TRUE,3214,"KDSR","3-ketodihydrosphingosine reductase","KDSR","Q06136"
"X10000.28",123,0.517548074597457,0.611545585574691,TRUE,3215,"CRYBB2","Beta-crystallin B2","CRBB2","P43320"
"X17347.80",125,0.516757613745299,0.781078168004273,TRUE,3216,"AIDA","Axin interactor, dorsalization-associated protein","CA080","Q96BJ3"
"X22534.14",125,0.516081655728437,0.6931074250624,TRUE,3217,"PPP4C","Serine/threonine-protein phosphatase 4 catalytic subunit","PP4C","P60510"
"X5736.1",123,0.515860013931529,0.676005895563484,TRUE,3218,"TREML2","Trem-like transcript 2 protein","TRML2","Q5T2D2"
"X9759.13",123,0.51515855125464,0.752162206488964,TRUE,3219,"IDO1","Indoleamine 2,3-dioxygenase 1","INDO","P14902"
"X15462.28",124,0.514846686013207,0.714616269129466,TRUE,3220,"CD8A","T-cell surface glycoprotein CD8 alpha chain","CD8A","P01732"
"X3115.64",122,0.514197522704139,0.781147455218974,TRUE,3221,"MAPK1","Mitogen-activated protein kinase 1","MK01","P28482"
"X8924.55",125,0.51360519135757,0.655754633135712,TRUE,3222,"CALY","Neuron-specific vesicular protein calcyon","CALY","Q9NYX4"
"X3181.50",125,0.512996829142394,0.681982095878926,TRUE,3223,"CTSS","Cathepsin S","Cathepsin S","P25774"
"X19124.9",125,0.512726445935649,0.712141491608154,TRUE,3224,"UBLCP1","Ubiquitin-like domain-containing CTD phosphatase 1","UBCP1","Q8WVY7"
"X3822.54",125,0.512142664011995,0.650722525709373,TRUE,3225,"MAPKAPK3","MAP kinase-activated protein kinase 3","MAPKAPK3","Q16644"
"X13742.66",123,0.511970640971067,0.700624625770505,TRUE,3226,"IL22","Interleukin-22","IL-22","Q9GZX6"
"X20443.37",125,0.511749379347639,0.72457134093567,TRUE,3227,"TEN1","CST complex subunit TEN1","TEN1L","Q86WV5"
"X14007.22",125,0.51077845783251,0.678668881717799,TRUE,3228,"PAPSS1","Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1","PAPS1","O43252"
"X13432.9",124,0.510402437412264,0.706123421391874,TRUE,3229,"ZFYVE27","Protrudin:Cytoplasmic domain, region 1, isoform 6","ZFY27:CD region 1","Q5T4F4"
"X13983.27",124,0.510144343654985,0.83064025612622,TRUE,3230,"CRYZ","Quinone oxidoreductase","QOR","Q08257"
"X5723.4",125,0.509549443256397,0.887437888377907,TRUE,3231,"INSL3","Insulin-like 3","INSL3","P51460"
"X5340.24",125,0.509408106580144,0.669494698081443,TRUE,3232,"CASP10","Caspase-10:region 1","Caspase-10:region 1","Q92851"
"X24409.2",124,0.509017544080525,0.733704632857309,TRUE,3233,"RDH13","Retinol dehydrogenase 13","RDH13","Q8NBN7"
"X21182.8",122,0.508417441652951,0.733301569229546,TRUE,3234,"TSEN15","tRNA-splicing endonuclease subunit Sen15","SEN15","Q8WW01"
"X7923.41",125,0.508037755327778,0.71626969146085,TRUE,3235,"SEMA4C","Semaphorin-4C","SEM4C","Q9C0C4"
"X5078.82",125,0.507570729788855,0.751426782091065,TRUE,3236,"EPHB6","Ephrin type-B receptor 6","EphB6","O15197"
"X8295.16",124,0.507462686567164,0.724276263778366,TRUE,3237,"OLFM2","Noelin-2","NOE2","O95897"
"X8624.16",125,0.507392522675319,0.865556384495817,TRUE,3238,"UNC5D","Netrin receptor UNC5D","UNC5H4","Q6UXZ4"
"X9855.10",125,0.507232750780424,0.859287340483969,TRUE,3239,"RHOA","Transforming protein RhoA","Rho A","P61586"
"X8758.2",123,0.507127009107092,0.705674185645075,TRUE,3240,"PCDHA7","Protocadherin alpha-7","PCDA7","Q9UN72"
"X18202.22",123,0.506664215757411,0.768647118350596,TRUE,3241,"CD37","Leukocyte antigen CD37","CD37","P11049"
"X13493.5",123,0.506178891153479,0.663906204162368,TRUE,3242,"GRID1","Glutamate receptor ionotropic, delta-1","GRID1","Q9ULK0"
"X9880.33",124,0.505789780148876,0.685443456185742,TRUE,3243,"TDO2","Tryptophan 2,3-dioxygenase","T23O","P48775"
"X5359.65",121,0.505712979116207,0.751118514223114,TRUE,3244,"PIM1","Serine/threonine-protein kinase pim-1","PIM1","P11309"
"X6406.3",117,0.503396543132164,0.737447519788485,TRUE,3245,"NMES1","Normal mucosa of esophagus-specific gene 1 protein","NMES1","Q9C002"
"X8092.29",125,0.503127842096207,0.708306754799037,TRUE,3246,"IL6R","Interleukin-6 receptor subunit alpha","IL-6 sRa","P08887"
"X24901.4",123,0.502262239149153,0.773568914488087,TRUE,3247,"VIL1","Villin-1","VILI","P09327"
"X13561.5",123,0.499983875649005,0.694428856096637,TRUE,3248,"HTR6","5-hydroxytryptamine receptor 6","5HT6R","P50406"
"X25124.21",125,0.498869306589976,0.771513318002526,TRUE,3249,"ZBTB7A","Zinc finger and BTB domain-containing protein 7A","ZBT7A","O95365"
"X20435.41",118,0.497284365469255,0.69465791838998,TRUE,3250,"EMC2","ER membrane protein complex subunit 2","EMC2","Q15006"
"X4498.62",125,0.497234717203746,0.689990649387204,TRUE,3251,"NCAM1","Neural cell adhesion molecule 1, 120 kDa isoform","NCAM-120","P13591"
"X13990.1",120,0.497153970376287,0.764870409113791,TRUE,3252,"PC","Pyruvate carboxylase, mitochondrial","pyruvate carboxylase","P11498"
"X4440.15",124,0.496567678579859,0.692756282223014,TRUE,3253,"FCRL3","Fc receptor-like protein 3","FCRL3","Q96P31"
"X10572.65",125,0.496325246417423,0.740550447873204,TRUE,3254,"CST8","Cystatin-8","CST8","O60676"
"X6951.26",123,0.49622687753154,0.750577066174525,TRUE,3255,"ASIC4","Acid-sensing ion channel 4","ASIC4","Q96FT7"
"X7140.1",121,0.495955339358545,0.765140072605365,TRUE,3256,"CELA2A","Chymotrypsin-like elastase family member 2A","ELA2A","P08217"
"X9897.9",122,0.495184840012426,0.690565415488887,TRUE,3257,"MCM6","DNA replication licensing factor MCM6","MCM6","Q14566"
"X21497.32",125,0.495071651549787,0.728786025633142,TRUE,3258,"HYOU1","Hypoxia up-regulated protein 1","HYOU1","Q9Y4L1"
"X25263.4",124,0.49491210676235,0.77179532896396,TRUE,3259,"ARHGAP24","Rho GTPase-activating protein 24","RHG24","Q8N264"
"X8871.14",123,0.494709617499379,0.826960365585927,TRUE,3260,"NUDC","Nuclear migration protein nudC:N-term, contains nuclear localization domain","NUDC:N-term","Q9Y266"
"X22045.8",124,0.49459106431865,0.686735891608974,TRUE,3261,"SUMO4","Small ubiquitin-related modifier 4","SUMO4","Q6EEV6"
"X7778.104",125,0.494512449917656,0.75916665323876,TRUE,3262,"CARD19","Caspase recruitment domain-containing protein 19","BINCA","Q96LW7"
"X12826.5",117,0.494061045705593,0.748630025550549,TRUE,3263,"SLC5A5","Sodium/iodide cotransporter","SC5A5","Q92911"
"X12365.108",122,0.493841399937208,0.670365315623094,TRUE,3264,"RUVBL1","RuvB-like 1","RUVB1","Q9Y265"
