"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","DX","Source"
"GO:0120039","plasma membrane bounded cell projection morphogenesis","194/2304","325/5701",0.596923076923077,1.4770219017094,7.29258100136863,4.25745213693673e-13,6.24993973702312e-10,5.90366696321894e-10,"NEFL/LRP2/SLITRK1/EFNA2/B4GALT6/SPAST/SPART/TBCE/TNR/SMURF1/DNM2/EVL/CRABP2/SMAD4/IST1/SH3GL2/OPHN1/PRKG1/S100A6/EFNB1/NEGR1/SPP1/FLRT2/FLRT3/ISLR2/SHANK1/SHANK3/DVL2/CSF1R/EFNA4/EFNB2/EFNA3/GAP43/ADGRB3/NRP2/UNC5B/EPHA7/NLGN1/SLIT1/BRAF/ROBO4/UNC5D/NRXN3/GDI1/MAPRE3/ENPP2/SEMA4A/SLITRK6/PLXNB3/DCLK1/SYT4/STMN1/EPHB1/GAS7/DSCAML1/SLIT2/VLDLR/HPRT1/BAIAP2/LRP4/PLXNA4/PLXND1/FN1/AMIGO1/NCAM1/IMPACT/SEMA5B/SEMA6D/CNTN6/NECTIN1/SYT1/ARC/DCC/ADGRB1/RELN/YWHAH/CHN1/ROBO2/NRXN1/EPHA6/DAG1/TWF2/NDEL1/PDLIM5/GSK3B/BDNF/CRPPA/FGF8/GFRA3/HDAC6/SRGAP2/EFNB3/NUMB/VEGFA/EFNA5/ERBB2/PRKCZ/NTRK3/MAP2K1/NBL1/PLA2G10/BMP7/NRP1/SEMA3A/CNTN2/CNTN4/CNTN5/LRP8/MATN2/NTN4/CAMK2B/PTPN11/BCL2/EPHA3/POSTN/NTRK1/BSG/CHL1/EPHA5/PRKCQ/PAK6/NTF4/TGFB2/L1CAM/BOC/FLRT1/KIRREL3/PLXNC1/SLITRK5/BMPR2/NTRK2/DBNL/UCHL1/EPHA10/EPHB6/RTN4R/NOTCH1/NOTCH3/NRCAM/UNC5C/CPNE1/ALCAM/RGMA/SEMA3G/NTNG1/OLFM1/SEMA4D/ROBO1/NGF/NOG/PTPRS/UBB/NTN1/CCK/CNTNAP2/DRAXIN/SLITRK4/NFASC/EPHA4/NPTN/APLP1/PGRMC1/APLP2/ST8SIA2/SEMA4C/SEMA6A/UNC5A/B3GNT2/DLG4/EPHB2/PTPRJ/SULT4A1/UST/NOTCH2/TMEM106B/NEO1/PLXNA1/SYT17/DSCAM/PLXNB2/EPHB3/PTPRD/FSTL4/PCDHAC2/LRRC4C/PTK7/CDH11/ENAH/VASP/BRSK2/SEMA4B/RAP2A/NEFH/PITPNA",194,"EMCI","GO_BP"
"GO:0048858","cell projection morphogenesis","194/2304","327/5701",0.593272171253823,1.46798812861026,7.17779042175945,9.6542261201142e-13,1.06293029582457e-09,1.00403951649188e-09,"NEFL/LRP2/SLITRK1/EFNA2/B4GALT6/SPAST/SPART/TBCE/TNR/SMURF1/DNM2/EVL/CRABP2/SMAD4/IST1/SH3GL2/OPHN1/PRKG1/S100A6/EFNB1/NEGR1/SPP1/FLRT2/FLRT3/ISLR2/SHANK1/SHANK3/DVL2/CSF1R/EFNA4/EFNB2/EFNA3/GAP43/ADGRB3/NRP2/UNC5B/EPHA7/NLGN1/SLIT1/BRAF/ROBO4/UNC5D/NRXN3/GDI1/MAPRE3/ENPP2/SEMA4A/SLITRK6/PLXNB3/DCLK1/SYT4/STMN1/EPHB1/GAS7/DSCAML1/SLIT2/VLDLR/HPRT1/BAIAP2/LRP4/PLXNA4/PLXND1/FN1/AMIGO1/NCAM1/IMPACT/SEMA5B/SEMA6D/CNTN6/NECTIN1/SYT1/ARC/DCC/ADGRB1/RELN/YWHAH/CHN1/ROBO2/NRXN1/EPHA6/DAG1/TWF2/NDEL1/PDLIM5/GSK3B/BDNF/CRPPA/FGF8/GFRA3/HDAC6/SRGAP2/EFNB3/NUMB/VEGFA/EFNA5/ERBB2/PRKCZ/NTRK3/MAP2K1/NBL1/PLA2G10/BMP7/NRP1/SEMA3A/CNTN2/CNTN4/CNTN5/LRP8/MATN2/NTN4/CAMK2B/PTPN11/BCL2/EPHA3/POSTN/NTRK1/BSG/CHL1/EPHA5/PRKCQ/PAK6/NTF4/TGFB2/L1CAM/BOC/FLRT1/KIRREL3/PLXNC1/SLITRK5/BMPR2/NTRK2/DBNL/UCHL1/EPHA10/EPHB6/RTN4R/NOTCH1/NOTCH3/NRCAM/UNC5C/CPNE1/ALCAM/RGMA/SEMA3G/NTNG1/OLFM1/SEMA4D/ROBO1/NGF/NOG/PTPRS/UBB/NTN1/CCK/CNTNAP2/DRAXIN/SLITRK4/NFASC/EPHA4/NPTN/APLP1/PGRMC1/APLP2/ST8SIA2/SEMA4C/SEMA6A/UNC5A/B3GNT2/DLG4/EPHB2/PTPRJ/SULT4A1/UST/NOTCH2/TMEM106B/NEO1/PLXNA1/SYT17/DSCAM/PLXNB2/EPHB3/PTPRD/FSTL4/PCDHAC2/LRRC4C/PTK7/CDH11/ENAH/VASP/BRSK2/SEMA4B/RAP2A/NEFH/PITPNA",194,"EMCI","GO_BP"
"GO:0061564","axon development","165/2304","272/5701",0.606617647058823,1.50101007199755,6.97271444325227,4.22598973898608e-12,3.72225176209894e-09,3.51602346283642e-09,"NEFL/SLITRK1/EFNA2/B4GALT6/SPAST/SPART/TBCE/TNR/SMURF1/DNM2/EVL/CRABP2/JAK2/SMAD4/IST1/OPHN1/PRKG1/S100A6/EFNB1/SPP1/FLRT2/FLRT3/ISLR2/CSF1R/EFNA4/EFNB2/EFNA3/GAP43/NRP2/UNC5B/EPHA7/SLIT1/BRAF/ROBO4/UNC5D/NRXN3/GDI1/SEMA4A/SLITRK6/PLXNB3/DCLK1/KREMEN1/STMN1/EPHB1/DSCAML1/SLIT2/BAIAP2/LRP4/PLXNA4/PLXND1/FN1/AMIGO1/NCAM1/SEMA5B/SEMA6D/RTN4RL1/CNTN6/NECTIN1/DCC/ADGRB1/RELN/CHN1/ROBO2/NRXN1/EPHA6/DAG1/NEUROG1/TWF2/NDEL1/GSK3B/BDNF/CRPPA/CTNNA1/FGF8/GFRA3/HDAC6/EFNB3/NUMB/VEGFA/EFNA5/ERBB2/NTRK3/TNC/MAP2K1/PLA2G10/BMP7/NRP1/SEMA3A/CNTN2/CNTN4/CNTN5/MATN2/NTN4/PTPN11/BCL2/EPHA3/NTRK1/BSG/CHL1/EPHA5/PRKCQ/TGFB2/MMP2/L1CAM/BOC/PLXNC1/SLITRK5/BMPR2/NTRK2/GRN/UCHL1/EPHA10/EPHB6/RTN4R/NOTCH1/NOTCH3/NRCAM/SCARF1/UNC5C/TNFRSF21/ALCAM/RGMA/SEMA3G/CRTAC1/NTNG1/OLFM1/SEMA4D/ROBO1/NGF/NOG/PTPRS/NCAM2/NTN1/CCK/DRAXIN/SLITRK4/NFASC/EPHA4/NPTN/APLP1/PGRMC1/APLP2/SEMA4C/SEMA6A/UNC5A/B3GNT2/EPHB2/PTPRJ/UST/NOTCH2/NEO1/DSCAM/PLXNB2/EPHB3/FSTL4/PCDHAC2/LRRC4C/PTK7/CDH11/ENAH/VASP/BRSK2/SEMA4B/NEFH/PITPNA",165,"EMCI","GO_BP"
"GO:0048667","cell morphogenesis involved in neuron differentiation","172/2304","288/5701",0.597222222222222,1.47776210455247,6.85203892184604,9.52034041854394e-12,6.98792986721125e-09,6.60076935685713e-09,"NEFL/SLITRK1/EFNA2/B4GALT6/SPAST/SPART/TBCE/TNR/SMURF1/DNM2/EVL/CRABP2/SMAD4/IST1/OPHN1/PRKG1/S100A6/EFNB1/SPP1/FLRT2/FLRT3/ISLR2/SHANK1/SHANK3/CSF1R/EFNA4/EFNB2/EFNA3/GAP43/ADGRB3/NRP2/UNC5B/ID2/EPHA7/NLGN1/SLIT1/BRAF/ROBO4/UNC5D/NRXN3/GDI1/MAPRE3/SEMA4A/SLITRK6/PLXNB3/DCLK1/STMN1/EPHB1/DSCAML1/SLIT2/VLDLR/HPRT1/BAIAP2/LRP4/PLXNA4/PLXND1/FN1/AMIGO1/NCAM1/SEMA5B/SEMA6D/CNTN6/NECTIN1/ARC/DCC/ADGRB1/RELN/YWHAH/CHN1/ROBO2/NRXN1/EPHA6/DAG1/TWF2/NDEL1/PDLIM5/GSK3B/BDNF/CRPPA/FGF8/GFRA3/HDAC6/EFNB3/NUMB/VEGFA/EFNA5/ERBB2/NTRK3/MAP2K1/PLA2G10/BMP7/NRP1/SEMA3A/CNTN2/CNTN4/CNTN5/LRP8/MATN2/NTN4/CAMK2B/PTPN11/BCL2/EPHA3/NTRK1/BSG/CHL1/EPHA5/PRKCQ/TGFB2/L1CAM/BOC/PLXNC1/SLITRK5/BMPR2/NTRK2/UCHL1/RB1/EPHA10/EPHB6/RTN4R/NOTCH1/NOTCH3/NRCAM/UNC5C/ALCAM/RGMA/SEMA3G/NTNG1/OLFM1/SEMA4D/ROBO1/NGF/NOG/PTPRS/NTN1/CCK/DRAXIN/SLITRK4/NFASC/EPHA4/NPTN/APLP1/PGRMC1/APLP2/SEMA4C/SEMA6A/UNC5A/B3GNT2/DLG4/EPHB2/PTPRJ/SULT4A1/UST/NOTCH2/TMEM106B/NEO1/DSCAM/PLXNB2/EPHB3/PTPRD/FSTL4/PCDHAC2/LRRC4C/PTK7/CDH11/ENAH/VASP/BRSK2/SEMA4B/RAP2A/NEFH/PITPNA",172,"EMCI","GO_BP"
"GO:0000902","cell morphogenesis","252/2304","458/5701",0.550218340611354,1.36145605895196,6.64246402489171,3.39698028139498e-11,2.13718587989479e-08,2.0187768529433e-08,"CUL3/ILK/NEFL/MFAP2/LRP2/SLITRK1/ADAM7/EFNA2/B4GALT6/SPAST/SPART/TBCE/FLNA/TNR/PTK2B/SMURF1/DNM2/EVL/CRABP2/MET/SMAD4/IST1/CLIC4/SH3GL2/OPHN1/ITGB2/ARHGEF2/PRKG1/S100A6/EFNB1/NEGR1/SPP1/FLRT2/FLRT3/ISLR2/SHANK1/SHANK3/PARVA/UNC93B1/CERT1/DVL2/CSF1R/EFNA4/TGFB1/SPARC/EFNB2/EFNA3/GAP43/ADGRB3/NRP2/UNC5B/ID2/EPHA7/NLGN1/SLIT1/BRAF/ROBO4/UNC5D/NRXN3/GDI1/MAPRE3/ENPP2/SEMA4A/SLITRK6/PLXNB3/DCLK1/SYT4/STMN1/EPHB1/GAS7/PALM/RDX/DSCAML1/SLIT2/VLDLR/RAC2/HPRT1/BAIAP2/LRP4/PLXNA4/PLXND1/FN1/AMIGO1/NCAM1/CIB1/IMPACT/BAMBI/SEMA5B/SEMA6D/CNTN6/NECTIN1/SYT1/ARC/FBLIM1/DCC/ADGRB1/RELN/RHOQ/COL18A1/YWHAH/PALMD/CHN1/ROBO2/NRXN1/EPHA6/SPI1/CCL7/DAG1/TWF2/NDEL1/PDLIM5/GSK3B/BDNF/FGD2/CRPPA/FGF8/RILPL2/CFDP1/KIT/GFRA3/HDAC6/DIAPH1/SRGAP2/EFNB3/NUMB/LIMD1/YAP1/VEGFA/EFNA5/ERBB2/PRKCZ/NTRK3/EGFR/HGF/PECAM1/SPINT2/MAP2K1/NBL1/PLA2G10/BMP7/NRP1/SEMA3A/CNTN2/CNTN4/CNTN5/LRP8/MATN2/NTN4/CAMK2B/PTPN11/BCL2/EPHA3/LYN/POSTN/NTRK1/BSG/CDH6/CHL1/KDR/EPHA5/FGR/PRKCQ/PAK6/CCL13/NTF4/TGFB2/L1CAM/PTPN6/BOC/CLU/FLRT1/KIRREL3/PLXNC1/SLITRK5/EPHA2/BMPR2/NTRK2/STC1/CRK/DBNL/MAPK14/UCHL1/RB1/EPHA10/EPHB6/RTN4R/NOTCH1/NOTCH3/NRCAM/UNC5C/CPNE1/ALCAM/RGMA/FAM171A1/SEMA3G/NTNG1/OLFM1/C1GALT1C1/SEMA4D/ROBO1/NGF/NOG/ALDOA/PTPRS/HEXB/UBB/NTN1/CCK/CNTNAP2/DRAXIN/SLITRK4/NFASC/EPHA4/NPTN/APLP1/ITGB6/LIF/PGRMC1/APLP2/ST8SIA2/SEMA4C/SEMA6A/CDH7/UNC5A/B3GNT2/DLG4/EPHB2/PTPRJ/SULT4A1/UST/NOTCH2/TMEM106B/NEO1/PLXNA1/SYT17/DSCAM/PLXNB2/EPHB3/PTPRD/FSTL4/PCDHAC2/LRRC4C/PTK7/CDH11/EZR/ENAH/VASP/BRSK2/SEMA4B/RAP2A/NEFH/PITPNA",252,"EMCI","GO_BP"
"GO:0097485","neuron projection guidance","98/2304","147/5701",0.666666666666667,1.64959490740741,6.57096619578505,6.82473254238252e-11,3.75701526458158e-08,3.54886092203891e-08,"EFNA2/TNR/EVL/SMAD4/OPHN1/EFNB1/FLRT2/FLRT3/CSF1R/EFNA4/EFNB2/EFNA3/GAP43/NRP2/UNC5B/EPHA7/SLIT1/ROBO4/UNC5D/NRXN3/SEMA4A/EPHB1/DSCAML1/SLIT2/PLXNA4/NCAM1/SEMA5B/SEMA6D/CNTN6/NECTIN1/DCC/RELN/CHN1/ROBO2/NRXN1/EPHA6/DAG1/BDNF/CRPPA/FGF8/GFRA3/HDAC6/EFNB3/VEGFA/EFNA5/ERBB2/PLA2G10/BMP7/NRP1/SEMA3A/CNTN2/CNTN4/CNTN5/MATN2/NTN4/EPHA3/NTRK1/BSG/CHL1/EPHA5/PRKCQ/TGFB2/L1CAM/BOC/BMPR2/EPHA10/EPHB6/NOTCH1/NOTCH3/NRCAM/UNC5C/ALCAM/SEMA3G/SEMA4D/ROBO1/NOG/NTN1/DRAXIN/NFASC/EPHA4/NPTN/PGRMC1/SEMA4C/SEMA6A/UNC5A/B3GNT2/EPHB2/PTPRJ/NOTCH2/NEO1/PLXNA1/DSCAM/EPHB3/PCDHAC2/PTK7/ENAH/VASP/SEMA4B",98,"EMCI","GO_BP"
"GO:0007411","axon guidance","97/2304","146/5701",0.664383561643836,1.6439456097793,6.49104282903143,1.15085459511519e-10,5.631515152097e-08,5.319505684088e-08,"EFNA2/TNR/EVL/SMAD4/OPHN1/EFNB1/FLRT2/FLRT3/CSF1R/EFNA4/EFNB2/EFNA3/GAP43/NRP2/UNC5B/EPHA7/SLIT1/ROBO4/UNC5D/NRXN3/SEMA4A/EPHB1/DSCAML1/SLIT2/PLXNA4/NCAM1/SEMA5B/SEMA6D/CNTN6/NECTIN1/DCC/RELN/CHN1/ROBO2/NRXN1/EPHA6/DAG1/BDNF/CRPPA/FGF8/GFRA3/HDAC6/EFNB3/VEGFA/EFNA5/ERBB2/PLA2G10/BMP7/NRP1/SEMA3A/CNTN2/CNTN4/CNTN5/MATN2/NTN4/EPHA3/NTRK1/BSG/CHL1/EPHA5/PRKCQ/TGFB2/L1CAM/BOC/BMPR2/EPHA10/EPHB6/NOTCH1/NOTCH3/NRCAM/UNC5C/ALCAM/SEMA3G/SEMA4D/ROBO1/NOG/NTN1/DRAXIN/NFASC/EPHA4/NPTN/PGRMC1/SEMA4C/SEMA6A/UNC5A/B3GNT2/EPHB2/PTPRJ/NOTCH2/NEO1/DSCAM/EPHB3/PCDHAC2/PTK7/ENAH/VASP/SEMA4B",97,"EMCI","GO_BP"
"GO:0031175","neuron projection development","267/2304","497/5701",0.537223340040241,1.32930132880617,6.32752581100657,2.50959226982929e-10,1.10522443563282e-07,1.04399038424898e-07,"NEFL/LRP2/SLITRK1/EFNA2/B4GALT6/SPAST/STMN2/TENM3/SPART/TBCE/ADGRF1/TNR/PTK2B/SPOCK1/SMURF1/DNM2/EVL/CRABP2/JAK2/SMAD4/IST1/SH3GL2/OPHN1/HERC1/PRKG1/S100A6/EFNB1/NEGR1/SPP1/FLRT2/FLRT3/ISLR2/SHANK1/SHANK3/DVL2/NEURL1/NCK2/CSF1R/SFRP1/EFNA4/IL15RA/MAGI2/ITSN1/EFNB2/EFNA3/RAB6B/GAP43/ADGRB3/DDR2/NRP2/UNC5B/CTHRC1/LRP12/VIM/EPHA7/NLGN1/AKT1/SLIT1/BRAF/ROBO4/UNC5D/NRXN3/GDI1/MAPRE3/SEMA4A/SLITRK6/PLXNB3/DCLK1/KREMEN1/SYT4/STMN1/EPHB1/GAS7/FKBP4/CRMP1/CD3E/DSCAML1/HDAC2/SLIT2/VLDLR/BLOC1S5/RAB13/HPRT1/BAIAP2/LRP4/PLXNA4/PLXND1/EFHD1/FN1/RAB6A/AMIGO1/GFAP/NCAM1/CIB1/IMPACT/SEMA5B/SEMA6D/RTN4RL1/CNTN6/NECTIN1/DBNDD2/SYT1/ARC/GPR37/DCC/ADGRB1/RELN/BMP5/PPP1R9B/YWHAH/CHN1/ROBO2/NRXN1/EPHA6/FZD1/DAG1/LTK/NEUROG1/TWF2/NDEL1/NCKIPSD/PDLIM5/GSK3B/BDNF/EHD1/CRPPA/CTNNA1/FGF8/MICALL1/GFRA3/HDAC6/SRGAP2/EFNB3/HMGB1/NUMB/VEGFA/EFNA5/ERBB2/PRKCZ/NTRK3/TNC/MAP2K1/NBL1/PLA2G10/BMP7/PTPN1/NRP1/SEMA3A/CNTN2/CNTN4/CNTN5/GPC2/LRP8/MATN2/NTN4/CAMK2A/CAMK2B/PRKCI/PTPN11/BCL2/EPHA3/LYN/POSTN/NTRK1/BSG/CHL1/EPHA5/PRKCQ/PAK6/NTF4/TGFB2/MMP2/L1CAM/BOC/FLRT1/KIRREL3/PLXNC1/SLITRK5/ADCYAP1/BMPR2/NTRK2/CDNF/CRK/DBNL/GRN/UCHL1/RB1/EPHA10/EPHB6/RTN4R/NOTCH1/NOTCH3/NRCAM/SCARF1/UNC5C/CPNE1/TNFRSF21/ALCAM/RGMA/FGFR1/SEMA3G/CRTAC1/NTNG1/OLFM1/SEMA4D/ROBO1/NGF/NOG/PTPRS/NCAM2/NDNF/UBB/NTN1/CCK/CNTNAP2/STX1B/DRAXIN/SLITRK4/VAPA/NFASC/STX3/EPHA4/NPTN/APLP1/ATP1B2/S100A9/PGRMC1/APLP2/ST8SIA2/SEMA4C/NDRG4/SEMA6A/UNC5A/B3GNT2/STMN3/DLG4/EPHB2/ALK/PTPRJ/PTPRU/SULT4A1/UST/NOTCH2/TMEM106B/NEO1/PHGDH/PLXNA1/NLGN2/SYT17/DSCAM/PLXNB2/EPHB3/MANF/PTPRD/FSTL4/PCDHAC2/LRRC4C/PTK7/CDH11/ENAH/VASP/BRSK2/SEMA4B/CRKL/RAP2A/NEFH/PITPNA",267,"EMCI","GO_BP"
"R-HSA-9675108","Nervous system development","156/1704","272/4192",0.573529411764706,1.4109362054681,5.7994160016419,6.88226283331084e-09,6.44160164675465e-06,5.71000699989332e-06,"MPZ/EFNA2/CACNB4/COL6A3/DNM2/EVL/MET/TREM2/RPS6KA1/PSMA7/SH3GL2/PSMB1/RPS6KA6/EFNB1/FLRT3/SHANK3/RND1/NCK2/AP2A2/CLTC/RAP1GAP/NAB1/EFNA4/ITSN1/PSMA4/EFNB2/EFNA3/AGAP2/GAP43/NRP2/UNC5B/AGRN/EPHB4/NCAN/EPHA7/SLIT1/UNC5D/DOK1/MAGOHB/SEMA4A/PLXNB3/EPHB1/RHOB/CRMP1/PSMB3/PSMB4/RDX/DSCAML1/HDAC2/PSMA5/SLIT2/VLDLR/PSMB2/PLXNA4/PLXND1/DOK2/MYL6/NCAM1/COL9A3/PFN1/SCN3B/SEMA6D/CNTN6/RPL5/RPL11/RPL26L1/RPS20/RELN/MYL9/COL5A1/ROBO2/EPHA6/DAG1/PSMC3/PSMD6/GSK3B/CACNB3/GSPT2/GAB1/DNM1/AP2B1/GFRA3/SRGAP2/EFNB3/GFRA2/NUMB/PRX/YAP1/PSMC5/MMP9/EFNA5/ERBB2/HSP90AA1/EGFR/MAP2K1/MAPK1/NRP1/SEMA3A/CNTN2/NTN4/RGMB/HJV/PTPN11/CSNK2A1/EPHA1/EPHA3/LYN/RPS6KA3/CHL1/EPHA5/PAK6/RPS7/PSMD7/MMP2/L1CAM/PSMA2/RPS27A/PLCG1/PLXNC1/EPHA2/EPHA10/EPHB6/NRCAM/UNC5C/SHC1/ALCAM/GRB2/HSP90AB1/RGMA/FGFR1/SEMA4D/ROBO1/HSPA8/UBC/UBB/NTN1/ST8SIA4/NFASC/EPHA4/ST8SIA2/SEMA6A/UNC5A/DLG4/EPHB2/SCN2B/PIK3R1/NEO1/PLXNA1/DSCAM/EPHB3/EZR/ENAH/RPS4X/VASP/VAV3/PITPNA",156,"EMCI","Reactome"
"R-HSA-422475","Axon guidance","151/1704","263/4192",0.574144486692015,1.4124493475428,5.7171017073216,1.11157923153661e-08,6.44160164675465e-06,5.71000699989332e-06,"EFNA2/CACNB4/COL6A3/DNM2/EVL/MET/TREM2/RPS6KA1/PSMA7/SH3GL2/PSMB1/RPS6KA6/EFNB1/FLRT3/SHANK3/RND1/NCK2/AP2A2/CLTC/RAP1GAP/EFNA4/ITSN1/PSMA4/EFNB2/EFNA3/AGAP2/GAP43/NRP2/UNC5B/AGRN/EPHB4/NCAN/EPHA7/SLIT1/UNC5D/DOK1/MAGOHB/SEMA4A/PLXNB3/EPHB1/RHOB/CRMP1/PSMB3/PSMB4/RDX/DSCAML1/PSMA5/SLIT2/VLDLR/PSMB2/PLXNA4/PLXND1/DOK2/MYL6/NCAM1/COL9A3/PFN1/SCN3B/SEMA6D/CNTN6/RPL5/RPL11/RPL26L1/RPS20/RELN/MYL9/COL5A1/ROBO2/EPHA6/DAG1/PSMC3/PSMD6/GSK3B/CACNB3/GSPT2/GAB1/DNM1/AP2B1/GFRA3/SRGAP2/EFNB3/GFRA2/NUMB/PSMC5/MMP9/EFNA5/ERBB2/HSP90AA1/EGFR/MAP2K1/MAPK1/NRP1/SEMA3A/CNTN2/NTN4/RGMB/HJV/PTPN11/CSNK2A1/EPHA1/EPHA3/LYN/RPS6KA3/CHL1/EPHA5/PAK6/RPS7/PSMD7/MMP2/L1CAM/PSMA2/RPS27A/PLCG1/PLXNC1/EPHA2/EPHA10/EPHB6/NRCAM/UNC5C/SHC1/ALCAM/GRB2/HSP90AB1/RGMA/FGFR1/SEMA4D/ROBO1/HSPA8/UBC/UBB/NTN1/ST8SIA4/NFASC/EPHA4/ST8SIA2/SEMA6A/UNC5A/DLG4/EPHB2/SCN2B/PIK3R1/NEO1/PLXNA1/DSCAM/EPHB3/EZR/ENAH/RPS4X/VASP/VAV3/PITPNA",151,"EMCI","Reactome"
"R-HSA-3928665","EPH-ephrin mediated repulsion of cells","28/1704","38/4192",0.736842105263158,1.81270076599951,4.16445006499895,3.47665960877869e-05,0.0113841633043978,0.0100912250897709,"EFNA2/EFNB1/AP2A2/CLTC/EFNA4/EFNB2/EFNA3/EPHB4/EPHA7/EPHB1/EPHA6/DNM1/AP2B1/EFNB3/MMP9/EFNA5/EPHA1/EPHA3/LYN/EPHA5/MMP2/EPHA2/EPHA10/EPHB6/EPHA4/EPHB2/EPHB3/VAV3",28,"EMCI","Reactome"
"R-HSA-373760","L1CAM interactions","34/1704","49/4192",0.693877551020408,1.7070039283319,4.11937034163918,4.06314749949747e-05,0.0113841633043978,0.0100912250897709,"DNM2/RPS6KA1/SH3GL2/RPS6KA6/AP2A2/CLTC/GAP43/NRP2/NCAN/RDX/NCAM1/SCN3B/CNTN6/DNM1/AP2B1/NUMB/EGFR/MAP2K1/MAPK1/NRP1/CNTN2/CSNK2A1/RPS6KA3/CHL1/L1CAM/NRCAM/ALCAM/FGFR1/HSPA8/NFASC/DLG4/EPHB2/SCN2B/EZR",34,"EMCI","Reactome"
"R-HSA-9755779","SARS-CoV-2 targets host intracellular signalling and regulatory pathways","11/1704","11/4192",1,2.46009389671362,4.01241164356494,4.91120073528807e-05,0.0113841633043978,0.0100912250897709,"YWHAB/YWHAE/AKT2/AKT1/YWHAH/AKT3/YWHAG/PDPK1/SFN/YWHAZ/YWHAQ",11,"EMCI","Reactome"
"R-HSA-111447","Activation of BAD and translocation to mitochondria","12/1704","13/4192",0.923076923076923,2.27085590465872,3.79752148212816,0.000161929773781293,0.0312794346354197,0.0277269226685161,"YWHAB/YWHAE/AKT2/PPP3R1/AKT1/YWHAH/AKT3/BCL2/YWHAG/SFN/YWHAZ/YWHAQ",12,"EMCI","Reactome"
"R-HSA-9612973","Autophagy","39/1704","62/4192",0.629032258064516,1.5474784189005,3.59381950058929,0.000304148191587634,0.0452256007666127,0.0400891751947813,"DYNLL2/MAP1LC3B/UBE2V1/LAMTOR3/GABARAPL2/ATG5/GABARAPL1/TSG101/SQSTM1/VIM/GABARAP/MAP1LC3A/ATG3/UBE2D2/UBE2D3/PARK7/GFAP/CETN1/CHMP4A/TSC2/ATG4A/USP30/MVB12B/VCP/HDAC6/PIK3C3/HSP90AA1/TBK1/CSNK2A1/UBE2L3/UBE2N/RPS27A/HSP90AB1/HSPA8/UBC/UBB/RNASE1/NBR1/CFTR",39,"EMCI","Reactome"
"R-HSA-9613829","Chaperone Mediated Autophagy","13/1704","15/4192",0.866666666666667,2.1320813771518,3.63462388123806,0.000329959343744307,0.0452256007666127,0.0400891751947813,"VIM/PARK7/GFAP/CETN1/HDAC6/HSP90AA1/RPS27A/HSP90AB1/HSPA8/UBC/UBB/RNASE1/CFTR",13,"EMCI","Reactome"
"R-HSA-9679506","SARS-CoV Infections","104/1704","198/4192",0.525252525252525,1.29217053160715,3.48524580587538,0.00036032677544601,0.0452256007666127,0.0400891751947813,"CUL3/STAT1/RPN1/MGAT1/SUDS3/SYK/MAP1LC3B/UBE2V1/JAK2/TJP1/SMAD4/YWHAB/NUP98/SAP18/ATP1B1/AP2A2/ISG15/YWHAE/AKT2/SEC13/IFNA21/IFNA4/AGRN/IL6R/HSPG2/AKT1/SDC3/IRF3/PTGES3/DDOST/FKBP4/COMT/HDAC2/BTK/SNRPG/SFTPD/NPM1/SNRPE/CHMP4A/RPS20/MGAT5/IKBKG/YWHAH/GEMIN7/ZBP1/TKFC/GSK3B/PYCARD/AP2B1/IKBKB/VCP/FKBP1A/PIK3C3/VEGFA/HSP90AA1/UBE2I/IL1R1/IL17RA/MBL2/NRP1/GPC2/AKT3/PTPN11/TBK1/TLR2/PPIA/RPS7/UBE2N/YWHAG/PTPN6/BCL2L1/PDPK1/RPS27A/PPIB/SFN/GPC5/RB1/IMPDH1/GPC6/GRB2/HSP90AB1/ST3GAL1/PRKCSH/IFNGR1/YWHAZ/ST6GAL1/IFNAR1/UBC/UBB/MGAT2/MAN1B1/GALNT1/MGAT4B/MGAT4C/ATP1B2/YWHAQ/CD79A/PARP16/FUT8/MASP1/IFNGR2/RPS4X/G3BP2/NFKB1",104,"EMCI","Reactome"
"R-HSA-9694516","SARS-CoV-2 Infection","73/1704","132/4192",0.553030303030303,1.36050647318253,3.48261489916916,0.000390212258555761,0.0452256007666127,0.0400891751947813,"STAT1/RPN1/MGAT1/MAP1LC3B/UBE2V1/TJP1/YWHAB/NUP98/ISG15/YWHAE/AKT2/SEC13/IFNA21/IFNA4/AGRN/HSPG2/AKT1/SDC3/IRF3/DDOST/SNRPG/SFTPD/SNRPE/CHMP4A/RPS20/MGAT5/IKBKG/YWHAH/GEMIN7/TKFC/GSK3B/IKBKB/VCP/PIK3C3/HSP90AA1/UBE2I/IL17RA/MBL2/NRP1/GPC2/AKT3/PTPN11/TBK1/TLR2/RPS7/UBE2N/YWHAG/PTPN6/PDPK1/RPS27A/SFN/GPC5/RB1/GPC6/HSP90AB1/ST3GAL1/PRKCSH/YWHAZ/ST6GAL1/IFNAR1/UBC/UBB/MGAT2/MAN1B1/GALNT1/MGAT4B/MGAT4C/YWHAQ/PARP16/FUT8/MASP1/RPS4X/G3BP2",73,"EMCI","Reactome"
