"EntrezGeneSymbol","rho_median","rho_mean","n_proteins","best_protein","Category1","Category2"
"LECT2",-0.142184259238408,-0.142184259238408,2,"LECT2.16763.11","Others",NA
"LEFTY2",0.188578937166449,0.188578937166449,1,"LEFTY2.15503.15","Others",NA
"LEMD1",0.14216224973527,0.14216224973527,1,"LEMD1","Others",NA
"LEP",-0.136092912431872,-0.136092912431872,2,"LEP.8484.24","Others",NA
"LGALS1",0.173740148156608,0.173740148156608,1,"LGALS1","Others",NA
"LGALS4",-0.175928660959304,-0.175928660959304,1,"LGALS4","Others",NA
"LGALS7",-0.0562933328389029,-0.0562933328389029,2,"LGALS7.9400.40","Others",NA
"LGALS8",0.117192411652793,0.117192411652793,1,"LGALS8","Others",NA
"LGALSL",0.326326133044752,0.326326133044752,1,"LGALSL","Others",NA
"LGMN",-0.0960740332555621,-0.0960740332555621,1,"LGMN.3622.33","Others",NA
"LGSN",0.179672270099038,0.179672270099038,1,"LGSN","Others",NA
"LIF",-0.186905935166913,-0.186905935166913,1,"LIF","Others",NA
"LIFR",0.252652092423381,0.252652092423381,1,"LIFR","Others",NA
"LILRA1",0.263497939303041,0.263497939303041,1,"LILRA1","Others",NA
"LILRA2",0.281216187308496,0.281216187308496,1,"LILRA2","Others",NA
"LILRA4",0.160902233202802,0.160902233202802,1,"LILRA4","Others",NA
"LILRA5",-0.153047060890492,-0.153047060890492,1,"LILRA5.8766.29","Others",NA
"LILRB1",0.195806409561298,0.195806409561298,1,"LILRB1","Others",NA
"LILRB2",0.158225285079973,0.158225285079973,2,"LILRB2.5091.28","Others",NA
"LILRB3",-0.146496785944781,-0.146496785944781,2,"LILRB3.11334.7","Others",NA
"LIMA1",0.102232516234873,0.102232516234873,1,"LIMA1","Others",NA
"LIMD1",0.276293349601117,0.276293349601117,1,"LIMD1","Others",NA
"LIMD2",-0.214569702380324,-0.214569702380324,1,"LIMD2","Others",NA
"LIN7A",0.36162874666811,0.36162874666811,2,"LIN7A.18910.45","Others",NA
"LIN7B",0.529492069672472,0.529492069672472,1,"LIN7B.15612.5","Others",NA
"LINGO1",0.141300547081455,0.141300547081455,1,"LINGO1","Others",NA
"LINGO3",0.110854125208341,0.110854125208341,1,"LINGO3","Others",NA
"LIPG",0.176741220197559,0.176741220197559,1,"LIPG","Others",NA
"LMAN2",0.0360127095680364,0.0360127095680364,2,"LMAN2.9468.8","Others",NA
"LMAN2L",0.283924794363498,0.283924794363498,1,"LMAN2L","Others",NA
"LMO4",-0.123864352445972,-0.123864352445972,1,"LMO4","Others",NA
"LMOD1",0.180533943105865,0.180533943105865,1,"LMOD1","Others",NA
"LOXL3",0.189743240393453,0.189743240393453,1,"LOXL3","Others",NA
"LPIN1",0.16751082958152,0.16751082958152,1,"LPIN1","Others",NA
"LPL",0.241039368267507,0.241039368267507,1,"LPL","Metabolism",NA
"LRATD1",0.108821095269892,0.108821095269892,1,"LRATD1","Others",NA
"LRATD2",0.183176070663118,0.183176070663118,1,"LRATD2","Others",NA
"LRFN2",0.142141930830459,0.142141930830459,1,"LRFN2","Others",NA
"LRFN4",0.316048121086395,0.316048121086395,1,"LRFN4","Others",NA
"LRFN5",0.207236766732131,0.207236766732131,1,"LRFN5","Others",NA
"LRIG1",0.168050719145831,0.168050719145831,1,"LRIG1","Others",NA
"LRIG3",0.152774316126589,0.152774316126589,1,"LRIG3","Others",NA
"LRIT3",-0.0890736365463284,-0.0890736365463284,1,"LRIT3","Others",NA
"LRP1",0.108039677664648,0.068113752313627,3,"LRP1.9182.3","Others",NA
"LRP10",0.311463067414027,0.311463067414027,1,"LRP10","Others",NA
"LRP11",0.267486848960876,0.266845220577904,3,"LRP11.15472.16","Others",NA
"LRP12",0.317856472583226,0.317856472583226,2,"LRP12.15506.34","Others",NA
"LRP2",0.19862703469799,0.19862703469799,1,"LRP2","Others",NA
"LRP4",0.221495901612829,0.221495901612829,1,"LRP4","Others",NA
"LRP5",-0.138606131700202,-0.138606131700202,1,"LRP5","Others",NA
"LRP6",0.237173688896227,0.237173688896227,1,"LRP6","Others",NA
"LRP8",0.279033625533849,0.279033625533849,1,"LRP8","Others",NA
"LRRC24",-0.138965672947451,-0.138965672947451,1,"LRRC24","Others",NA
"LRRC32",0.145908312050455,0.145908312050455,1,"LRRC32","Others",NA
"LRRC3B",0.230711930277649,0.230711930277649,1,"LRRC3B","Others",NA
"LRRC4",0.263602115164386,0.263602115164386,1,"LRRC4","Others",NA
"LRRC4C",0.236266430564187,0.236266430564187,1,"LRRC4C","Others",NA
"LRRC52",0.140492644645247,0.140492644645247,1,"LRRC52","Others",NA
"LRRC59",-0.189256205025964,-0.189256205025964,1,"LRRC59","Others",NA
"LRRFIP2",0.278219296842681,0.278219296842681,1,"LRRFIP2","Others",NA
"LRRN1",0.404801272248397,0.404801272248397,1,"LRRN1.11293.14","Others",NA
"LRRTM1",0.262833297418817,0.262833297418817,1,"LRRTM1.19360.22","Others",NA
"LRRTM2",0.313675585643254,0.313675585643254,1,"LRRTM2","Others",NA
"LRRTM4",0.195327437526039,0.195327437526039,1,"LRRTM4.6572.10","Others",NA
"LRTM2",0.257871691083584,0.257871691083584,1,"LRTM2","Others",NA
"LSAMP",0.245203147005468,0.245203147005468,1,"LSAMP","Others",NA
"LSM4",-0.166010389781898,-0.166010389781898,1,"LSM4","Others",NA
"LSP1",-0.109097319084426,-0.109097319084426,1,"LSP1","Others",NA
"LST1",0.10209052760224,0.10209052760224,1,"LST1","Others",NA
"LTA.LTB",-0.00291949168457023,-0.00291949168457023,2,"LTA.LTB.3506.49","Others",NA
"LTB4R",0.182077649823292,0.182077649823292,1,"LTB4R","Others",NA
"LTBP4",0.196521693572549,0.196521693572549,1,"LTBP4","Others",NA
"LTK",-0.120255857781074,-0.120255857781074,1,"LTK","Others",NA
"LY75",0.183726920219758,0.183726920219758,1,"LY75","Others",NA
"LY86",0.199459929129032,0.199459929129032,1,"LY86","Others",NA
"LY9",-0.101917337774426,-0.101917337774426,1,"LY9","Others",NA
"LYG1",0.113141649365629,0.113141649365629,1,"LYG1","Others",NA
"LYN",-0.173774985687043,-0.173774985687043,2,"LYN.3453.87","Microglia / Immune",NA
"LYPD3",0.0960557081010217,0.0960557081010217,1,"LYPD3","Others",NA
"LYRM1",0.142939013916826,0.142939013916826,1,"LYRM1","Others",NA
"LYSMD3",-0.122122924167717,-0.122122924167717,1,"LYSMD3","Others",NA
"LZTFL1",-0.190332681421316,-0.190332681421316,1,"LZTFL1","Others",NA
"M1AP",-0.108129213745775,-0.108129213745775,1,"M1AP","Others",NA
"MACROD1",-0.166214613364843,-0.166214613364843,1,"MACROD1","Others",NA
"MAD1L1",-0.235733909099481,-0.235733909099481,1,"MAD1L1","Others",NA
"MAD2L1",0.21100483814843,0.21100483814843,1,"MAD2L1","Others",NA
"MAD2L1BP",0.145267546975397,0.145267546975397,1,"MAD2L1BP","Others",NA
"MADCAM1",0.272587892202496,0.272587892202496,1,"MADCAM1","Others",NA
"MAFG",-0.178482736292288,-0.178482736292288,1,"MAFG","Others",NA
"MAG",0.0981560034795197,0.0981560034795197,1,"MAG","Others",NA
"MAGEA10",0.133131222089944,0.133131222089944,1,"MAGEA10","Others",NA
"MAGEA3",-0.122786868223019,-0.122786868223019,1,"MAGEA3.20133.1","Others",NA
"MAGEA4",-0.111913744417273,-0.111913744417273,1,"MAGEA4","Others",NA
"MAGEA5",-0.172772011351511,-0.172772011351511,1,"MAGEA5","Others",NA
"MAGEA6",0.19035127883596,0.19035127883596,1,"MAGEA6.22991.9","Others",NA
"MAGEA8",0.0922153122035032,0.0922153122035032,1,"MAGEA8","Others",NA
"MAGED1",-0.0932419754603955,-0.0932419754603955,1,"MAGED1","Others",NA
"MAGI2",0.478527656604904,0.478527656604904,1,"MAGI2","Others",NA
"MAGOHB",-0.169917045160115,-0.169917045160115,1,"MAGOHB","Others",NA
"MAN1A2",0.284312844072275,0.284312844072275,1,"MAN1A2","Others",NA
"MAN1B1",0.256774132190141,0.256774132190141,1,"MAN1B1","Others",NA
"MAN1C1",0.175910049422185,0.175910049422185,1,"MAN1C1","Others",NA
"MANBA",0.174431268305065,0.174431268305065,1,"MANBA","Others",NA
"MANEA",0.21512532761489,0.21512532761489,1,"MANEA","Others",NA
"MANF",0.210309349311988,0.210309349311988,1,"MANF","Others",NA
"MANSC1",0.296555083572691,0.296555083572691,1,"MANSC1","Others",NA
"MANSC4",0.201596290911892,0.201596290911892,1,"MANSC4","Others",NA
"MAP1LC3A",0.508004740016733,0.508004740016733,1,"MAP1LC3A","Others",NA
"MAP1LC3B",0.451602375295693,0.451602375295693,1,"MAP1LC3B","Others",NA
"MAP2K1",0.315850806802691,0.315850806802691,1,"MAP2K1","Growth Factor Signaling",NA
"MAP2K2",-0.180934889375411,-0.180934889375411,1,"MAP2K2","Growth Factor Signaling",NA
"MAP2K5",-0.203287559827046,-0.203287559827046,1,"MAP2K5","Others",NA
"MAP2K6",0.125411453042161,0.125411453042161,1,"MAP2K6","Others",NA
"MAP3K11",-0.143493452951665,-0.143493452951665,1,"MAP3K11","Others",NA
"MAP3K3",-0.192324557660403,-0.192324557660403,1,"MAP3K3","Others",NA
"MAP3K7.TAB1",-0.159856604169822,-0.159856604169822,1,"MAP3K7.TAB1","Others",NA
"MAP4K1",0.162891560570868,0.162891560570868,1,"MAP4K1","Others",NA
"MAP4K3",-0.120270157814124,-0.120270157814124,1,"MAP4K3","Others",NA
"MAPK1",0.305705961811234,0.305705961811234,1,"MAPK1","Tau Kinases",NA
"MAPK10",0.253724393892258,0.253724393892258,1,"MAPK10","Tau Kinases",NA
"MAPK11",0.14933847485363,0.14933847485363,1,"MAPK11","Tau Kinases",NA
"MAPK13",-0.213828651101323,-0.213828651101323,1,"MAPK13","Tau Kinases",NA
"MAPK14",0.138969766421931,0.138969766421931,1,"MAPK14","Tau Kinases",NA
"MAPK3",0.173202509976179,0.173202509976179,1,"MAPK3","Tau Kinases",NA
"MAPK6",-0.104422883296668,-0.104422883296668,1,"MAPK6","Others",NA
"MAPK8",0.348693065018846,0.348693065018846,1,"MAPK8","Tau Kinases",NA
"MAPK9",0.00137394682073437,0.00137394682073437,2,"MAPK9.15604.18","Tau Kinases",NA
"MAPKAPK2",0.103281906651869,0.103281906651869,1,"MAPKAPK2","Others",NA
"MAPRE1",0.300183564901229,0.300183564901229,1,"MAPRE1.12469.19","Others",NA
"MAPRE3",0.363759753880303,0.363759753880303,2,"MAPRE3.16885.49","Others",NA
"MARCKSL1",0.412700168480957,0.412700168480957,1,"MARCKSL1","Others",NA
"MARCO",0.090854855919783,0.090854855919783,1,"MARCO.20134.27","Others",NA
"MARS1",-0.108485801199727,-0.108485801199727,1,"MARS1","Others",NA
"MASP1",-0.220705957795434,-0.220705957795434,1,"MASP1.9125.23","Others",NA
"MAST4",0.21910645729358,0.21910645729358,1,"MAST4","Others",NA
"MAT2B",0.234469245348697,0.234469245348697,1,"MAT2B","Others",NA
"MATK",-0.0878513572005079,-0.0878513572005079,1,"MATK","Others",NA
"MATN2",0.119855427398114,0.119855427398114,1,"MATN2","Others",NA
"MATN3",-0.000840236275402875,-0.000840236275402875,2,"MATN3.3208.2","Others",NA
"MATN4",0.0993507738053986,0.0993507738053986,1,"MATN4","Others",NA
"MAX",-0.155938971135455,-0.155938971135455,1,"MAX","Others",NA
"MB21D2",-0.177176362920968,-0.177176362920968,1,"MB21D2","Others",NA
"MBD4",-0.204900573034795,-0.204900573034795,1,"MBD4","Others",NA
"MBL2",-0.199710920295337,-0.199710920295337,1,"MBL2","Others",NA
"MBLAC2",0.0898097266107673,0.0898097266107673,1,"MBLAC2","Others",NA
"MCAM",0.090740059179832,0.090740059179832,1,"MCAM","Others",NA
"MCEE",0.211374981400618,0.211374981400618,1,"MCEE","Others",NA
"MCEMP1",-0.203155741917868,-0.203155741917868,1,"MCEMP1","Others",NA
"MCL1",0.183170746802802,0.183170746802802,1,"MCL1.10396.6","Others",NA
"MDGA1",0.189335551841967,0.189335551841967,1,"MDGA1","Others",NA
"MDGA2",0.253679804667694,0.253679804667694,1,"MDGA2","Others",NA
"MDH1",0.449613707572565,0.449613707572565,1,"MDH1","Metabolism",NA
"MDH2",0.333338143536426,0.333338143536426,2,"MDH2.12649.80","Metabolism",NA
"MDM1",0.369812309380437,0.369812309380437,1,"MDM1","Others",NA
"MDP1",0.289214498175877,0.289214498175877,1,"MDP1","Others",NA
"ME1",0.455310202293454,0.455310202293454,1,"ME1","Others",NA
"MED11",0.199105261722859,0.199105261722859,1,"MED11","Others",NA
"MED20",-0.126565382687278,-0.126565382687278,1,"MED20","Others",NA
"MED28",-0.141312230875774,-0.141312230875774,1,"MED28","Others",NA
"MED4",-0.126878336233235,-0.126878336233235,1,"MED4","Others",NA
"MEIS2",0.191914188307766,0.191914188307766,1,"MEIS2","Others",NA
"MEMO1",0.291537429326022,0.291537429326022,1,"MEMO1","Others",NA
"MENT",0.21016867412215,0.21016867412215,1,"MENT","Others",NA
"MEOX1",0.129759775946105,0.129759775946105,1,"MEOX1","Others",NA
"MERTK",0.198322215832267,0.198322215832267,2,"MERTK.19787.14","Others",NA
"MESD",0.227138638828408,0.227138638828408,2,"MESD.15299.102","Others",NA
"MET",0.255978882170976,0.255978882170976,2,"MET.2837.3","Others",NA
"METAP1",-0.228119617859898,-0.228119617859898,1,"METAP1","Others",NA
"METAP1D",-0.154695786662892,-0.154695786662892,1,"METAP1D","Others",NA
"METAP2",0.256146001284806,0.256146001284806,1,"METAP2","Others",NA
"METTL24",0.197462727529515,0.197462727529515,1,"METTL24","Others",NA
"METTL26",-0.108981479363464,-0.108981479363464,1,"METTL26","Others",NA
"MFAP1",-0.122311277799851,-0.122311277799851,1,"MFAP1","Others",NA
"MFAP2",0.132121536161531,0.132121536161531,2,"MFAP2.10569.28","Others",NA
"MFAP3L",-0.240005528291801,-0.240005528291801,1,"MFAP3L","Others",NA
"MFAP5",0.166335589516863,0.166335589516863,1,"MFAP5","Others",NA
"MFGE8",0.197704033992405,0.197704033992405,1,"MFGE8","Others",NA
"MFNG",0.181584751409812,0.181584751409812,1,"MFNG","Others",NA
"MGAT1",0.192846652041117,0.192846652041117,1,"MGAT1","Others",NA
"MGAT2",0.235283463198609,0.235283463198609,1,"MGAT2","Others",NA
"MGAT3",0.20597133231956,0.20597133231956,1,"MGAT3","Others",NA
"MGAT4B",0.159430222039568,0.159430222039568,1,"MGAT4B","Others",NA
"MGAT4C",0.2020749477577,0.2020749477577,1,"MGAT4C","Others",NA
"MGAT5",0.205595305079984,0.205595305079984,2,"MGAT5.21813.171","Others",NA
"MICALL1",-0.15319998050762,-0.15319998050762,1,"MICALL1","Others",NA
"MICALL2",0.0920607233318372,0.0920607233318372,1,"MICALL2","Others",NA
"MICB",0.100114309749484,0.100114309749484,1,"MICB","Others",NA
"MICOS10",0.208203918683295,0.208203918683295,1,"MICOS10","Others",NA
"MIEF1",-0.143738896696089,-0.143738896696089,1,"MIEF1","Others",NA
"MIF",0.247057260698685,0.247057260698685,2,"MIF.5356.2","Others",NA
"MILR1",0.187987136641813,0.187987136641813,1,"MILR1","Others",NA
"MINPP1",0.221346695848019,0.221346695848019,1,"MINPP1","Others",NA
"MKNK1",-0.0972204908891039,-0.0972204908891039,1,"MKNK1","Others",NA
"MLANA",-0.138758450975218,-0.138758450975218,1,"MLANA","Others",NA
"MLEC",0.245221909005379,0.245221909005379,1,"MLEC","Others",NA
"MLF1",-0.110014920895188,-0.110014920895188,1,"MLF1","Others",NA
"MMACHC",-0.101998743250931,-0.101998743250931,1,"MMACHC","Others",NA
"MMADHC",-0.213617085993356,-0.213617085993356,1,"MMADHC","Others",NA
"MMEL1",-0.132842444902769,-0.132842444902769,1,"MMEL1","Others",NA
"MMP10",0.249118180438047,0.249118180438047,2,"MMP10.10479.18","Others",NA
"MMP14",0.133727223224114,0.133727223224114,1,"MMP14","Others",NA
"MMP16",0.413571338728755,0.413571338728755,1,"MMP16.9719.145","Others",NA
"MMP19",0.207600558556929,0.207600558556929,1,"MMP19","Others",NA
"MMP20",-0.126092904333296,-0.126092904333296,1,"MMP20.15419.15","Others",NA
"MMP3",0.187757129698077,0.187757129698077,1,"MMP3","Others",NA
"MMP7",0.10566404479312,0.10566404479312,1,"MMP7.2789.26","Others",NA
"MMP8",0.271350904041894,0.271350904041894,1,"MMP8.2954.56","Others",NA
"MMP9",0.159207641639262,0.159207641639262,1,"MMP9","Others",NA
"MMRN2",-0.100305700884108,-0.100305700884108,1,"MMRN2","Others",NA
"MOB1A",-0.226987143648156,-0.226987143648156,1,"MOB1A","Others",NA
"MOB1B",0.126903285375858,0.126903285375858,1,"MOB1B","Others",NA
"MOB3B",-0.154155291134193,-0.154155291134193,1,"MOB3B","Others",NA
"MOG",0.195048133327651,0.195048133327651,1,"MOG","Others",NA
"MORF4L1",-0.234071234923399,-0.234071234923399,1,"MORF4L1","Others",NA
"MPC1",0.110516401318102,0.110516401318102,1,"MPC1","Others",NA
"MPG",-0.199938789832937,-0.199938789832937,1,"MPG","Others",NA
"MPI",0.321295796647298,0.321295796647298,1,"MPI","Others",NA
"MPIG6B",0.106113081489932,0.106113081489932,1,"MPIG6B.7065.1","Others",NA
"MPO",-0.102442086024219,-0.102442086024219,1,"MPO","Others",NA
"MPP6",-0.158964241264859,-0.158964241264859,1,"MPP6","Others",NA
"MPP7",0.16299847512975,0.16299847512975,1,"MPP7","Others",NA
"MPPED2",0.175246186092056,0.175246186092056,1,"MPPED2","Others",NA
"MPZ",0.247532503345451,0.247532503345451,1,"MPZ","Others",NA
"MPZL1",0.327669174753151,0.327669174753151,1,"MPZL1","Others",NA
"MPZL2",-0.106093688971327,-0.106093688971327,1,"MPZL2","Others",NA
"MRAP",-0.0889410114726725,-0.0889410114726725,1,"MRAP","Others",NA
"MRAP2",0.114104729739932,0.114104729739932,1,"MRAP2","Others",NA
"MRAS",-0.22559173580753,-0.22559173580753,1,"MRAS","Others",NA
"MRC1",0.284731651627328,0.284731651627328,1,"MRC1","Others",NA
"MRC2",0.238575278786835,0.238575278786835,1,"MRC2","Others",NA
"MREG",-0.106531027148194,-0.106531027148194,1,"MREG","Others",NA
"MRPL1",-0.220159991507648,-0.220159991507648,1,"MRPL1","Others",NA
"MRPL21",0.104923768896746,0.104923768896746,1,"MRPL21","Others",NA
"MRPL38",-0.200372653339072,-0.200372653339072,1,"MRPL38","Others",NA
"MRPL58",0.103401522082244,0.103401522082244,1,"MRPL58","Others",NA
"MRTO4",-0.122016282346383,-0.122016282346383,1,"MRTO4","Others",NA
"MSC",0.194393747679097,0.194393747679097,1,"MSC","Others",NA
"MSMP",0.228134072071234,0.228134072071234,1,"MSMP","Others",NA
"MSR1",0.232652790606118,0.232652790606118,2,"MSR1.11282.16","Others",NA
"MSRA",0.152529534937369,0.152529534937369,1,"MSRA","Others",NA
"MSRB3",-0.0897011148928875,-0.0897011148928875,1,"MSRB3","Others",NA
"MST1R",-0.118620101545298,-0.118620101545298,1,"MST1R","Others",NA
"MTAP",0.122608214607869,0.122608214607869,1,"MTAP","Others",NA
"MTCP1",0.100336808914035,0.100336808914035,1,"MTCP1.12916.3","Others",NA
"MTHFD2",-0.231950988788651,-0.231950988788651,1,"MTHFD2","Others",NA
"MTHFS",-0.0922944688016189,-0.0922944688016189,1,"MTHFS","Others",NA
"MTHFSD",-0.1030713696275,-0.1030713696275,1,"MTHFSD","Others",NA
"MTIF3",-0.164821534729707,-0.164821534729707,1,"MTIF3","Others",NA
"MTMR7",-0.137524153768961,-0.137524153768961,1,"MTMR7","Others",NA
"MUC1",0.148354498980863,0.148354498980863,2,"MUC1.9176.3","Others",NA
"MUSTN1",0.212985251085792,0.212985251085792,1,"MUSTN1","Others",NA
"MUTYH",0.105334644745895,0.105334644745895,1,"MUTYH","Others",NA
"MVB12B",0.430995100885421,0.430995100885421,1,"MVB12B","Others",NA
"MVK",-0.111784471056429,-0.111784471056429,1,"MVK","Others",NA
"MVP",-0.143930575660911,-0.143930575660911,1,"MVP","Others",NA
"MX1",-0.110655228656238,-0.110655228656238,1,"MX1","Others",NA
"MXRA7",0.251599715882213,0.251599715882213,1,"MXRA7","Others",NA
"MXRA8",0.183071630606842,0.183071630606842,1,"MXRA8.10521.10","Others",NA
"MYDGF",0.256340321927183,0.256340321927183,1,"MYDGF","Others",NA
"MYL12A",0.142824068933239,0.142824068933239,1,"MYL12A","Others",NA
"MYL4",0.249460263915221,0.249460263915221,1,"MYL4","Others",NA
"MYL6",0.174174941339782,0.174174941339782,1,"MYL6","Others",NA
"MYL6B",-0.0964090202619004,-0.0964090202619004,1,"MYL6B.20078.6","Others",NA
"MYL9",0.184718927918787,0.184718927918787,1,"MYL9","Others",NA
"MYZAP",0.233706988492823,0.233706988492823,1,"MYZAP.9964.10","Others",NA
"MZB1",-0.128068610921407,-0.128068610921407,1,"MZB1.16322.10","Others",NA
"MZF1",-0.12742315934968,-0.12742315934968,1,"MZF1","Others",NA
"N4BP2L2",0.255875215215255,0.255875215215255,1,"N4BP2L2","Others",NA
"NAA10",-0.208402374343859,-0.208402374343859,1,"NAA10","Others",NA
"NAALAD2",0.0998254345978147,0.0998254345978147,1,"NAALAD2","Others",NA
"NAB1",-0.30502906585196,-0.30502906585196,1,"NAB1","Others",NA
"NABP1",-0.20190572818623,-0.20190572818623,1,"NABP1","Others",NA
"NACA",-0.148119492224323,-0.148119492224323,1,"NACA","Others",NA
"NAE1.UBA3",-0.124793060040195,-0.124793060040195,1,"NAE1.UBA3","Others",NA
"NAGLU",0.13909980005161,0.13909980005161,1,"NAGLU","Others",NA
"NAGPA",0.299813222796358,0.299813222796358,1,"NAGPA","Others",NA
"NAIF1",0.215842503630381,0.215842503630381,1,"NAIF1","Others",NA
"NAMPT",-0.13194267493284,-0.13194267493284,1,"NAMPT","Others",NA
"NANP",-0.203722229179647,-0.203722229179647,1,"NANP","Others",NA
"NAP1L1",-0.15512850119209,-0.15512850119209,1,"NAP1L1","Others",NA
"NAPA",0.188980966465244,0.188980966465244,1,"NAPA","Others",NA
"NAPB",0.166135430112729,0.166135430112729,1,"NAPB","Others",NA
"NAPG",-0.093117509272889,-0.093117509272889,1,"NAPG","Others",NA
"NAT1",0.105157542072392,0.105157542072392,1,"NAT1","Others",NA
"NAXE",0.35133756740511,0.35133756740511,1,"NAXE","Others",NA
"NBL1",0.26019971576671,0.26019971576671,1,"NBL1","Others",NA
"NBR1",0.148316620545005,0.148316620545005,1,"NBR1","Others",NA
"NCALD",0.322064426143493,0.322064426143493,1,"NCALD","Others",NA
"NCAM1",0.243452347721224,0.243452347721224,2,"NCAM1.20161.41","Others",NA
"NCAM2",0.344345285632186,0.344345285632186,1,"NCAM2","Others",NA
"NCAN",0.298785332683638,0.298785332683638,1,"NCAN","Others",NA
"NCBP1",0.097389450677944,0.097389450677944,1,"NCBP1","Others",NA
"NCF2",-0.144107061435971,-0.144107061435971,1,"NCF2","Others",NA
"NCK2",0.358964287503944,0.358964287503944,1,"NCK2","Others",NA
"NCKIPSD",0.433074604015591,0.433074604015591,1,"NCKIPSD","Others",NA
"NCL",-0.143714698700265,-0.143714698700265,1,"NCL","Others",NA
"NCMAP",0.100937023551951,0.100937023551951,1,"NCMAP","Others",NA
"NCOA7",0.176736854381416,0.176736854381416,1,"NCOA7","Others",NA
"NCR1",0.092086287401878,0.092086287401878,1,"NCR1.8360.169","Others",NA
"NDEL1",-0.220919280018646,-0.220919280018646,1,"NDEL1","Others",NA
"NDNF",-0.164475564974453,-0.164475564974453,1,"NDNF","Others",NA
"NDRG1",0.255268641097533,0.255268641097533,1,"NDRG1","Others",NA
"NDRG2",0.265243762525115,0.265243762525115,1,"NDRG2","Others",NA
"NDRG3",0.328589392092711,0.328589392092711,1,"NDRG3","Others",NA
"NDRG4",0.326527185933443,0.326527185933443,1,"NDRG4","Others",NA
"NDST1",0.267368905106238,0.267368905106238,1,"NDST1","Others",NA
"NDUFAF5",0.130524446418503,0.130524446418503,1,"NDUFAF5","Others",NA
"NDUFAF8",0.217070358711195,0.217070358711195,1,"NDUFAF8","Others",NA
"NDUFB8",0.102791913896087,0.102791913896087,1,"NDUFB8","Others",NA
"NDUFV2",0.276274489376908,0.276274489376908,1,"NDUFV2","Others",NA
"NECAB1",0.212455054303367,0.212455054303367,1,"NECAB1","Others",NA
"NECAP2",0.211243124396969,0.211243124396969,1,"NECAP2","Others",NA
"NECTIN1",0.288642263312647,0.288642263312647,1,"NECTIN1.20584.4","Others",NA
"NECTIN2",0.233171897592907,0.233171897592907,1,"NECTIN2","Others",NA
"NEFH",0.389412384125714,0.389412384125714,1,"NEFH","Others",NA
"NEFL",0.318652219748768,0.318652219748768,1,"NEFL","Others",NA
"NEGR1",0.196784718366923,0.196784718366923,2,"NEGR1.7050.5","Others",NA
"NEK7",-0.114018277033876,-0.114018277033876,1,"NEK7","Others",NA
"NELFA",0.240876896018302,0.240876896018302,1,"NELFA","Others",NA
"NELFE",-0.21027261609061,-0.21027261609061,1,"NELFE","Others",NA
"NELL1",0.300811509175612,0.300811509175612,1,"NELL1","Others",NA
"NELL2",0.121402662761143,0.121402662761143,1,"NELL2","Others",NA
"NENF",0.120402205555136,0.120402205555136,1,"NENF","Others",NA
"NEO1",0.314556760200268,0.314556760200268,1,"NEO1","Others",NA
"NETO1",0.216253181023978,0.216253181023978,2,"NETO1.15298.199","Others",NA
"NETO2",0.246926705696892,0.246926705696892,1,"NETO2","Others",NA
"NEURL4",-0.202736104313788,-0.202736104313788,1,"NEURL4","Others",NA
"NEUROG1",0.159461305785934,0.159461305785934,1,"NEUROG1","Others",NA
"NEUROG3",0.120034493602145,0.120034493602145,1,"NEUROG3","Others",NA
"NFASC",0.274142395140065,0.274142395140065,1,"NFASC","Others",NA
"NFE2L1",-0.206186628978718,-0.206186628978718,1,"NFE2L1","Others",NA
"NFIA",0.238992543695564,0.238992543695564,1,"NFIA","Astrocyte Activation",NA
"NFKB1",-0.219977480252748,-0.219977480252748,1,"NFKB1","Microglia / Immune",NA
"NGF",0.128438813054457,0.128438813054457,1,"NGF","Synaptic Proteins",NA
"NHEJ1",-0.137913811320176,-0.137913811320176,1,"NHEJ1","Others",NA
"NHLRC2",-0.178963760669166,-0.178963760669166,1,"NHLRC2","Others",NA
"NHP2",-0.234549999984432,-0.234549999984432,1,"NHP2","Others",NA
"NIF3L1",0.258282524816421,0.258282524816421,1,"NIF3L1","Others",NA
"NIP7",-0.233278145181094,-0.233278145181094,1,"NIP7","Others",NA
"NIPAL4",0.13140491566248,0.13140491566248,1,"NIPAL4","Others",NA
"NIT2",0.131050776115431,0.131050776115431,1,"NIT2","Others",NA
"NKD2",0.122123278646577,0.122123278646577,1,"NKD2","Others",NA
"NKIRAS1",0.113569355560716,0.113569355560716,1,"NKIRAS1","Others",NA
"NLGN1",0.260106443237633,0.263795441217979,3,"NLGN1.23000.22","Others",NA
"NLGN2",0.237670183778469,0.237670183778469,2,"NLGN2.9772.153","Others",NA
"NLGN3",0.135396591796693,0.135396591796693,2,"NLGN3.8941.4","Others",NA
"NLGN4X",0.200891516953262,0.200891516953262,1,"NLGN4X","Others",NA
"NLGN4Y",0.160357796525383,0.160357796525383,1,"NLGN4Y","Others",NA
"NLRP10",0.100934414307278,0.100934414307278,1,"NLRP10","Others",NA
"NMB",0.153290657806576,0.153290657806576,1,"NMB","Others",NA
"NME1",0.168194151525096,0.168194151525096,1,"NME1","Others",NA
"NME4",-0.138909404723931,-0.138909404723931,1,"NME4","Others",NA
"NME7",0.153411990442714,0.153411990442714,1,"NME7","Others",NA
"NMNAT1",-0.200075830406826,-0.200075830406826,1,"NMNAT1","Others",NA
"NMRK2",0.167346523235117,0.167346523235117,1,"NMRK2","Others",NA
