"EntrezGeneSymbol","rho_median","rho_mean","n_proteins","best_protein","Category1","Category2"
"TACSTD2",-0.0949503739612018,-0.0949503739612018,1,"TACSTD2.14034.22","Others",NA
"TAF10",-0.166508744480847,-0.166508744480847,1,"TAF10","Others",NA
"TAFA4",0.274484470432157,0.274484470432157,1,"TAFA4","Others",NA
"TAFA5",0.315966805026142,0.315966805026142,1,"TAFA5","Others",NA
"TAGLN",0.263955630145479,0.263955630145479,2,"TAGLN.9756.6","Others",NA
"TAGLN2",0.225827510179274,0.225827510179274,2,"TAGLN2.11636.33","Others",NA
"TAGLN3",0.494203623525604,0.494203623525604,1,"TAGLN3","Others",NA
"TANK",-0.175423327618763,-0.175423327618763,1,"TANK","Others",NA
"TAPBPL",0.110125821295569,0.110125821295569,1,"TAPBPL","Others",NA
"TARS1",0.122528428314372,0.122528428314372,1,"TARS1","Others",NA
"TAT",0.142298049512278,0.142298049512278,1,"TAT","Others",NA
"TATDN1",0.184904375515014,0.184904375515014,1,"TATDN1","Others",NA
"TATDN3",0.287060857251381,0.287060857251381,1,"TATDN3","Others",NA
"TAX1BP1",0.385154653032797,0.385154653032797,1,"TAX1BP1","Others",NA
"TAX1BP3",0.229916232342066,0.229916232342066,1,"TAX1BP3","Others",NA
"TBC1D20",-0.16175418046176,-0.16175418046176,1,"TBC1D20","Others",NA
"TBC1D25",0.150497781709843,0.150497781709843,1,"TBC1D25","Others",NA
"TBCA",-0.162282757574364,-0.162282757574364,1,"TBCA","Others",NA
"TBCB",0.411897644961694,0.411897644961694,1,"TBCB","Others",NA
"TBCC",0.281033975256365,0.281033975256365,1,"TBCC","Others",NA
"TBCE",0.20737435140048,0.20737435140048,1,"TBCE","Others",NA
"TBK1",-0.158135976317667,-0.158135976317667,1,"TBK1","Others",NA
"TBP",0.0929949245365894,0.0929949245365894,1,"TBP","Others",NA
"TCAP",-0.0997663082385789,-0.0997663082385789,1,"TCAP","Others",NA
"TCEA2",-0.0943538288115419,-0.0943538288115419,1,"TCEA2.20141.42","Others",NA
"TCEA3",-0.133996865325629,-0.133996865325629,1,"TCEA3","Others",NA
"TCEAL3",0.468898165763506,0.468898165763506,1,"TCEAL3","Others",NA
"TCEAL5",0.508426792954628,0.508426792954628,1,"TCEAL5","Others",NA
"TCEAL7",0.140320685228802,0.140320685228802,1,"TCEAL7","Others",NA
"TCF21",-0.117587168405708,-0.117587168405708,1,"TCF21","Others",NA
"TCF4",-0.19715423894362,-0.19715423894362,1,"TCF4","Others",NA
"TCL1B",-0.0887462817757506,-0.0887462817757506,1,"TCL1B","Others",NA
"TCN1",-0.233472984735048,-0.233472984735048,1,"TCN1.11232.46","Others",NA
"TDGF1",0.169357214582158,0.169357214582158,1,"TDGF1","Others",NA
"TDO2",-0.090574203773275,-0.090574203773275,1,"TDO2","Others",NA
"TDP1",-0.177610446737467,-0.177610446737467,1,"TDP1","Others",NA
"TEAD3",0.154313053090581,0.154313053090581,1,"TEAD3","Others",NA
"TEAD4",0.112649075549331,0.112649075549331,1,"TEAD4","Others",NA
"TEC",-0.10539190318494,-0.10539190318494,1,"TEC.3646.7","Others",NA
"TECTB",0.141470447273076,0.141470447273076,1,"TECTB","Others",NA
"TENM3",-0.126649691876765,-0.126649691876765,1,"TENM3","Others",NA
"TENM4",0.341343438689107,0.341343438689107,1,"TENM4","Others",NA
"TEPSIN",0.178477807035216,0.178477807035216,1,"TEPSIN","Others",NA
"TESC",0.340385648590283,0.340385648590283,1,"TESC","Others",NA
"TF",-0.182183260762703,-0.182183260762703,1,"TF","Others",NA
"TFAM",-0.153096439739776,-0.153096439739776,1,"TFAM","Others",NA
"TFF1",-0.116549805263554,-0.116549805263554,1,"TFF1","Others",NA
"TFF3",0.159888798774266,0.159888798774266,2,"TFF3.8323.163","Others",NA
"TFPI",0.181659895943757,0.181659895943757,1,"TFPI","Others",NA
"TFPI2",0.19176395603415,0.19176395603415,1,"TFPI2","Others",NA
"TFRC",-0.00283515676818992,-0.00283515676818992,2,"TFRC.6895.1","Others",NA
"TGFB1",0.056946353850481,0.056946353850481,2,"TGFB1.14108.15","Microglia / Immune",NA
"TGFB2",-0.178472174119207,-0.178472174119207,1,"TGFB2","Microglia / Immune",NA
"TGFB3",-0.112125865353493,-0.112125865353493,1,"TGFB3","Others",NA
"TGFBR3",0.213281366671588,0.213281366671588,1,"TGFBR3","Others",NA
"TGIF2LY",-0.11608582175343,-0.11608582175343,1,"TGIF2LY","Others",NA
"THAP11",0.109432465051332,0.109432465051332,1,"THAP11","Others",NA
"THAP4",0.241768823999683,0.241768823999683,1,"THAP4","Others",NA
"THBS1",0.223134208414262,0.223134208414262,1,"THBS1","Others",NA
"THBS2",0.12075647515766,0.12075647515766,1,"THBS2.3339.33","Others",NA
"THBS3",0.192078678086437,0.192078678086437,1,"THBS3","Others",NA
"THBS4",0.233034165711494,0.233034165711494,1,"THBS4","Others",NA
"THEM4",-0.223155475285498,-0.223155475285498,1,"THEM4","Others",NA
"THG1L",-0.15504694449081,-0.15504694449081,1,"THG1L","Others",NA
"THOC1",-0.237284445158963,-0.237284445158963,1,"THOC1","Others",NA
"THPO",0.158718064955497,0.158718064955497,1,"THPO.5947.90","Others",NA
"THSD1",0.191287561553784,0.191287561553784,1,"THSD1","Others",NA
"THSD7A",-0.106624916089344,-0.106624916089344,1,"THSD7A.9600.55","Others",NA
"TIA1",-0.173208819550996,-0.173208819550996,1,"TIA1","Others",NA
"TIAL1",-0.158455087202262,-0.158455087202262,1,"TIAL1","Others",NA
"TIE1",0.210020648032079,0.210020648032079,1,"TIE1","Others",NA
"TIGAR",0.119216160003645,0.119216160003645,1,"TIGAR","Others",NA
"TIMM21",-0.108540265504522,-0.108540265504522,1,"TIMM21","Others",NA
"TIMP1",0.13953323018682,0.13953323018682,2,"TIMP1.2211.9","Others",NA
"TIMP3",0.245325813302367,0.245325813302367,1,"TIMP3","Others",NA
"TIMP4",0.123674303522191,0.123674303522191,1,"TIMP4","Others",NA
"TIPRL",0.333029297455046,0.333029297455046,1,"TIPRL","Others",NA
"TJP1",0.170638118581824,0.170638118581824,1,"TJP1","Others",NA
"TKFC",0.158204291643743,0.158204291643743,1,"TKFC","Others",NA
"TKT",0.323330571285767,0.323330571285767,1,"TKT","Others",NA
"TLK1",-0.134447350519941,-0.134447350519941,1,"TLK1","Others",NA
"TLNRD1",0.250658516408698,0.250658516408698,1,"TLNRD1","Others",NA
"TLR2",-0.18367737718252,-0.18367737718252,1,"TLR2","Microglia / Immune",NA
"TLR4.LY96",0.215610902756826,0.215610902756826,1,"TLR4.LY96","Others",NA
"TLR5",0.109669001943914,0.109669001943914,1,"TLR5","Others",NA
"TMCC3",-0.0301572830208265,-0.0301572830208265,2,"TMCC3.11294.7","Others",NA
"TMED10",0.158434588551766,0.158434588551766,1,"TMED10","Others",NA
"TMED2",0.324525425790171,0.324525425790171,1,"TMED2","Others",NA
"TMED9",0.285652769048945,0.285652769048945,1,"TMED9","Others",NA
"TMEFF1",0.325720382990577,0.325720382990577,1,"TMEFF1","Others",NA
"TMEM106B",0.219180884356083,0.219180884356083,1,"TMEM106B","Others",NA
"TMEM132A",0.272775880469954,0.272775880469954,1,"TMEM132A","Others",NA
"TMEM132B",0.267886926456366,0.267886926456366,1,"TMEM132B","Others",NA
"TMEM132C",0.276787802288153,0.276787802288153,2,"TMEM132C.7173.141","Others",NA
"TMEM132D",0.252074223814023,0.252074223814023,1,"TMEM132D","Others",NA
"TMEM154",-0.0971444525159121,-0.0971444525159121,1,"TMEM154","Others",NA
"TMEM185A",-0.155663574523934,-0.155663574523934,1,"TMEM185A","Others",NA
"TMEM225B",-0.138016475431972,-0.138016475431972,1,"TMEM225B","Others",NA
"TMEM237",0.0953167818885978,0.0953167818885978,1,"TMEM237","Others",NA
"TMEM25",0.155572888737144,0.155572888737144,1,"TMEM25","Others",NA
"TMEM38B",0.268348682877223,0.268348682877223,1,"TMEM38B","Others",NA
"TMEM59L",0.305411349860782,0.305411349860782,1,"TMEM59L","Others",NA
"TMEM8B",0.119314651484966,0.119314651484966,1,"TMEM8B","Others",NA
"TMEM9",0.305864203445189,0.305864203445189,1,"TMEM9.9249.17","Others",NA
"TMIGD2",0.144177978231009,0.144177978231009,1,"TMIGD2","Others",NA
"TMOD2",0.423441394750978,0.423441394750978,1,"TMOD2","Others",NA
"TMOD3",0.493992756485422,0.493992756485422,1,"TMOD3","Others",NA
"TMPRSS15",-0.200113708548761,-0.200113708548761,1,"TMPRSS15","Others",NA
"TMPRSS5",0.125480497288392,0.125480497288392,1,"TMPRSS5","Others",NA
"TMPRSS6",-0.219032843010037,-0.219032843010037,1,"TMPRSS6","Others",NA
"TMX3",0.310367282839337,0.310367282839337,1,"TMX3","Others",NA
"TNC",0.185167690067905,0.186988967024966,8,"TNC.6260.14","Others",NA
"TNFAIP3",-0.243421354584666,-0.243421354584666,1,"TNFAIP3","Others",NA
"TNFAIP6",-0.121947508319467,-0.121947508319467,1,"TNFAIP6","Others",NA
"TNFRSF10A",-0.0960885518122403,-0.0960885518122403,1,"TNFRSF10A","Others",NA
"TNFRSF10B",0.224407537489602,0.224407537489602,1,"TNFRSF10B.7693.13","Others",NA
"TNFRSF11A",0.293225273251591,0.293225273251591,1,"TNFRSF11A","Others",NA
"TNFRSF11B",0.217915306803013,0.217915306803013,1,"TNFRSF11B","Others",NA
"TNFRSF13B",-0.164039047611576,-0.164039047611576,1,"TNFRSF13B","Others",NA
"TNFRSF14",0.272645367935054,0.272645367935054,2,"TNFRSF14.10472.53","Others",NA
"TNFRSF18",0.0109566904897226,0.0109566904897226,2,"TNFRSF18.11837.7","Others",NA
"TNFRSF19",0.173562404413501,0.173562404413501,1,"TNFRSF19","Others",NA
"TNFRSF1A",0.298199779066889,0.298199779066889,1,"TNFRSF1A","Others",NA
"TNFRSF1B",0.389643875852707,0.389643875852707,2,"TNFRSF1B.3152.57","Others",NA
"TNFRSF21",0.302894239365467,0.302894239365467,2,"TNFRSF21.9259.35","Others",NA
"TNFRSF4",0.11992989169722,0.11992989169722,1,"TNFRSF4","Others",NA
"TNFRSF8",0.205599089407653,0.205599089407653,1,"TNFRSF8","Others",NA
"TNFSF11",-0.116761904574134,-0.116761904574134,1,"TNFSF11.14061.48","Others",NA
"TNFSF12",0.333963053954506,0.333963053954506,1,"TNFSF12","Others",NA
"TNFSF14",-0.195750587550009,-0.195750587550009,1,"TNFSF14.5355.69","Others",NA
"TNFSF15",0.018902798860826,0.018902798860826,2,"TNFSF15.2968.61","Others",NA
"TNFSF8",0.349535524916445,0.349535524916445,1,"TNFSF8","Others",NA
"TNIP1",0.104133237927768,0.104133237927768,1,"TNIP1","Others",NA
"TNKS",-0.0920964647798603,-0.0920964647798603,1,"TNKS","Others",NA
"TNNI2",-0.177456083331764,-0.177456083331764,1,"TNNI2","Others",NA
"TNNT3",-0.201966280812387,-0.201966280812387,1,"TNNT3","Others",NA
"TNR",0.272320445556457,0.272320445556457,1,"TNR","Others",NA
"TNRC6B",0.343141495380739,0.343141495380739,1,"TNRC6B","Others",NA
"TNS4",0.150898813101658,0.150898813101658,1,"TNS4","Others",NA
"TOLLIP",0.373108030830893,0.373108030830893,1,"TOLLIP","Others",NA
"TOM1L1",0.188644805605603,0.188644805605603,1,"TOM1L1","Others",NA
"TOP1",-0.241032811978795,-0.241032811978795,1,"TOP1","Others",NA
"TOPBP1",0.137133223369386,0.137133223369386,1,"TOPBP1","Others",NA
"TOR1AIP1",0.281182180647562,0.281182180647562,1,"TOR1AIP1.10606.34","Others",NA
"TOR1AIP2",0.160791424011728,0.160791424011728,1,"TOR1AIP2","Others",NA
"TP53",-0.0948321873116789,-0.0948321873116789,1,"TP53.6123.69","Others",NA
"TP53I13",0.345136254362705,0.345136254362705,1,"TP53I13","Others",NA
"TP53I3",0.203617348994502,0.203617348994502,1,"TP53I3","Others",NA
"TPD52L2",0.170864848354648,0.170864848354648,1,"TPD52L2","Others",NA
"TPI1",0.285564043076968,0.285564043076968,1,"TPI1","Metabolism",NA
"TPM4",0.0967243032182636,0.0967243032182636,1,"TPM4.7660.21","Others",NA
"TPMT",0.12420037315221,0.12420037315221,1,"TPMT","Others",NA
"TPO",-0.178809638383165,-0.178809638383165,1,"TPO","Others",NA
"TPPP2",0.225337441565404,0.225337441565404,1,"TPPP2","Others",NA
"TPPP3",0.187112947741315,0.187112947741315,1,"TPPP3","Others",NA
"TPST1",0.226525083134338,0.226525083134338,1,"TPST1","Others",NA
"TPST2",0.206676611989062,0.206676611989062,1,"TPST2","Others",NA
"TPT1",0.454320328491222,0.454320328491222,1,"TPT1","Others",NA
"TRABD",0.129351166230511,0.129351166230511,1,"TRABD","Others",NA
"TRABD2A",0.31467257126065,0.31467257126065,1,"TRABD2A","Others",NA
"TRAPPC13",-0.0915674548814618,-0.0915674548814618,1,"TRAPPC13","Others",NA
"TREM1",0.257527766405796,0.257527766405796,1,"TREM1","Others",NA
"TREM2",0.226504682144561,0.221990743959534,3,"TREM2.11851.21","Microglia / Immune",NA
"TRH",-0.102054688612288,-0.102054688612288,1,"TRH","Others",NA
"TRIL",0.144830708637617,0.144830708637617,1,"TRIL.6527.1","Others",NA
"TRIM28",0.144217294906198,0.144217294906198,1,"TRIM28","Others",NA
"TRIM5",-0.120145460093049,-0.120145460093049,1,"TRIM5","Others",NA
"TRIM55",-0.0918406526614838,-0.0918406526614838,1,"TRIM55","Others",NA
"TRIM9",0.294914452694244,0.294914452694244,1,"TRIM9","Others",NA
"TRIML1",-0.123932192198188,-0.123932192198188,1,"TRIML1","Others",NA
"TRIO",0.0993821357641632,0.0993821357641632,1,"TRIO","Others",NA
"TRIP10",0.101259496586566,0.101259496586566,1,"TRIP10","Others",NA
"TRMT112",0.156460595035075,0.156460595035075,1,"TRMT112","Others",NA
"TSC2",-0.168971458421888,-0.168971458421888,1,"TSC2","Others",NA
"TSC22D3",-0.151053867531758,-0.151053867531758,1,"TSC22D3","Others",NA
"TSEN15",0.122350958051884,0.122350958051884,1,"TSEN15","Others",NA
"TSEN34",-0.183707761331914,-0.183707761331914,1,"TSEN34","Others",NA
"TSG101",0.306946879608438,0.306946879608438,1,"TSG101","Others",NA
"TSLP",-0.20832219712131,-0.20832219712131,1,"TSLP","Others",NA
"TSN",0.186398320255309,0.186398320255309,1,"TSN","Others",NA
"TSPEAR",0.123265866300485,0.123265866300485,1,"TSPEAR","Others",NA
"TSR2",0.202758704021952,0.202758704021952,1,"TSR2","Others",NA
"TSSC4",0.2755796274032,0.2755796274032,1,"TSSC4","Others",NA
"TSTA3",0.0965271319151377,0.0965271319151377,1,"TSTA3","Others",NA
"TSTD1",0.232686643684501,0.232686643684501,1,"TSTD1","Others",NA
"TTC1",0.233243367299861,0.233243367299861,1,"TTC1","Others",NA
"TTC9",0.338228544026709,0.338228544026709,1,"TTC9","Others",NA
"TTLL12",-0.169311963653793,-0.169311963653793,1,"TTLL12","Others",NA
"TTN",-0.101028078755747,-0.101028078755747,1,"TTN","Others",NA
"TWF1",0.0952358224932387,0.0952358224932387,1,"TWF1","Others",NA
"TWF2",0.43941128814594,0.43941128814594,1,"TWF2","Others",NA
"TWSG1",0.195923433537725,0.195923433537725,1,"TWSG1","Others",NA
"TXLNA",-0.123845928900261,-0.123845928900261,1,"TXLNA.15698.6","Others",NA
"TXNDC12",0.0886158897484731,0.0886158897484731,2,"TXNDC12.19334.62","Others",NA
"TXNDC5",0.314752615924487,0.314752615924487,1,"TXNDC5","Others",NA
"TXNL1",0.372015784172898,0.372015784172898,1,"TXNL1","Others",NA
"TXNL4A",0.171999249975418,0.171999249975418,1,"TXNL4A","Others",NA
"TXNL4B",0.286092040714966,0.286092040714966,1,"TXNL4B","Others",NA
"TXNRD1",0.509339006963725,0.509339006963725,1,"TXNRD1","Others",NA
"TXNRD3NB",-0.144570564321244,-0.144570564321244,1,"TXNRD3NB","Others",NA
"TYK2",0.154365407994855,0.154365407994855,1,"TYK2","Others",NA
"TYRO3",0.291861206233898,0.291861206233898,2,"TYRO3.13668.44","Others",NA
"TYRP1",-0.125738578941592,-0.125738578941592,1,"TYRP1","Others",NA
"TYW3",-0.0932001654814778,-0.0932001654814778,1,"TYW3","Others",NA
"TYW5",0.107346564557073,0.107346564557073,1,"TYW5","Others",NA
"U2AF2",0.268262674125897,0.268262674125897,1,"U2AF2","Others",NA
"UAP1",0.144133953952536,0.144133953952536,1,"UAP1","Others",NA
"UBA7",-0.0952107606194997,-0.0952107606194997,1,"UBA7","Others",NA
"UBAC1",-0.0964735569253325,-0.0964735569253325,1,"UBAC1","Others",NA
"UBASH3A",0.181030707919327,0.181030707919327,1,"UBASH3A","Others",NA
"UBASH3B",-0.236652309188929,-0.236652309188929,1,"UBASH3B","Others",NA
"UBB",0.232810222387912,0.232810222387912,2,"UBB.6641.60","Others",NA
"UBC",0.205617628746403,0.205617628746403,2,"UBC.6172.7","Others",NA
"UBD",0.141011019748761,0.141011019748761,1,"UBD","Others",NA
"UBE2D2",0.312616368856282,0.312616368856282,1,"UBE2D2","Others",NA
"UBE2D3",0.251955303878408,0.251955303878408,2,"UBE2D3.19280.29","Others",NA
"UBE2D4",0.35816377827138,0.35816377827138,1,"UBE2D4","Others",NA
"UBE2E1",0.149978132745004,0.149978132745004,1,"UBE2E1","Others",NA
"UBE2E3",0.119926362913867,0.119926362913867,1,"UBE2E3","Others",NA
"UBE2F",-0.105690375426946,-0.105690375426946,1,"UBE2F","Others",NA
"UBE2G1",0.124095452513265,0.124095452513265,1,"UBE2G1","Others",NA
"UBE2H",0.382894493921149,0.382894493921149,1,"UBE2H","Others",NA
"UBE2I",0.28684201891064,0.28684201891064,1,"UBE2I","Others",NA
"UBE2J1",-0.254366068428206,-0.254366068428206,1,"UBE2J1","Others",NA
"UBE2K",0.354557367263619,0.354557367263619,1,"UBE2K","Others",NA
"UBE2L3",-0.190508320232644,-0.190508320232644,1,"UBE2L3","Others",NA
"UBE2N",0.417767267033116,0.417767267033116,1,"UBE2N","Others",NA
"UBE2N.UBE2V1",0.38489087535009,0.38489087535009,2,"UBE2N.UBE2V1.21747.114","Others",NA
"UBE2N.UBE2V2",0.381802356472536,0.381802356472536,1,"UBE2N.UBE2V2","Others",NA
"UBE2Q2",0.100709663687741,0.100709663687741,1,"UBE2Q2","Others",NA
"UBE2T",-0.120905478429103,-0.120905478429103,1,"UBE2T","Others",NA
"UBE2V1",0.388949594142512,0.388949594142512,1,"UBE2V1","Others",NA
"UBE2V2",0.438260341602765,0.438260341602765,1,"UBE2V2","Others",NA
"UBE2W",-0.156512594414143,-0.156512594414143,1,"UBE2W","Others",NA
"UBE2Z",0.432162979757608,0.432162979757608,1,"UBE2Z","Others",NA
"UBE4A",-0.141135611664586,-0.141135611664586,1,"UBE4A","Others",NA
"UBL3",0.33549461086593,0.33549461086593,1,"UBL3","Others",NA
"UBL4A",0.48318976533084,0.48318976533084,1,"UBL4A","Others",NA
"UBL5",0.144098676135613,0.144098676135613,1,"UBL5","Others",NA
"UBQLN2",0.440206613697704,0.440206613697704,1,"UBQLN2","Others",NA
"UBQLN3",0.371938001645826,0.371938001645826,1,"UBQLN3","Others",NA
"UBQLN4",0.451660909581393,0.451660909581393,1,"UBQLN4","Others",NA
"UBXN4",0.302765773393203,0.302765773393203,1,"UBXN4.9997.12","Others",NA
"UCHL1",0.37363028168085,0.37363028168085,1,"UCHL1","Others",NA
"UCHL5",-0.101546050331563,-0.101546050331563,1,"UCHL5","Others",NA
"UCK1",-0.217300188740333,-0.217300188740333,1,"UCK1","Others",NA
"UCMA",0.188790613984328,0.188790613984328,1,"UCMA","Others",NA
"UCN3",0.23020776805954,0.23020776805954,1,"UCN3","Others",NA
"UFC1",0.415478069867867,0.415478069867867,1,"UFC1","Others",NA
"UFM1",0.27611672010103,0.27611672010103,1,"UFM1","Others",NA
"UGP2",0.282260821941994,0.282260821941994,1,"UGP2","Others",NA
"UGT2A1",-0.162078111408155,-0.162078111408155,1,"UGT2A1","Others",NA
"ULBP1",-0.0593313671840869,-0.0593313671840869,2,"ULBP1.3081.70","Others",NA
"ULBP2",0.134761264069615,0.134761264069615,1,"ULBP2.22583.47","Others",NA
"ULBP3",0.111492367343003,0.111492367343003,1,"ULBP3","Others",NA
"UMOD",0.256324688000992,0.256324688000992,1,"UMOD","Others",NA
"UNC119B",0.204065698235407,0.204065698235407,1,"UNC119B","Others",NA
"UNC13D",-0.190662887532017,-0.190662887532017,1,"UNC13D","Others",NA
"UNC45A",-0.0912019268582292,-0.0912019268582292,1,"UNC45A.11712.207","Others",NA
"UNC5A",0.32253459992826,0.32253459992826,1,"UNC5A","Others",NA
"UNC5B",0.293744356798585,0.301291114754677,3,"UNC5B.7776.20","Others",NA
"UNC5C",0.250960928026515,0.250960928026515,1,"UNC5C","Others",NA
"UNC5D",0.29492848248922,0.293687285482907,3,"UNC5D.8624.16","Others",NA
"UNC93B1",-0.159931463804535,-0.159931463804535,1,"UNC93B1","Others",NA
"UNG",-0.0932725633673372,-0.0932725633673372,1,"UNG","Others",NA
"UPK3L",-0.152111468865336,-0.152111468865336,1,"UPK3L","Others",NA
"UPP1",-0.22310346867869,-0.22310346867869,1,"UPP1","Others",NA
"UPP2",0.093210788415461,0.093210788415461,1,"UPP2","Others",NA
"UROD",0.278809555152622,0.278809555152622,1,"UROD","Others",NA
"USP12",0.123196738375278,0.123196738375278,1,"USP12","Others",NA
"USP15",0.191548261535589,0.191548261535589,1,"USP15","Others",NA
"USP19",-0.0967047080782877,-0.0967047080782877,1,"USP19","Others",NA
"USP25",-0.161642504465695,-0.161642504465695,1,"USP25","Others",NA
"USP30",0.147786729926722,0.147786729926722,1,"USP30","Others",NA
"USP8",-0.201444322032063,-0.201444322032063,1,"USP8","Others",NA
"UST",0.228095889993603,0.228095889993603,1,"UST","Others",NA
"UTS2B",-0.175482850446017,-0.175482850446017,1,"UTS2B","Others",NA
"UTS2R",-0.106727888078465,-0.106727888078465,1,"UTS2R","Others",NA
"VAMP2",0.0710708344195118,0.0710708344195118,2,"VAMP2.17335.18","Synaptic Proteins",NA
"VAMP3",-0.14772486801071,-0.14772486801071,1,"VAMP3","Others",NA
"VAPA",0.391251796251909,0.391251796251909,1,"VAPA","Others",NA
"VAPB",-0.0878455253134733,-0.0878455253134733,1,"VAPB","Others",NA
"VARS1",-0.229418022971211,-0.229418022971211,1,"VARS1","Others",NA
"VASN",0.342973397978188,0.342973397978188,1,"VASN","Others",NA
"VASP",0.192540581520807,0.192540581520807,1,"VASP","Others",NA
"VAT1",0.133133309723021,0.133133309723021,1,"VAT1","Others",NA
"VAT1L",0.115612674794549,0.115612674794549,1,"VAT1L","Others",NA
"VAV1",-0.126449595630135,-0.126449595630135,1,"VAV1","Others",NA
"VAV3",-0.169567868280265,-0.169567868280265,1,"VAV3","Others",NA
"VBP1",-0.0985867751600377,-0.0985867751600377,1,"VBP1","Others",NA
"VCP",-0.192172673076318,-0.192172673076318,1,"VCP","Others",NA
"VCPIP1",0.102994733325322,0.102994733325322,1,"VCPIP1","Others",NA
"VCX",0.178213020314938,0.178213020314938,1,"VCX","Others",NA
"VCX3A",-0.198571037822139,-0.198571037822139,1,"VCX3A","Others",NA
"VEGFA",0.242173822140485,0.242173822140485,1,"VEGFA.2597.8","Growth Factor Signaling",NA
"VEGFB",-0.112909502268593,-0.112909502268593,1,"VEGFB","Others",NA
"VEGFD",0.196272637936016,0.196272637936016,2,"VEGFD.13098.93","Others",NA
"VIM",0.154472351722806,0.154472351722806,1,"VIM","Astrocyte Activation",NA
"VIP",0.158098838074966,0.158098838074966,1,"VIP","Others",NA
"VLDLR",-0.142829229863332,-0.142829229863332,1,"VLDLR","Others",NA
