"Rank","Gene","PTAU_rho","Mean_Rho","Degree","Functional_Category","MAPT_Interactor","N_Proteins","Priority_Score"
2536,"MRC1",0.284731651627328,0.284731651627328,0,"Others",FALSE,1,0
2537,"MREG",-0.106531027148194,-0.106531027148194,0,"Others",FALSE,1,0
2538,"MRPL1",-0.220159991507648,-0.220159991507648,0,"Others",FALSE,1,0
2539,"MRPL21",0.104923768896746,0.104923768896746,0,"Others",FALSE,1,0
2540,"MRPL38",-0.200372653339072,-0.200372653339072,0,"Others",FALSE,1,0
2541,"MRPL58",0.103401522082244,0.103401522082244,0,"Others",FALSE,1,0
2542,"MSC",0.194393747679097,0.194393747679097,0,"Others",FALSE,1,0
2543,"MSMP",0.228134072071234,0.228134072071234,0,"Others",FALSE,1,0
2544,"MSRA",0.152529534937369,0.152529534937369,0,"Others",FALSE,1,0
2545,"MSRB3",-0.0897011148928875,-0.0897011148928875,0,"Others",FALSE,1,0
2546,"MTAP",0.122608214607869,0.122608214607869,0,"Others",FALSE,1,0
2547,"MTHFD2",-0.231950988788651,-0.231950988788651,0,"Others",FALSE,1,0
2548,"MTHFS",-0.0922944688016189,-0.0922944688016189,0,"Others",FALSE,1,0
2549,"MTHFSD",-0.1030713696275,-0.1030713696275,0,"Others",FALSE,1,0
2550,"MTIF3",-0.164821534729707,-0.164821534729707,0,"Others",FALSE,1,0
2551,"MTMR7",-0.137524153768961,-0.137524153768961,0,"Others",FALSE,1,0
2552,"MUSTN1",0.212985251085792,0.212985251085792,0,"Others",FALSE,1,0
2553,"MVB12B",0.430995100885421,0.430995100885421,0,"Others",FALSE,1,0
2554,"MVK",-0.111784471056429,-0.111784471056429,0,"Others",FALSE,1,0
2555,"MVP",-0.143930575660911,-0.143930575660911,0,"Others",FALSE,1,0
2556,"MX1",-0.110655228656238,-0.110655228656238,0,"Others",FALSE,1,0
2557,"MXRA7",0.251599715882213,0.251599715882213,0,"Others",FALSE,1,0
2558,"MYDGF",0.256340321927183,0.256340321927183,0,"Others",FALSE,1,0
2559,"MYL6",0.174174941339782,0.174174941339782,0,"Others",FALSE,1,0
2560,"MYL6B",-0.0964090202619004,-0.0964090202619004,0,"Others",FALSE,1,0
2561,"MYZAP",0.233706988492823,0.233706988492823,0,"Others",FALSE,1,0
2562,"MZB1",-0.128068610921407,-0.128068610921407,0,"Others",FALSE,1,0
2563,"N4BP2L2",0.255875215215255,0.255875215215255,0,"Others",FALSE,1,0
2564,"NAA10",-0.208402374343859,-0.208402374343859,0,"Others",FALSE,1,0
2565,"NAB1",-0.30502906585196,-0.30502906585196,0,"Others",FALSE,1,0
2566,"NABP1",-0.20190572818623,-0.20190572818623,0,"Others",FALSE,1,0
2567,"NAE1.UBA3",-0.124793060040195,-0.124793060040195,0,"Others",FALSE,1,0
2568,"NAGLU",0.13909980005161,0.13909980005161,0,"Others",FALSE,1,0
2569,"NAGPA",0.299813222796358,0.299813222796358,0,"Others",FALSE,1,0
2570,"NAIF1",0.215842503630381,0.215842503630381,0,"Others",FALSE,1,0
2571,"NANP",-0.203722229179647,-0.203722229179647,0,"Others",FALSE,1,0
2572,"NAPA",0.188980966465244,0.188980966465244,0,"Others",FALSE,1,0
2573,"NAPB",0.166135430112729,0.166135430112729,0,"Others",FALSE,1,0
2574,"NAT1",0.105157542072392,0.105157542072392,0,"Others",FALSE,1,0
2575,"NAXE",0.35133756740511,0.35133756740511,0,"Others",FALSE,1,0
2576,"NBL1",0.26019971576671,0.26019971576671,0,"Others",FALSE,1,0
2577,"NCALD",0.322064426143493,0.322064426143493,0,"Others",FALSE,1,0
2578,"NCAM2",0.344345285632186,0.344345285632186,0,"Others",FALSE,1,0
2579,"NCBP1",0.097389450677944,0.097389450677944,0,"Others",FALSE,1,0
2580,"NCMAP",0.100937023551951,0.100937023551951,0,"Others",FALSE,1,0
2581,"NCOA7",0.176736854381416,0.176736854381416,0,"Others",FALSE,1,0
2582,"NDNF",-0.164475564974453,-0.164475564974453,0,"Others",FALSE,1,0
2583,"NDRG3",0.328589392092711,0.328589392092711,0,"Others",FALSE,1,0
2584,"NDRG4",0.326527185933443,0.326527185933443,0,"Others",FALSE,1,0
2585,"NDST1",0.267368905106238,0.267368905106238,0,"Others",FALSE,1,0
2586,"NDUFAF5",0.130524446418503,0.130524446418503,0,"Others",FALSE,1,0
2587,"NDUFAF8",0.217070358711195,0.217070358711195,0,"Others",FALSE,1,0
2588,"NDUFB8",0.102791913896087,0.102791913896087,0,"Others",FALSE,1,0
2589,"NECAB1",0.212455054303367,0.212455054303367,0,"Others",FALSE,1,0
2590,"NECAP2",0.211243124396969,0.211243124396969,0,"Others",FALSE,1,0
2591,"NEK7",-0.114018277033876,-0.114018277033876,0,"Others",FALSE,1,0
2592,"NELL1",0.300811509175612,0.300811509175612,0,"Others",FALSE,1,0
2593,"NELL2",0.121402662761143,0.121402662761143,0,"Others",FALSE,1,0
2594,"NENF",0.120402205555136,0.120402205555136,0,"Others",FALSE,1,0
2595,"NETO1",0.216253181023978,0.216253181023978,0,"Others",FALSE,2,0
2596,"NEURL4",-0.202736104313788,-0.202736104313788,0,"Others",FALSE,1,0
2597,"NEUROG1",0.159461305785934,0.159461305785934,0,"Others",FALSE,1,0
2598,"NEUROG3",0.120034493602145,0.120034493602145,0,"Others",FALSE,1,0
2599,"NHLRC2",-0.178963760669166,-0.178963760669166,0,"Others",FALSE,1,0
2600,"NHP2",-0.234549999984432,-0.234549999984432,0,"Others",FALSE,1,0
2601,"NIF3L1",0.258282524816421,0.258282524816421,0,"Others",FALSE,1,0
2602,"NIP7",-0.233278145181094,-0.233278145181094,0,"Others",FALSE,1,0
2603,"NIPAL4",0.13140491566248,0.13140491566248,0,"Others",FALSE,1,0
2604,"NIT2",0.131050776115431,0.131050776115431,0,"Others",FALSE,1,0
2605,"NKIRAS1",0.113569355560716,0.113569355560716,0,"Others",FALSE,1,0
2606,"NLRP10",0.100934414307278,0.100934414307278,0,"Others",FALSE,1,0
2607,"NMB",0.153290657806576,0.153290657806576,0,"Others",FALSE,1,0
2608,"NME4",-0.138909404723931,-0.138909404723931,0,"Others",FALSE,1,0
2609,"NME7",0.153411990442714,0.153411990442714,0,"Others",FALSE,1,0
2610,"NMNAT1",-0.200075830406826,-0.200075830406826,0,"Others",FALSE,1,0
2611,"NMRK2",0.167346523235117,0.167346523235117,0,"Others",FALSE,1,0
2612,"NMS",0.227431054992893,0.227431054992893,0,"Others",FALSE,1,0
2613,"NOMO2",0.248720696724109,0.248720696724109,0,"Others",FALSE,1,0
2614,"NOP16",-0.122639268123181,-0.122639268123181,0,"Others",FALSE,1,0
2615,"NOTUM",0.176576412862947,0.176576412862947,0,"Others",FALSE,1,0
2616,"NOVA1",0.0989893342774275,0.0989893342774275,0,"Others",FALSE,1,0
2617,"NPL",-0.151810348550231,-0.151810348550231,0,"Others",FALSE,1,0
2618,"NPM2",0.182161972985445,0.182161972985445,0,"Others",FALSE,1,0
2619,"NPNT",0.268611302442368,0.268611302442368,0,"Others",FALSE,1,0
2620,"NPPB",0.124434052860314,0.124434052860314,0,"Others",FALSE,2,0
2621,"NPPC",0.205501541042519,0.205501541042519,0,"Others",FALSE,1,0
2622,"NPS",0.121062813877705,0.121062813877705,0,"Others",FALSE,1,0
2623,"NQO2",0.163622290797274,0.163622290797274,0,"Others",FALSE,1,0
2624,"NR1D2",0.098716849362089,0.098716849362089,0,"Others",FALSE,1,0
2625,"NR2C2AP",0.0955045354309256,0.0955045354309256,0,"Others",FALSE,1,0
2626,"NRBP1",0.179888749988873,0.179888749988873,0,"Others",FALSE,1,0
2627,"NRL",-0.117658317853935,-0.117658317853935,0,"Others",FALSE,1,0
2628,"NRSN1",0.130173922457424,0.130173922457424,0,"Others",FALSE,1,0
2629,"NSFL1C",0.483616728119746,0.483616728119746,0,"Others",FALSE,1,0
2630,"NT5C",0.218643945924686,0.218643945924686,0,"Others",FALSE,1,0
2631,"NT5C2",-0.264734518857185,-0.264734518857185,0,"Others",FALSE,1,0
2632,"NT5C3B",0.142505859630226,0.142505859630226,0,"Others",FALSE,1,0
2633,"NT5DC1",0.161840610462345,0.161840610462345,0,"Others",FALSE,1,0
2634,"NT5DC3",0.3452083086701,0.3452083086701,0,"Others",FALSE,1,0
2635,"NUBP1",0.191966039945493,0.191966039945493,0,"Others",FALSE,1,0
2636,"NUCB1",0.0887133027151267,0.0887133027151267,0,"Others",FALSE,1,0
2637,"NUCB2",0.23327669950895,0.23327669950895,0,"Others",FALSE,1,0
2638,"NUDCD2",0.232034504866227,0.232034504866227,0,"Others",FALSE,1,0
2639,"NUDCD3",0.275681943070527,0.275681943070527,0,"Others",FALSE,1,0
2640,"NUDT12",0.123095699792486,0.123095699792486,0,"Others",FALSE,1,0
2641,"NUDT16",0.157213249657388,0.157213249657388,0,"Others",FALSE,1,0
2642,"NUDT16L1",0.255877983279584,0.255877983279584,0,"Others",FALSE,1,0
2643,"NUDT2",0.284033786799117,0.284033786799117,0,"Others",FALSE,1,0
2644,"NUDT21",0.211845112321349,0.211845112321349,0,"Others",FALSE,1,0
2645,"NUDT5",0.345805265809144,0.345805265809144,0,"Others",FALSE,1,0
2646,"NUDT9",0.208016907263741,0.208016907263741,0,"Others",FALSE,1,0
2647,"NUTF2",0.260150472139853,0.260150472139853,0,"Others",FALSE,1,0
2648,"NXT1",0.12026205785343,0.12026205785343,0,"Others",FALSE,1,0
2649,"OAT",0.209467983807746,0.209467983807746,0,"Others",FALSE,1,0
2650,"OBP2A",-0.091473576587146,-0.091473576587146,0,"Others",FALSE,1,0
2651,"OCIAD1",0.122517242608511,0.122517242608511,0,"Others",FALSE,1,0
2652,"OIT3",-0.207715898859623,-0.207715898859623,0,"Others",FALSE,1,0
2653,"OLA1",0.213590985353022,0.213590985353022,0,"Others",FALSE,1,0
2654,"OLAH",0.169213076701333,0.169213076701333,0,"Others",FALSE,1,0
2655,"OLFM1",0.274384082873816,0.274384082873816,0,"Others",FALSE,1,0
2656,"OLFM3",-0.228304757556124,-0.228304757556124,0,"Others",FALSE,1,0
2657,"OLFML3",0.144899028351633,0.144899028351633,0,"Others",FALSE,2,0
2658,"OMD",0.147208579403289,0.147208579403289,0,"Others",FALSE,2,0
2659,"OMP",0.172945963076518,0.172945963076518,0,"Others",FALSE,1,0
2660,"OPHN1",0.130319034339384,0.130319034339384,0,"Others",FALSE,1,0
2661,"OPTC",-0.118309612150557,-0.118309612150557,0,"Others",FALSE,1,0
2662,"ORC6",-0.151082056769192,-0.151082056769192,0,"Others",FALSE,1,0
2663,"OSBP",-0.182113051035022,-0.182113051035022,0,"Others",FALSE,1,0
2664,"OSBPL11",-0.103138409360784,-0.103138409360784,0,"Others",FALSE,1,0
2665,"OTC",-0.234974563880554,-0.234974563880554,0,"Others",FALSE,1,0
2666,"OTUB2",-0.0995938812910404,-0.0995938812910404,0,"Others",FALSE,1,0
2667,"OTX1",-0.142528952014402,-0.142528952014402,0,"Others",FALSE,1,0
2668,"OVCA2",0.134938422568835,0.134938422568835,0,"Others",FALSE,1,0
2669,"OXCT1",0.271633385240247,0.271633385240247,0,"Others",FALSE,1,0
2670,"OXLD1",0.122457326905157,0.122457326905157,0,"Others",FALSE,1,0
2671,"PABPC4",0.125817030500856,0.125817030500856,0,"Others",FALSE,1,0
2672,"PABPN1",-0.149837971902251,-0.149837971902251,0,"Others",FALSE,1,0
2673,"PACSIN2",-0.133124948289123,-0.133124948289123,0,"Others",FALSE,1,0
2674,"PADI2",-0.201143103332429,-0.201143103332429,0,"Others",FALSE,1,0
2675,"PAFAH1B2",0.194121274732408,0.194121274732408,0,"Others",FALSE,1,0
2676,"PAFAH2",-0.18886755518354,-0.18886755518354,0,"Others",FALSE,1,0
2677,"PAGE4",-0.102792293572901,-0.102792293572901,0,"Others",FALSE,1,0
2678,"PAICS",-0.158648915484963,-0.158648915484963,0,"Others",FALSE,1,0
2679,"PAIP1",0.108870841798485,0.108870841798485,0,"Others",FALSE,1,0
2680,"PALMD",0.358405154914324,0.358405154914324,0,"Others",FALSE,1,0
2681,"PAPPA2",-0.208981830554678,-0.208981830554678,0,"Others",FALSE,1,0
2682,"PARP11",-0.181689051872754,-0.181689051872754,0,"Others",FALSE,1,0
2683,"PARP16",-0.14144397911201,-0.14144397911201,0,"Others",FALSE,1,0
2684,"PATE1",-0.153736925330888,-0.153736925330888,0,"Others",FALSE,1,0
2685,"PAX4",0.135078573320429,0.135078573320429,0,"Others",FALSE,1,0
2686,"PCBD1",0.260943241155824,0.260943241155824,0,"Others",FALSE,1,0
2687,"PCBD2",-0.198449932436778,-0.198449932436778,0,"Others",FALSE,1,0
2688,"PCBP3",0.190261418807532,0.190261418807532,0,"Others",FALSE,1,0
2689,"PCDH10",0.084610953901533,0.084610953901533,0,"Others",FALSE,2,0
2690,"PCDH17",0.287629324100594,0.287629324100594,0,"Others",FALSE,1,0
2691,"PCDH9",0.272272370303995,0.272272370303995,0,"Others",FALSE,1,0
2692,"PCDHA7",0.245685471101079,0.245685471101079,0,"Others",FALSE,1,0
2693,"PCDHAC2",0.316845974591402,0.316845974591402,0,"Others",FALSE,1,0
2694,"PCDHB10",0.119867360854181,0.119867360854181,0,"Others",FALSE,1,0
2695,"PCDHGA10",0.334149483186321,0.334149483186321,0,"Others",FALSE,1,0
2696,"PCDHGA12",0.330112485260172,0.330112485260172,0,"Others",FALSE,1,0
2697,"PCDHGA2",-0.226132467896736,-0.226132467896736,0,"Others",FALSE,1,0
2698,"PCDHGC3",0.149292524586115,0.149292524586115,0,"Others",FALSE,1,0
2699,"PCLAF",0.277243425975151,0.277243425975151,0,"Others",FALSE,1,0
2700,"PCMT1",-0.125227803358661,-0.125227803358661,0,"Others",FALSE,1,0
2701,"PCOLCE",0.182741392051726,0.182741392051726,0,"Others",FALSE,1,0
2702,"PCP4L1",0.332536280820421,0.332536280820421,0,"Others",FALSE,1,0
2703,"PCSK1",0.177511520523,0.177511520523,0,"Others",FALSE,1,0
2704,"PCSK1N",0.227915150999054,0.227915150999054,0,"Others",FALSE,1,0
2705,"PCTP",0.131389209263723,0.131389209263723,0,"Others",FALSE,1,0
2706,"PCYOX1",0.13434073558691,0.13434073558691,0,"Others",FALSE,1,0
2707,"PCYOX1L",0.108279734078235,0.108279734078235,0,"Others",FALSE,1,0
2708,"PDAP1",-0.153375571036834,-0.153375571036834,0,"Others",FALSE,1,0
2709,"PDCL3",0.139454485766109,0.139454485766109,0,"Others",FALSE,1,0
2710,"PDE1A",-0.124485387991922,-0.124485387991922,0,"Others",FALSE,1,0
2711,"PDE2A",-0.0997707094515977,-0.0997707094515977,0,"Others",FALSE,1,0
2712,"PDE3A",0.100443165495324,0.100443165495324,0,"Others",FALSE,1,0
2713,"PDE6D",0.391008825797445,0.391008825797445,0,"Others",FALSE,1,0
2714,"PDE9A",0.176556202873597,0.176556202873597,0,"Others",FALSE,1,0
2715,"PDHB",-0.128203412376984,-0.128203412376984,0,"Metabolism",FALSE,1,0
2716,"PDHX",0.232508048306924,0.232508048306924,0,"Others",FALSE,1,0
2717,"PDIA5",-0.202575405254105,-0.202575405254105,0,"Others",FALSE,1,0
2718,"PDLIM3",0.225013143967366,0.225013143967366,0,"Others",FALSE,1,0
2719,"PDLIM5",0.333262360006977,0.333262360006977,0,"Others",FALSE,1,0
2720,"PDRG1",-0.129300059410239,-0.129300059410239,0,"Others",FALSE,1,0
2721,"PDYN",0.0888910318580513,0.0888910318580513,0,"Others",FALSE,1,0
2722,"PECR",-0.105903381649229,-0.105903381649229,0,"Others",FALSE,1,0
2723,"PEF1",0.2407389095145,0.2407389095145,0,"Others",FALSE,1,0
2724,"PELO",0.126400187097191,0.126400187097191,0,"Others",FALSE,1,0
2725,"PENK",0.147591595888621,0.147591595888621,0,"Others",FALSE,1,0
2726,"PET117",0.212334582064435,0.212334582064435,0,"Others",FALSE,1,0
2727,"PEX14",0.437818645428074,0.437818645428074,0,"Others",FALSE,1,0
2728,"PFDN2",0.321956169416781,0.321956169416781,0,"Others",FALSE,1,0
2729,"PFDN4",0.384132963098363,0.384132963098363,0,"Others",FALSE,1,0
2730,"PFKFB4",-0.162692551735074,-0.162692551735074,0,"Others",FALSE,1,0
2731,"PGA4",0.216940208279018,0.216940208279018,0,"Others",FALSE,1,0
2732,"PGLS",0.287031952483818,0.287031952483818,0,"Others",FALSE,1,0
2733,"PGLYRP4",-0.132893002113414,-0.132893002113414,0,"Others",FALSE,1,0
2734,"PGM1",0.224260349688535,0.224260349688535,0,"Others",FALSE,1,0
2735,"PGM5",0.242938971932018,0.242938971932018,0,"Others",FALSE,1,0
2736,"PGP",0.363901672574943,0.363901672574943,0,"Others",FALSE,1,0
2737,"PGRMC1",0.291951103253022,0.291951103253022,0,"Others",FALSE,1,0
2738,"PGRMC2",-0.121887537221823,-0.121887537221823,0,"Others",FALSE,1,0
2739,"PHETA2",-0.128934034844348,-0.128934034844348,0,"Others",FALSE,1,0
2740,"PHEX",0.223294052076213,0.223294052076213,0,"Others",FALSE,1,0
2741,"PHPT1",0.250716625329743,0.250716625329743,0,"Others",FALSE,1,0
2742,"PHYH",0.14286707333046,0.14286707333046,0,"Others",FALSE,1,0
2743,"PHYHIPL",0.485160435002901,0.485160435002901,0,"Others",FALSE,1,0
2744,"PI15",-0.149050384353506,-0.149050384353506,0,"Others",FALSE,1,0
2745,"PIANP",0.250840820754709,0.250840820754709,0,"Others",FALSE,2,0
2746,"PID1",-0.125476777718521,-0.125476777718521,0,"Others",FALSE,1,0
2747,"PIEZO1",0.110889440209366,0.110889440209366,0,"Others",FALSE,1,0
2748,"PIH1D1",0.148459749839579,0.148459749839579,0,"Others",FALSE,1,0
2749,"PIK3CA.PIK3R1",0.112112638400018,0.112112638400018,0,"Others",FALSE,1,0
2750,"PIK3IP1",-0.0941951182539311,-0.0941951182539311,0,"Others",FALSE,1,0
2751,"PITPNA",0.299646963032775,0.299646963032775,0,"Others",FALSE,1,0
2752,"PITPNB",-0.184876398696949,-0.184876398696949,0,"Others",FALSE,1,0
2753,"PITX3",-0.220907896982993,-0.220907896982993,0,"Others",FALSE,1,0
2754,"PLA2G10",-0.198715295772616,-0.198715295772616,0,"Others",FALSE,1,0
2755,"PLA2G12A",0.16831255295699,0.16831255295699,0,"Others",FALSE,1,0
2756,"PLA2G1B",-0.113790528631303,-0.113790528631303,0,"Others",FALSE,1,0
2757,"PLA2G2C",-0.0915904876932065,-0.0915904876932065,0,"Others",FALSE,1,0
2758,"PLA2G2E",0.221556150376517,0.221556150376517,0,"Others",FALSE,1,0
2759,"PLA2G5",-0.0961532201783979,-0.0961532201783979,0,"Others",FALSE,1,0
2760,"PLA2G7",0.227911788247749,0.227911788247749,0,"Others",FALSE,1,0
2761,"PLAAT2",-0.134658768385302,-0.134658768385302,0,"Others",FALSE,1,0
2762,"PLBD1",-0.131098885046268,-0.131098885046268,0,"Others",FALSE,1,0
2763,"PLBD2",-0.138552277888449,-0.138552277888449,0,"Others",FALSE,1,0
2764,"PLCD1",0.314703992834209,0.314703992834209,0,"Others",FALSE,1,0
2765,"PLCD3",-0.259208536811482,-0.259208536811482,0,"Others",FALSE,1,0
2766,"PLCXD3",0.198376202073643,0.198376202073643,0,"Others",FALSE,1,0
2767,"PLD3",0.303296851852218,0.303296851852218,0,"Others",FALSE,1,0
2768,"PLEKHA7",0.169985072458466,0.169985072458466,0,"Others",FALSE,1,0
2769,"PLEKHB1",0.282925987918933,0.282925987918933,0,"Others",FALSE,1,0
2770,"PLEKHO2",0.41962195784965,0.41962195784965,0,"Others",FALSE,1,0
2771,"PLPBP",0.249332250730283,0.249332250730283,0,"Others",FALSE,1,0
2772,"PLTP",-0.146661028036124,-0.146661028036124,0,"Others",FALSE,1,0
2773,"PLVAP",-0.205250867844362,-0.205250867844362,0,"Others",FALSE,1,0
2774,"PMEL",-0.113274758182919,-0.113274758182919,0,"Others",FALSE,1,0
2775,"PNMT",-0.129654905891959,-0.129654905891959,0,"Others",FALSE,1,0
2776,"PNPO",0.159055798159168,0.159055798159168,0,"Others",FALSE,1,0
2777,"POLB",-0.224790730981275,-0.224790730981275,0,"Others",FALSE,1,0
2778,"POLE2",-0.09019799213075,-0.09019799213075,0,"Others",FALSE,1,0
2779,"POLR1C",-0.164120035446914,-0.164120035446914,0,"Others",FALSE,1,0
2780,"POLR2I",-0.0956078965957766,-0.0956078965957766,0,"Others",FALSE,1,0
2781,"POLR2K",0.203402431687227,0.203402431687227,0,"Others",FALSE,1,0
2782,"POMGNT2",0.200938504214852,0.200938504214852,0,"Others",FALSE,1,0
2783,"POMK",0.256973687581012,0.256973687581012,0,"Others",FALSE,1,0
2784,"POR",0.207672288846065,0.207672288846065,0,"Others",FALSE,1,0
2785,"POU6F1",0.236519317306549,0.236519317306549,0,"Others",FALSE,1,0
2786,"PPA2",0.0904379731638871,0.0904379731638871,0,"Others",FALSE,1,0
2787,"PPCS",-0.183597907279951,-0.183597907279951,0,"Others",FALSE,1,0
2788,"PPIB",-0.189543734144657,-0.189543734144657,0,"Tau Folding/Stability",FALSE,1,0
2789,"PPIC",0.184849128732689,0.184849128732689,0,"Tau Folding/Stability",FALSE,1,0
2790,"PPIH",0.112544504633374,0.112544504633374,0,"Others",FALSE,1,0
2791,"PPIL1",0.195739117654475,0.195739117654475,0,"Others",FALSE,1,0
2792,"PPIL3",-0.168218128336571,-0.168218128336571,0,"Others",FALSE,1,0
2793,"PPM1G",0.233099539615929,0.233099539615929,0,"Others",FALSE,1,0
2794,"PPP1R10",-0.0992762191548988,-0.0992762191548988,0,"Others",FALSE,1,0
2795,"PPP2R1A",0.128521890558937,0.128521890558937,0,"Tau Phosphatases",TRUE,1,0
2796,"PPP3CA.PPP3R1",0.56216602453558,0.56216602453558,0,"Others",FALSE,1,0
2797,"PPP3R2",-0.117385021561955,-0.117385021561955,0,"Others",FALSE,1,0
2798,"PRAME",0.108310868394222,0.108310868394222,0,"Others",FALSE,1,0
2799,"PREP",0.283074401164942,0.283074401164942,0,"Others",FALSE,1,0
2800,"PRG3",-0.10836292820842,-0.10836292820842,0,"Others",FALSE,1,0
2801,"PRKAA2.PRKAB2.PRKAG1",-0.228176309851372,-0.228176309851372,0,"Others",FALSE,1,0
2802,"PRKRA",-0.217712012689894,-0.217712012689894,0,"Others",FALSE,1,0
2803,"PRLH",-0.213328316243178,-0.213328316243178,0,"Others",FALSE,1,0
2804,"PRND",0.131119102355917,0.131119102355917,0,"Others",FALSE,1,0
2805,"PROK1",-0.142295660192118,-0.142295660192118,0,"Others",FALSE,1,0
2806,"PROK2",-0.119180209599119,-0.119180209599119,0,"Others",FALSE,1,0
2807,"PRPF18",-0.111218891721403,-0.111218891721403,0,"Others",FALSE,1,0
2808,"PRPF6",0.155980986053462,0.155980986053462,0,"Others",FALSE,1,0
2809,"PRPSAP1",-0.132609507155399,-0.132609507155399,0,"Others",FALSE,1,0
2810,"PRRG4",0.16358647910291,0.16358647910291,0,"Others",FALSE,1,0
2811,"PRRT2",0.399612992321074,0.399612992321074,0,"Others",FALSE,1,0
2812,"PRSS22",0.0994803009011538,0.0994803009011538,0,"Others",FALSE,1,0
2813,"PRSS27",0.193558823938194,0.193558823938194,0,"Others",FALSE,2,0
2814,"PRSS57",-0.212331940305235,-0.212331940305235,0,"Others",FALSE,1,0
2815,"PRSS8",0.181930131298257,0.181930131298257,0,"Others",FALSE,2,0
2816,"PRTFDC1",0.224870785001824,0.224870785001824,0,"Others",FALSE,1,0
2817,"PRX",-0.142110211351441,-0.142110211351441,0,"Others",FALSE,1,0
2818,"PRXL2A",0.268806002063878,0.268806002063878,0,"Others",FALSE,1,0
2819,"PSAT1",0.392901044062165,0.392901044062165,0,"Others",FALSE,1,0
2820,"PSD2",0.0908287963570663,0.0908287963570663,0,"Others",FALSE,1,0
2821,"PSG1",-0.107175119239055,-0.107175119239055,0,"Others",FALSE,1,0
2822,"PSG2",-0.16394792226846,-0.16394792226846,0,"Others",FALSE,1,0
2823,"PSMA1",0.114336161591197,0.114336161591197,0,"Others",FALSE,1,0
2824,"PSMA2",0.228339391043497,0.228339391043497,0,"Others",FALSE,1,0
2825,"PSMA4",0.149808974803682,0.149808974803682,0,"Others",FALSE,1,0
2826,"PSMB1",0.196696961191028,0.196696961191028,0,"Others",FALSE,1,0
2827,"PSMB10",0.100870936067282,0.100870936067282,0,"Others",FALSE,1,0
2828,"PSMB2",0.280663473560229,0.280663473560229,0,"Others",FALSE,1,0
2829,"PSMB3",0.267877648112937,0.267877648112937,0,"Others",FALSE,1,0
2830,"PSMB5",0.25390437811141,0.25390437811141,0,"Others",FALSE,1,0
2831,"PSMB6",0.184293053549966,0.184293053549966,0,"Others",FALSE,1,0
2832,"PSMB9",-0.172838312502805,-0.172838312502805,0,"Others",FALSE,1,0
2833,"PSMC3",-0.20015531489138,-0.20015531489138,0,"Others",FALSE,1,0
2834,"PSMD10",-0.134687762937837,-0.134687762937837,0,"Others",FALSE,1,0
2835,"PSMD5",0.119267159498085,0.119267159498085,0,"Others",FALSE,1,0
2836,"PSMD6",0.160498194746496,0.160498194746496,0,"Others",FALSE,1,0
2837,"PSMD7",-0.181822676795562,-0.181822676795562,0,"Others",FALSE,1,0
2838,"PSMD9",0.18291440963443,0.18291440963443,0,"Others",FALSE,1,0
2839,"PSMG2",0.147135213117169,0.147135213117169,0,"Others",FALSE,1,0
2840,"PSMG4",0.109539131221848,0.109539131221848,0,"Others",FALSE,1,0
2841,"PSPC1",-0.144823732681599,-0.144823732681599,0,"Others",FALSE,1,0
2842,"PTP4A1",0.151578198102378,0.151578198102378,0,"Others",FALSE,1,0
2843,"PTPMT1",-0.103433813601938,-0.103433813601938,0,"Others",FALSE,1,0
2844,"PTX3",-0.190427766707445,-0.190427766707445,0,"Others",FALSE,1,0
2845,"PUDP",0.337748908958861,0.337748908958861,0,"Others",FALSE,1,0
2846,"PUS7",0.164099562793791,0.164099562793791,0,"Others",FALSE,1,0
2847,"PXDNL",-0.0891351335881305,-0.0891351335881305,0,"Others",FALSE,1,0
2848,"PXYLP1",0.136825272784154,0.136825272784154,0,"Others",FALSE,1,0
2849,"QKI",-0.142828407198023,-0.142828407198023,0,"Others",FALSE,1,0
2850,"QPCT",0.24885996011233,0.24885996011233,0,"Others",FALSE,1,0
2851,"QPCTL",0.251508640438085,0.251508640438085,0,"Others",FALSE,1,0
2852,"QSOX1",0.202529459544191,0.202529459544191,0,"Others",FALSE,1,0
2853,"QSOX2",0.225791167433542,0.225791167433542,0,"Others",FALSE,1,0
2854,"QTRT2",0.221610023304734,0.221610023304734,0,"Others",FALSE,1,0
2855,"RAB13",0.210567857613223,0.210567857613223,0,"Others",FALSE,1,0
2856,"RAB18",0.248170010163651,0.248170010163651,0,"Others",FALSE,1,0
2857,"RAB1A",0.167226532043202,0.167226532043202,0,"Others",FALSE,1,0
2858,"RAB22A",0.159203513447511,0.159203513447511,0,"Others",FALSE,1,0
2859,"RAB24",0.227032664935037,0.227032664935037,0,"Others",FALSE,1,0
2860,"RAB26",-0.104498320050057,-0.104498320050057,0,"Others",FALSE,1,0
2861,"RAB27A",0.184442857105157,0.184442857105157,0,"Others",FALSE,1,0
2862,"RAB2B",-0.195512986073826,-0.195512986073826,0,"Others",FALSE,1,0
2863,"RAB32",-0.219483823246781,-0.219483823246781,0,"Others",FALSE,1,0
2864,"RAB33A",-0.0977213992058584,-0.0977213992058584,0,"Others",FALSE,1,0
2865,"RAB37",-0.15632089332352,-0.15632089332352,0,"Others",FALSE,1,0
2866,"RAB38",0.192310579460353,0.192310579460353,0,"Others",FALSE,1,0
2867,"RAB39B",0.235700640889482,0.235700640889482,0,"Others",FALSE,1,0
2868,"RAB3C",-0.257486038638031,-0.257486038638031,0,"Others",FALSE,1,0
