"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-5686938","Regulation of TLR by endogenous ligand","6/2324","12/4190",0.5,0.901462994836489,-0.381437323337789,0.75028912958647,0.962408208247886,0.798911132408672,"CD14/S100A8/HMGB1/CD36/TLR2/S100A9",6
"R-HSA-1482839","Acyl chain remodelling of PE","7/2324","14/4190",0.5,0.901462994836489,-0.41209804459095,0.753152929146534,0.962408208247886,0.798911132408672,"PLA2G2E/PLA2G12A/PLA2G5/PLA2G10/PLA2G1B/PLBD1/PLAAT2",7
"R-HSA-190373","FGFR1c ligand binding and activation","7/2324","14/4190",0.5,0.901462994836489,-0.41209804459095,0.753152929146534,0.962408208247886,0.798911132408672,"GIPC1/FGF8/TGFBR3/FGF2/FGF5/FGFR1/ANOS1",7
"R-HSA-203927","MicroRNA (miRNA) biogenesis","7/2324","14/4190",0.5,0.901462994836489,-0.41209804459095,0.753152929146534,0.962408208247886,0.798911132408672,"AGO3/POLR2K/POLR2I/POLR2E/POLR2F/PRKRA/XPO5",7
"R-HSA-400685","Sema4D in semaphorin signaling","7/2324","14/4190",0.5,0.901462994836489,-0.41209804459095,0.753152929146534,0.962408208247886,0.798911132408672,"MET/RND1/RHOB/MYL6/MYL9/ERBB2/SEMA4D",7
"R-HSA-5365859","RA biosynthesis pathway","7/2324","14/4190",0.5,0.901462994836489,-0.41209804459095,0.753152929146534,0.962408208247886,0.798911132408672,"RDH16/ADH1A/DHRS9/RDH10/RDH13/DHRS3/ALDH1A3",7
"R-HSA-75153","Apoptotic execution phase","7/2324","14/4190",0.5,0.901462994836489,-0.41209804459095,0.753152929146534,0.962408208247886,0.798911132408672,"BIRC2/TJP1/VIM/CASP8/KPNA1/HMGB1/CTNNB1",7
"R-HSA-8935690","Digestion","7/2324","14/4190",0.5,0.901462994836489,-0.41209804459095,0.753152929146534,0.962408208247886,0.798911132408672,"AMY2B/ALPI/CHIA/AMY2A/CHIT1/AMY1A/LCT",7
"R-HSA-8953750","Transcriptional Regulation by E2F6","7/2324","14/4190",0.5,0.901462994836489,-0.41209804459095,0.753152929146534,0.962408208247886,0.798911132408672,"MAX/RBBP4/CBX3/EED/BMI1/CHEK1/CBX5",7
"R-HSA-8963743","Digestion and absorption","7/2324","14/4190",0.5,0.901462994836489,-0.41209804459095,0.753152929146534,0.962408208247886,0.798911132408672,"AMY2B/ALPI/CHIA/AMY2A/CHIT1/AMY1A/LCT",7
"R-HSA-9764260","Regulation of Expression and Function of Type II Classical Cadherins","7/2324","14/4190",0.5,0.901462994836489,-0.41209804459095,0.753152929146534,0.962408208247886,0.798911132408672,"ILF3/AGO3/JUP/CTNNA1/CTNNB1/CDH11/TNRC6B",7
"R-HSA-156584","Cytosolic sulfonation of small molecules","8/2324","16/4190",0.5,0.901462994836489,-0.440656874667764,0.75663564538209,0.963671113184443,0.799959490895582,"SULT2B1/BPNT1/SULT1A1/SULT6B1/TPST1/TPST2/SULT4A1/BPNT2",8
"R-HSA-186712","Regulation of beta-cell development","8/2324","16/4190",0.5,0.901462994836489,-0.440656874667764,0.75663564538209,0.963671113184443,0.799959490895582,"PKLR/AKT2/AKT1/KAT2A/FOXO1/NEUROG3/AKT3/NOTCH1",8
"R-HSA-8956321","Nucleotide salvage","8/2324","16/4190",0.5,0.901462994836489,-0.440656874667764,0.75663564538209,0.963671113184443,0.799959490895582,"AMPD2/GMPR/HPRT1/UPP1/UPP2/PUDP/UCK1/DCK",8
"R-HSA-3214841","PKMTs methylate histone lysines","9/2324","18/4190",0.5,0.901462994836489,-0.467499212487263,0.760478952444284,0.965069745346353,0.801120518819824,"DOT1L/KMT2D/RBBP5/DPY30/RBBP4/WDR5/EED/SETD3/NFKB1",9
"R-HSA-5654704","SHC-mediated cascade:FGFR3","9/2324","18/4190",0.5,0.901462994836489,-0.467499212487263,0.760478952444284,0.965069745346353,0.801120518819824,"NRAS/FGFR3/FGF16/SHC1/FGF8/FGF2/FGF5/KRAS/GRB2",9
"R-HSA-8854518","AURKA Activation by TPX2","9/2324","18/4190",0.5,0.901462994836489,-0.467499212487263,0.760478952444284,0.965069745346353,0.801120518819824,"MAPRE1/PPP2R1A/YWHAE/CEP43/CEP76/PRKAR2B/HSP90AA1/PLK1/YWHAG",9
"R-HSA-381119","Unfolded Protein Response (UPR)","21/2324","41/4190",0.51219512195122,0.923449897149574,-0.549646430359835,0.761064492878832,0.965069745346353,0.801120518819824,"DNAJB9/ATF6/CREB3L4/ATF6B/IGFBP1/SHC1/HDGF/EXOSC8/ACADVL/EXOSC5/HYOU1/EIF2S2/KHSRP/CALR/PDIA5/PDIA6/HSP90B1/EXTL2/DNAJB11/MYDGF/FKBP14",21
"R-HSA-5620912","Anchoring of the basal body to the plasma membrane","10/2324","20/4190",0.5,0.901462994836489,-0.492905598877767,0.764527085156624,0.965236265464627,0.801258749952018,"MAPRE1/PPP2R1A/YWHAE/B9D2/CEP43/CEP76/PRKAR2B/HSP90AA1/PLK1/YWHAG",10
"R-HSA-5654689","PI-3K cascade:FGFR1","10/2324","20/4190",0.5,0.901462994836489,-0.492905598877767,0.764527085156624,0.965236265464627,0.801258749952018,"PTPN11/FRS2/KL/GAB1/FGF8/FGF2/FGF5/GRB2/FGFR1/PIK3R1",10
"R-HSA-6796648","TP53 Regulates Transcription of DNA Repair Genes","10/2324","20/4190",0.5,0.901462994836489,-0.492905598877767,0.764527085156624,0.965236265464627,0.801258749952018,"POLR2K/POLR2I/POLR2E/POLR2F/GTF2F2/NELFE/NELFA/CHEK1/TP53/CCNH",10
"R-HSA-6806003","Regulation of TP53 Expression and Degradation","10/2324","20/4190",0.5,0.901462994836489,-0.492905598877767,0.764527085156624,0.965236265464627,0.801258749952018,"PPP2R1A/RFFL/AKT2/AKT1/AKT3/PDPK1/RPS27A/TP53/UBC/UBB",10
"R-HSA-418594","G alpha (i) signalling events","54/2324","103/4190",0.524271844660194,0.945223334391658,-0.628100744193724,0.767281099480831,0.96765918857267,0.803270058903247,"GABBR1/PLCB1/RGS10/RGS8/PRKAR1B/RGS7/PPP2R1A/AHCYL1/RGS19/HCAR2/CCL1/GABBR2/CCL25/KNG1/SAA1/PPP3R1/RGS4/HEBP1/CAMK4/RGS1/PDYN/PRKAR1A/GPR37/PDE1B/PPP2R5D/RGS13/GRM4/CXCL16/GNG12/CCL5/PRKAR2B/C3/C5/CCL28/CCL23/CXCL5/CXCL3/MAPK1/CXCL2/GRK2/CAMK2A/CAMK2B/CAMK2D/AGT/CXCL6/CCL13/CCL19/PDE1A/PRKCG/SRC/SST/PENK/POMC/NMS",54
"R-HSA-73893","DNA Damage Bypass","11/2324","22/4190",0.5,0.901462994836489,-0.517087770150851,0.768682195869742,0.968372461970686,0.803862159067442,"POLE2/NPLOC4/CUL4B/ISG15/PCLAF/RPA2/UBA7/VCP/RPS27A/UBC/UBB",11
"R-HSA-5617833","Cilium Assembly","23/2324","45/4190",0.511111111111111,0.921495505832855,-0.590821010926356,0.771411656351944,0.970755819448321,0.805840623927856,"INPP5E/DYNLL2/MAPRE1/PPP2R1A/CNGA2/PKD2/PDE6D/KIF3A/YWHAE/DYNLRB2/ARF4/LZTFL1/UNC119B/B9D2/CEP43/CLUAP1/CEP76/KIF3C/HDAC6/PRKAR2B/HSP90AA1/PLK1/YWHAG",23
"R-HSA-416482","G alpha (12/13) signalling events","12/2324","24/4190",0.5,0.901462994836489,-0.540210186228969,0.772880947969768,0.971549911818829,0.806499813271341,"TRIO/ARHGEF2/ARHGEF1/ITSN1/RHOB/BTK/ABR/FGD2/GNG12/VAV1/ARHGEF10/VAV3",12
"R-HSA-170834","Signaling by TGF-beta Receptor Complex","24/2324","47/4190",0.51063829787234,0.920643058556414,-0.610511439032155,0.776328253016968,0.973859093730902,0.808416703755547,"STAT1/SMURF1/CBL/SMAD4/PPM1A/LTBP4/TGFB1/UCHL5/USP15/UBE2D3/PPP1CC/BAMBI/FKBP1A/PRKCZ/MAPK3/TGFBR3/MAPK1/TGFB3/TGFB2/RPS27A/UBC/FURIN/UBB/ITGB6",24
"R-HSA-388396","GPCR downstream signalling","111/2324","209/4190",0.5311004784689,0.957534855759333,-0.70279243850768,0.780859441759979,0.973859093730902,0.808416703755547,"NRAS/GNRH2/PROK2/TRIO/GABBR1/PLCB1/RGS10/RGS8/RPS6KA1/PRKAR1B/RGS7/PPP2R1A/ARRB1/AHCYL1/RGS19/ARHGEF2/DGKB/LTB4R/HCAR2/ARHGEF25/UTS2R/HTR7/CCL1/GABBR2/ARHGEF1/CCL25/ITSN1/AKT2/PROK1/KNG1/RAMP1/SAA1/PPP3R1/XCL2/AKT1/SHC1/GHRH/CALCB/RGS4/RHOB/HEBP1/CAMK4/RGS1/BTK/PDYN/PTH/FN1/CALCR/PRKAR1A/GPR37/GRK5/PDE1B/ABR/PPP2R5D/RGS13/GRM4/FGD2/CXCL16/GNG12/CCL5/PRKAR2B/EGFR/C3/MMP3/C5/MAPK3/CCL28/CCL23/PTHLH/CXCL5/CXCL3/MAPK1/CXCL2/GRK2/CAMK2A/CAMK2B/AKT3/CAMK2D/RPS6KA3/AGT/CXCL6/VIP/CCL13/PDPK1/CCL19/KRAS/PDE2A/PDE1A/PDE3A/VAV1/GRB2/PRKCB/PRKCG/SRC/TRH/SST/UTS2B/NPS/GHRL/CCK/ABHD12/ADM/ADCYAP1/OXT/PIK3R1/ARHGEF10/PENK/POMC/NMB/NMS/VAV3",111
"R-HSA-9909396","Circadian clock","25/2324","49/4190",0.510204081632653,0.919860198812744,-0.629667253259344,0.781087060328242,0.973859093730902,0.808416703755547,"PSMB6/PSMA7/RORB/PSMB5/PSMB1/PSMA4/CUL1/PSMB3/PSMB4/PSMA5/PSMB2/PPP1CC/CREM/PSMC3/PSMD6/PSMC5/CSNK2A1/PSMA1/PSMD7/SKP1/PSMA2/RPS27A/NAMPT/UBC/UBB",25
"R-HSA-5654696","Downstream signaling of activated FGFR2","14/2324","28/4190",0.5,0.901462994836489,-0.583774013603584,0.781255657166043,0.973859093730902,0.808416703755547,"NRAS/PTPN11/FRS2/FGF16/SHC1/GAB1/FGF8/FGF2/FGF5/FGFR2/PLCG1/KRAS/GRB2/PIK3R1",14
"R-HSA-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)","14/2324","28/4190",0.5,0.901462994836489,-0.583774013603584,0.781255657166043,0.973859093730902,0.808416703755547,"POLE2/CUL4B/COPS2/POLR2K/RPA2/POLR2I/POLR2E/POLR2F/COPS5/PRPF19/RPS27A/UBC/UBB/CCNH",14
"R-HSA-927802","Nonsense-Mediated Decay (NMD)","14/2324","28/4190",0.5,0.901462994836489,-0.583774013603584,0.781255657166043,0.973859093730902,0.808416703755547,"PPP2R1A/DCP1A/MAGOHB/RPL5/RPL11/RPL26L1/RPS20/GSPT2/NCBP1/EIF4G1/RPS7/RPS27A/EIF4A3/RPS4X",14
"R-HSA-975957","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)","14/2324","28/4190",0.5,0.901462994836489,-0.583774013603584,0.781255657166043,0.973859093730902,0.808416703755547,"PPP2R1A/DCP1A/MAGOHB/RPL5/RPL11/RPL26L1/RPS20/GSPT2/NCBP1/EIF4G1/RPS7/RPS27A/EIF4A3/RPS4X",14
"R-HSA-397014","Muscle contraction","34/2324","66/4190",0.515151515151515,0.928780055286079,-0.650776248467743,0.781439997558015,0.973859093730902,0.808416703755547,"KCNIP3/TTN/DES/SRI/LMOD1/AHCYL1/TMOD2/TMOD3/ATP1B1/KCNIP1/VIM/TNNT3/CASQ2/MYL12A/MYL6B/MYL6/MYL4/NPPC/SCN3B/MYL9/TCAP/FXYD6/CAMK2A/CAMK2B/CAMK2D/FGF12/TNNI2/ASPH/ATP1B2/TPM4/SCN2B/CAV3/KCNE5/STIM1",34
"R-HSA-168273","Influenza Viral RNA Transcription and Replication","15/2324","30/4190",0.5,0.901462994836489,-0.604408750037801,0.785384589479994,0.977723672617952,0.811624755254356,"NUP98/SEC13/POLR2K/POLR2I/POLR2E/POLR2F/GTF2F2/RPL5/RPL11/RPL26L1/RPS20/HSP90AA1/RPS7/RPS27A/RPS4X",15
"R-HSA-163685","Integration of energy metabolism","16/2324","32/4190",0.5,0.901462994836489,-0.624380782431343,0.789455488207992,0.98068479188967,0.814082829832577,"PKLR/PLCB1/PRKAR1B/PPP2R1A/AHCYL1/VAMP2/STX1A/PRKAR1A/PPP2R5D/PFKFB1/CACNB3/GNG12/PRKAR2B/CD36/TKT/SYT5",16
"R-HSA-204005","COPII-mediated vesicle transport","16/2324","32/4190",0.5,0.901462994836489,-0.624380782431343,0.789455488207992,0.98068479188967,0.814082829832577,"CD59/TMED2/NAPB/NSF/SEC13/NAPG/RAB1A/STX17/SAR1B/TBC1D20/NAPA/F5/CTSZ/TMED10/LMAN2/LMAN2L",16
"R-HSA-372790","Signaling by GPCR","128/2324","241/4190",0.531120331950207,0.957570650116768,-0.75709216916125,0.795186193075333,0.986746036160932,0.819114369966025,"NRAS/GNRH2/PROK2/UCN3/TRIO/GABBR1/PLCB1/RGS10/FZD10/RGS8/RPS6KA1/PRKAR1B/RGS7/PPP2R1A/ARRB1/AHCYL1/RGS19/ARHGEF2/DGKB/LTB4R/HCAR2/ARHGEF25/UTS2R/HTR7/CCL1/GABBR2/ARHGEF1/CCL25/ITSN1/AKT2/PROK1/KNG1/RAMP1/SAA1/PPP3R1/XCL2/AKT1/SHC1/GHRH/CALCB/RGS4/RHOB/HEBP1/ADGRE5/CAMK4/RGS1/BTK/IHH/PDYN/PTH/FN1/FZD5/CALCR/FZD7/FZD8/PRKAR1A/GPR37/GRK5/PDE1B/WNT10B/WNT16/ABR/PPP2R5D/RGS13/FZD2/FZD1/FZD9/CCL7/GRM4/FGD2/CXCL16/GNG12/CCL5/PRKAR2B/EGFR/C3/MMP3/C5/MAPK3/CCL28/CCL23/PTHLH/CXCL5/CXCL3/MAPK1/CXCL2/GRK2/CAMK2A/CAMK2B/AKT3/CAMK2D/RPS6KA3/AGT/CXCL6/VIP/CCL13/PDPK1/CCL19/CD55/KRAS/PDE2A/PDE1A/PDE3A/VAV1/CCL11/GRB2/PRKCB/PRKCG/SRC/TRH/SST/CRHBP/UTS2B/NPS/GHRL/PRLH/CCK/ABHD12/ADM/ADCYAP1/OXT/PIK3R1/ARHGEF10/PENK/POMC/NMB/NMS/VAV3",128
"R-HSA-211945","Phase I - Functionalization of compounds","18/2324","36/4190",0.5,0.901462994836489,-0.662574603336555,0.797392118859785,0.987369087348814,0.819631575166265,"ADH5/ADH7/ALDH3A1/PTGES3/ADH1A/ACSS2/CES3/POR/CYP3A4/AIP/HSP90AB1/AOC1/AOC2/CYB5R3/NR1H4/POMC/NQO2/ADH1B",18
"R-HSA-446193","Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","18/2324","36/4190",0.5,0.901462994836489,-0.662574603336555,0.797392118859785,0.987369087348814,0.819631575166265,"HK1/UAP1/GNPNAT1/NANP/GMDS/NPL/ST8SIA1/ST6GAL2/GNE/MPI/ST3GAL1/ST6GAL1/ST3GAL6/ST8SIA4/ST6GALNAC2/ST6GALNAC1/ST8SIA2/ST6GALNAC5",18
"R-HSA-428157","Sphingolipid metabolism","20/2324","40/4190",0.5,0.901462994836489,-0.698751459896851,0.805028257747664,0.995760673137185,0.826597570725568,"SMPD1/B4GALT6/ALDH3B1/CERT1/GM2A/HEXB/CSNK1G2/KDSR/OSBP/HEXA/ASAH2/ASAH1/SUMF2/VAPA/VAPB/SPTLC1/ST6GALNAC5/GAL3ST1/B4GALNT1/FUT2",20
"R-HSA-9614085","FOXO-mediated transcription","21/2324","42/4190",0.5,0.901462994836489,-0.716179774957283,0.808729370067475,0.997652060454501,0.828167642936664,"FOXO3/SMAD4/YWHAB/IGFBP1/AKT2/AKT1/ATXN3/PCK1/HDAC2/PLXNA4/FOXO1/BTG1/AGRP/NR3C1/AKT3/YWHAG/SFN/SOD2/YWHAZ/YWHAQ/POMC",21
"R-HSA-2559583","Cellular Senescence","35/2324","69/4190",0.507246376811594,0.914527675921076,-0.798851717905014,0.821624641489296,0.997652060454501,0.828167642936664,"STAT3/RPS6KA1/ANAPC10/ETS2/CDKN2C/H2BC21/UBE2E1/AGO3/RBBP4/MAPK10/MAPK9/MAP2K6/HMGA2/CCNE1/EED/BMI1/H2BC12/IL6/MAPK3/MAPK1/IGFBP7/RPS6KA3/MAPKAPK2/MAPK8/RPS27A/IL1A/MAPK11/MAPK14/RB1/TP53/UBC/UBB/ID1/TNRC6B/NFKB1",35
"R-HSA-3108214","SUMOylation of DNA damage response and repair proteins","8/2324","17/4190",0.470588235294118,0.848435759846107,-0.698738120311551,0.827327085031837,0.997652060454501,0.828167642936664,"NUP98/SUMO3/SEC13/SUMO2/BMI1/PML/UBE2I/XRCC4",8
"R-HSA-5620920","Cargo trafficking to the periciliary membrane","8/2324","17/4190",0.470588235294118,0.848435759846107,-0.698738120311551,0.827327085031837,0.997652060454501,0.828167642936664,"INPP5E/CNGA2/PKD2/PDE6D/ARF4/LZTFL1/UNC119B/HDAC6",8
"R-HSA-77289","Mitochondrial Fatty Acid Beta-Oxidation","8/2324","17/4190",0.470588235294118,0.848435759846107,-0.698738120311551,0.827327085031837,0.997652060454501,0.828167642936664,"ACBD7/DBI/ACADS/ACADVL/ECI1/THEM4/PCTP/MCEE",8
"R-HSA-5654712","FRS-mediated FGFR4 signaling","10/2324","21/4190",0.476190476190476,0.858536185558561,-0.725197814139225,0.827864037854928,0.997652060454501,0.828167642936664,"NRAS/PTPN11/FRS2/FGF19/FGF16/FGF8/FGF2/FGFR4/KRAS/GRB2",10
"R-HSA-9764560","Regulation of CDH1 Gene Transcription","10/2324","21/4190",0.476190476190476,0.858536185558561,-0.725197814139225,0.827864037854928,0.997652060454501,0.828167642936664,"H2BC21/RBBP4/HDAC2/EED/H2BC12/KLF9/MAPK3/MAPK1/RB1/ARID1A",10
"R-HSA-390918","Peroxisomal lipid metabolism","7/2324","15/4190",0.466666666666667,0.84136546184739,-0.68680359613926,0.828269078212323,0.997652060454501,0.828167642936664,"ACOT8/PECR/ACAA1/ACOX1/PHYH/SCP2/ACBD4",7
"R-HSA-9634597","GPER1 signaling","7/2324","15/4190",0.466666666666667,0.84136546184739,-0.68680359613926,0.828269078212323,0.997652060454501,0.828167642936664,"PRKAR1B/SHC1/FN1/PRKAR1A/GNG12/PRKAR2B/SRC",7
"R-HSA-422356","Regulation of insulin secretion","11/2324","23/4190",0.478260869565217,0.862268951582728,-0.739097006827287,0.828919504166725,0.997652060454501,0.828167642936664,"PLCB1/PRKAR1B/AHCYL1/VAMP2/STX1A/PRKAR1A/CACNB3/GNG12/PRKAR2B/CD36/SYT5",11
"R-HSA-5633007","Regulation of TP53 Activity","27/2324","54/4190",0.5,0.901462994836489,-0.813248733896702,0.829321340926439,0.997652060454501,0.828167642936664,"BRD1/BRPF1/PPP2R1A/RAD1/RFFL/AKT2/RBBP4/PIN1/AKT1/MAP2K6/PIP4K2B/TAF10/HDAC2/RPA2/PML/CHEK1/TBP/AKT3/CSNK2A1/PDPK1/RPS27A/MAPK11/MAPK14/TP53/UBC/UBB/TOPBP1",27
"R-HSA-167172","Transcription of the HIV genome","12/2324","25/4190",0.48,0.865404475043029,-0.753200404308752,0.830320519807824,0.997652060454501,0.828167642936664,"TAF10/POLR2K/POLR2I/POLR2E/POLR2F/GTF2F2/GTF2E2/NELFE/NELFA/NCBP1/TBP/CCNH",12
"R-HSA-674695","RNA Polymerase II Pre-transcription Events","12/2324","25/4190",0.48,0.865404475043029,-0.753200404308752,0.830320519807824,0.997652060454501,0.828167642936664,"TAF10/POLR2K/POLR2I/POLR2E/POLR2F/GTF2F2/GTF2E2/NELFE/NELFA/NCBP1/TBP/CCNH",12
"R-HSA-72649","Translation initiation complex formation","12/2324","25/4190",0.48,0.865404475043029,-0.753200404308752,0.830320519807824,0.997652060454501,0.828167642936664,"EIF3G/EIF4B/EIF4A2/EIF4A1/RPS20/EIF3M/EIF2S2/EIF4G1/RPS7/RPS27A/EIF4H/RPS4X",12
"R-HSA-110314","Recognition of DNA damage by PCNA-containing replication complex","6/2324","13/4190",0.461538461538462,0.832119687541374,-0.676482598812499,0.830481916820326,0.997652060454501,0.828167642936664,"POLE2/CUL4B/RPA2/RPS27A/UBC/UBB",6
"R-HSA-1296071","Potassium Channels","6/2324","13/4190",0.461538461538462,0.832119687541374,-0.676482598812499,0.830481916820326,0.997652060454501,0.828167642936664,"GABBR1/KCNF1/KCNG4/GABBR2/GNG12/KCNMB3",6
"R-HSA-5654227","Phospholipase C-mediated cascade; FGFR3","6/2324","13/4190",0.461538461538462,0.832119687541374,-0.676482598812499,0.830481916820326,0.997652060454501,0.828167642936664,"FGFR3/FGF16/FGF8/FGF2/FGF5/PLCG1",6
"R-HSA-5696400","Dual Incision in GG-NER","6/2324","13/4190",0.461538461538462,0.832119687541374,-0.676482598812499,0.830481916820326,0.997652060454501,0.828167642936664,"POLE2/CUL4B/RPA2/RPS27A/UBC/UBB",6
"R-HSA-8979227","Triglyceride metabolism","6/2324","13/4190",0.461538461538462,0.832119687541374,-0.676482598812499,0.830481916820326,0.997652060454501,0.828167642936664,"FABP1/FABP4/FABP9/PPP1CC/LPIN1/FABP3",6
"R-HSA-933542","TRAF6 mediated NF-kB activation","6/2324","13/4190",0.461538461538462,0.832119687541374,-0.676482598812499,0.830481916820326,0.997652060454501,0.828167642936664,"SAA1/NKIRAS1/IKBKG/IKBKB/HMGB1/NFKB1",6
"R-HSA-9818027","NFE2L2 regulating anti-oxidant/detoxification enzymes","6/2324","13/4190",0.461538461538462,0.832119687541374,-0.676482598812499,0.830481916820326,0.997652060454501,0.828167642936664,"TXNRD1/SRXN1/HMOX1/GCLM/GSR/PRDX1",6
"R-HSA-1483257","Phospholipid metabolism","38/2324","75/4190",0.506666666666667,0.913482501434309,-0.843659281348392,0.831782526168607,0.997652060454501,0.828167642936664,"ALPI/PLD3/ACHE/INPP5E/RUFY1/PITPNB/ARF3/GPCPD1/PLA2G2E/RAB14/BCHE/ENPP6/RAB5A/PIP4K2B/PGP/ARF1/PTPMT1/ETNK2/PLA2G12A/PCTP/STARD10/LPIN1/PLA2G5/MTMR7/INPP4A/INPP5D/DDHD2/PIK3C3/PLA2G10/CSNK2A1/PTEN/PLA2G1B/CPNE1/ACP6/PLBD1/CHKB/PLAAT2/PIK3R1",38
"R-HSA-73886","Chromosome Maintenance","13/2324","27/4190",0.481481481481481,0.868075476509211,-0.767399714268089,0.831978989188565,0.997652060454501,0.828167642936664,"RUVBL1/FEN1/H2BC21/RBBP4/POLR2K/RPA2/POLR2I/POLR2E/POLR2F/NHP2/NPM1/H2BC12/CHTF8",13
"R-HSA-391251","Protein folding","14/2324","29/4190",0.482758620689655,0.870378063980058,-0.781620726382126,0.833829826131498,0.997652060454501,0.828167642936664,"STAT3/TBCE/TBCA/RGS7/FBXL5/TBCB/VBP1/PFDN2/CCNE1/PFDN4/TBCC/GNG12/CSNK2A1/TP53",14
"R-HSA-1475029","Reversible hydration of carbon dioxide","5/2324","11/4190",0.454545454545455,0.819511813487717,-0.668846348848157,0.834568210204601,0.997652060454501,0.828167642936664,"CA12/CA4/CA7/CA13/CA5A",5
"R-HSA-1482801","Acyl chain remodelling of PS","5/2324","11/4190",0.454545454545455,0.819511813487717,-0.668846348848157,0.834568210204601,0.997652060454501,0.828167642936664,"PLA2G2E/PLA2G12A/PLA2G5/PLA2G10/PLA2G1B",5
"R-HSA-5676594","TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway","5/2324","11/4190",0.454545454545455,0.819511813487717,-0.668846348848157,0.834568210204601,0.997652060454501,0.828167642936664,"BIRC2/TNFSF11/TNFSF14/TNFRSF11A/TNFSF12",5
"R-HSA-6783310","Fanconi Anemia Pathway","5/2324","11/4190",0.454545454545455,0.819511813487717,-0.668846348848157,0.834568210204601,0.997652060454501,0.828167642936664,"UBE2T/RPA2/RPS27A/UBC/UBB",5
"R-HSA-71384","Ethanol oxidation","5/2324","11/4190",0.454545454545455,0.819511813487717,-0.668846348848157,0.834568210204601,0.997652060454501,0.828167642936664,"ADH5/ADH7/ADH1A/ACSS2/ADH1B",5
"R-HSA-8939243","RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known","5/2324","11/4190",0.454545454545455,0.819511813487717,-0.668846348848157,0.834568210204601,0.997652060454501,0.828167642936664,"CBFB/PBRM1/BMI1/CSNK2A1/ARID1A",5
"R-HSA-163841","Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation","15/2324","31/4190",0.483870967741935,0.87238354339015,-0.795812013507711,0.83582411622202,0.997652060454501,0.828167642936664,"BGLAP/U2AF2/GAS6/JMJD6/FN3K/RWDD1/RIOX2/KDM8/DPH7/PROC/SUMF2/FURIN/ASPH/TPST1/TPST2",15
"R-HSA-9818564","Epigenetic regulation of gene expression by MLL3 and MLL4 complexes","15/2324","31/4190",0.483870967741935,0.87238354339015,-0.795812013507711,0.83582411622202,0.997652060454501,0.828167642936664,"KMT2D/RBBP5/DPY30/MED4/H2BC21/FABP4/WDR5/CEBPA/MED20/LPL/H2BC12/PPARG/LPIN1/CD36/RB1",15
"R-HSA-9841922","MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis","15/2324","31/4190",0.483870967741935,0.87238354339015,-0.795812013507711,0.83582411622202,0.997652060454501,0.828167642936664,"KMT2D/RBBP5/DPY30/MED4/H2BC21/FABP4/WDR5/CEBPA/MED20/LPL/H2BC12/PPARG/LPIN1/CD36/RB1",15
"R-HSA-9851695","Epigenetic regulation of adipogenesis genes by MLL3 and MLL4 complexes","15/2324","31/4190",0.483870967741935,0.87238354339015,-0.795812013507711,0.83582411622202,0.997652060454501,0.828167642936664,"KMT2D/RBBP5/DPY30/MED4/H2BC21/FABP4/WDR5/CEBPA/MED20/LPL/H2BC12/PPARG/LPIN1/CD36/RB1",15
"R-HSA-1650814","Collagen biosynthesis and modifying enzymes","17/2324","35/4190",0.485714285714286,0.875706909269732,-0.823972880531186,0.840102390531887,0.999973516991332,0.83009472279195,"COL28A1/COL1A1/COL6A1/COL6A3/PCOLCE/P4HA2/P4HB/COL2A1/COL9A3/COL18A1/COL5A1/PPIB/COL25A1/COLGALT2/COL20A1/ADAMTS3/COL15A1",17
"R-HSA-611105","Respiratory electron transport","20/2324","41/4190",0.48780487804878,0.879476092523404,-0.865387936146469,0.846898510003693,0.999973516991332,0.83009472279195,"FXN/MDH2/HSPA9/SCO2/ETFA/COX5A/GOT2/PET117/COQ10A/NDUFAF5/HCCS/MDH1/NDUFV2/SCO1/SURF1/COX6C/NDUFAF8/TIMM21/TACO1/NDUFB8",20
"R-HSA-9856651","MITF-M-dependent gene expression","21/2324","43/4190",0.488372093023256,0.880498739142617,-0.878935730940198,0.849203983609028,0.999973516991332,0.83009472279195,"MET/CDC25B/AKT2/AGO3/GMPR/IRF4/BCL7A/TYRP1/MLANA/ATP6V1C1/DIAPH1/PLK1/BCL2/CDH2/MAPK14/ASAH1/PMEL/CTNNB1/RAB27A/TNRC6B/ARID1A",21
