"protein_id","n","spearman_rho","p_value","fdr","significant_fdr05","significant_fdr01","direction","EntrezGeneSymbol","TargetFullName","Target","UniProt"
"X12591.27",479,0.165156146206136,0.000283274900749532,0.000611884267576464,TRUE,TRUE,"Positive","OPHN1","Oligophrenin-1","Oligophrenin-1","O60890"
"X10814.7",493,0.16279334406958,0.000283790335742451,0.000612808662723758,TRUE,TRUE,"Positive","CD1A","T-cell surface glycoprotein CD1a","CD1A","P06126"
"X3457.57",493,0.162782087245163,0.000284070127041702,0.000613223802751039,TRUE,TRUE,"Positive","POSTN","Periostin","Periostin","Q15063"
"X12813.18",490,0.163244835057381,0.000284830589401705,0.000614675994688523,TRUE,TRUE,"Positive","EHBP1","EH domain-binding protein 1","EHBP1","Q8NDI1"
"X24412.1",479,0.165000228777397,0.000287112659145262,0.000619409971454438,TRUE,TRUE,"Positive","SYCE1L","Synaptonemal complex central element protein 1-like","SYC1L","A8MT33"
"X3535.84",482,-0.164325599097405,0.000291232464200711,0.000628104498684108,TRUE,TRUE,"Negative","DKK1","Dickkopf-related protein 1","DKK1","O94907"
"X16899.59",474,0.165677012599685,0.00029167304453405,0.000628861088630661,TRUE,TRUE,"Positive","OSBPL9","Oxysterol-binding protein-related protein 9","OSBL9","Q96SU4"
"X5970.61",488,-0.163298198218397,0.000291805365326899,0.000628952795112285,TRUE,TRUE,"Negative","LECT2","Leukocyte cell-derived chemotaxin-2","LECT2","O14960"
"X21730.56",494,-0.162282860414208,0.000292543282302381,0.00063034933636671,TRUE,TRUE,"Negative","USP19","Ubiquitin carboxyl-terminal hydrolase 19","UBP19","O94966"
"X2579.17",487,0.163418958036665,0.000292958439739309,0.000631049775637719,TRUE,TRUE,"Positive","MMP9","Matrix metalloproteinase-9","MMP-9","P14780"
"X8399.6",487,-0.163201980850978,0.000298527595567771,0.00064284838824231,TRUE,TRUE,"Negative","STK17B","Serine/threonine-protein kinase 17B","DRAK2","O94768"
"X11967.23",475,-0.165128902768191,0.0003012067264859,0.000648418291036795,TRUE,TRUE,"Negative","CRABP1","Cellular retinoic acid-binding protein 1","RABP1","P29762"
"X23325.18",482,0.163895828864356,0.000302242242330561,0.00065044759063766,TRUE,TRUE,"Positive","BMERB1","Uncharacterized protein C16orf45","CP045","Q96MC5"
"X17737.7",491,-0.162388074861657,0.000302537718658384,0.000650883513268422,TRUE,TRUE,"Negative","IVD","Isovaleryl-CoA dehydrogenase, mitochondrial","IVD","P26440"
"X9253.52",495,-0.161675637761501,0.000304137423335729,0.000654124240241567,TRUE,TRUE,"Negative","ABO","Histo-blood group ABO system transferase","BGAT","P16442"
"X24488.8",487,0.162979050725234,0.000304352384326645,0.000654385651383716,TRUE,TRUE,"Positive","HID1","Protein HID1","HID1","Q8IV36"
"X21670.52",492,0.162039064796798,0.000307455737148077,0.000660652588565116,TRUE,TRUE,"Positive","WWP2","NEDD4-like E3 ubiquitin-protein ligase WWP2","WWP2","O00308"
"X22990.20",491,0.162202993175435,0.000307446136516934,0.000660652588565116,TRUE,TRUE,"Positive","LIN7B","Protein lin-7 homolog B","LIN7B","Q9HAP6"
"X15312.14",489,0.162524413190904,0.000307638471742357,0.000660842531295679,TRUE,TRUE,"Positive","AGO1","Protein argonaute-1","AGO1","Q9UL18"
"X17346.61",491,-0.162176490401835,0.000308155051374367,0.0006617492749471,TRUE,TRUE,"Negative","FDCSP","Follicular dendritic cell secreted peptide","FDSCP","Q8NFU4"
"X15499.11",494,0.161635330575823,0.000309554758211549,0.000664551358036132,TRUE,TRUE,"Positive","ATRN","Attractin","Attractin","O75882"
"X12838.28",492,0.16189973825049,0.000311203456629913,0.000667886094881293,TRUE,TRUE,"Positive","DUSP15","Dual specificity protein phosphatase 15","DUS15","Q9H1R2"
"X23572.186",493,-0.161537022437786,0.000316657060010349,0.000679382145596476,TRUE,TRUE,"Negative","TYW3","tRNA wybutosine-synthesizing protein 3 homolog","TYW3","Q6IPR3"
"X10854.15",494,0.161313635629411,0.000318345322966095,0.000682795158413195,TRUE,TRUE,"Positive","GCNT4","Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4","GCNT4","Q9P109"
"X3797.1",488,-0.162186061883439,0.000321334329209152,0.000688995095228072,TRUE,TRUE,"Negative","CDH2","Cadherin-2","Cadherin-2","P19022"
"X23291.18",486,-0.162461701047101,0.000322861469810126,0.00069205770992042,TRUE,TRUE,"Negative","PID1","PTB-containing, cubilin and LRP1-interacting protein","PCLI1","Q7Z2X4"
"X9929.16",489,-0.161872081531348,0.000325511796536242,0.000697525278291946,TRUE,TRUE,"Negative","HSD17B7","3-keto-steroid reductase:Extracellular domain (partial)","DHB7:ECD","P56937"
"X7879.12",491,-0.1614623810499,0.00032784085680878,0.000702301284998624,TRUE,TRUE,"Negative","CYP3A4","Cytochrome P450 3A4","Cytochrome P450 3A4","P08684"
"X13093.6",494,0.160853387927057,0.000331327656469595,0.000709553724723177,TRUE,TRUE,"Positive","SECTM1","Secreted and transmembrane protein 1","SECTM1","Q8WVN6"
"X12875.28",493,-0.160910920782458,0.000334331958090785,0.000715768755020155,TRUE,TRUE,"Negative","UBTD2","Ubiquitin domain-containing protein 2","UBTD2","Q8WUN7"
"X3316.58",481,0.162880845982117,0.000334577704844862,0.000716076022743127,TRUE,TRUE,"Positive","SERPIND1","Heparin cofactor 2","Heparin cofactor II","P05546"
"X14583.49",493,0.160749418113257,0.000339038233571859,0.000725400985391225,TRUE,TRUE,"Positive","MSTN","Growth/differentiation factor 8","Myostatin","O14793"
"X19275.68",486,-0.161859531792718,0.000340032041153463,0.000727305175047331,TRUE,TRUE,"Negative","IDH3G","Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial","IDH3G","P51553"
"X5091.28",494,0.16052855291284,0.000340785868612949,0.000728695057885747,TRUE,TRUE,"Positive","LILRB2","Leukocyte immunoglobulin-like receptor subfamily B member 2","ILT-4","Q8N423"
"X2755.8",493,-0.16065136320341,0.000341925677944696,0.0007309091772971,TRUE,TRUE,"Negative","C3","C3a anaphylatoxin des Arginine","C3adesArg","P01024"
"X7104.71",494,-0.160485893590316,0.0003420465197974,0.000730944439042339,TRUE,TRUE,"Negative","CABP7","Calcium-binding protein 7","CABP7","Q86V35"
"X14102.6",492,0.16062982272133,0.000347383018586823,0.000742122002196002,TRUE,TRUE,"Positive","GNLY","Granulysin","Granulysin","P22749"
"X3236.12",473,-0.163777642846039,0.000347981842096187,0.000743174635330423,TRUE,TRUE,"Negative","GSK3B","Glycogen synthase kinase-3 beta","GSK-3 beta","P49841"
"X4332.6",493,-0.160380783515525,0.000350012903505545,0.000747284483101599,TRUE,TRUE,"Negative","CLEC1B","C-type lectin domain family 1 member B","CLC1B","Q9P126"
"X4479.14",494,0.160160876428081,0.000351795068174353,0.000750860588836486,TRUE,TRUE,"Positive","SERPING1","Plasma protease C1 inhibitor","C1-Esterase Inhibitor","P05155"
"X11617.1",494,-0.160121813629544,0.000352983998898543,0.000753168721378098,TRUE,TRUE,"Negative","ITGAL","Integrin alpha-L","LFA-1 alpha-L chain","P20701"
"X14051.54",495,-0.159905615533934,0.000354686105570961,0.000756570088162176,TRUE,TRUE,"Negative","FOXC2","Forkhead box protein C2","FOXC2","Q99958"
"X8060.7",493,0.16016824412758,0.000356490088521207,0.000760186627120565,TRUE,TRUE,"Positive","NRG2","Pro-neuregulin-2, membrane-bound isoform","NRG2","O14511"
"X24407.31",494,-0.15996956408012,0.000357653775830592,0.000762436001123949,TRUE,TRUE,"Negative","KIF3C","Kinesin-like protein KIF3C","KIF3C","O14782"
"X12894.3",494,0.159945890457661,0.000358385043038386,0.000763530178371014,TRUE,TRUE,"Positive","PAXIP1","PAX-interacting protein 1","PAXI1","Q6ZW49"
"X17820.170",486,-0.161247601688941,0.000358350545742841,0.000763530178371014,TRUE,TRUE,"Negative","MLF1","Myeloid leukemia factor 1","MLF1","P58340"
"X13742.66",487,0.160954153526227,0.000362336067215575,0.000771713028533021,TRUE,TRUE,"Positive","IL22","Interleukin-22","IL-22","Q9GZX6"
"X4148.49",487,-0.160925042515366,0.000363240201251493,0.000773168523174326,TRUE,TRUE,"Negative","PAPPA","Pappalysin-1","PAPP-A","Q13219"
"X8299.66",488,0.16076221132058,0.00036321461575927,0.000773168523174326,TRUE,TRUE,"Positive","LILRA4","Leukocyte immunoglobulin-like receptor subfamily A member 4","LIRA4","P59901"
"X5457.5",494,0.159587024312027,0.000369642366470885,0.000786556736673313,TRUE,TRUE,"Positive","COLEC12","Collectin-12","COLEC12","Q5KU26"
"X23767.1",491,-0.160048469315137,0.000370325821857433,0.000787771752842794,TRUE,TRUE,"Negative","C11orf49","UPF0705 protein C11orf49","CK049","Q9H6J7"
"X15447.45",492,0.15977492194981,0.000373908190210434,0.000795150841658801,TRUE,TRUE,"Positive","SORD","Sorbitol dehydrogenase","Sorbitol dehydrogenase","Q00796"
"X20935.4",488,0.160350180417622,0.000376251407159986,0.000799891079561671,TRUE,TRUE,"Positive","PDCL3","Phosducin-like protein 3","PDCL3","Q9H2J4"
"X23276.14",492,0.159604711665426,0.000379409728231401,0.000806360784666554,TRUE,TRUE,"Positive","C2orf68","UPF0561 protein C2orf68","CB068","Q2NKX9"
"X8892.14",485,0.160713378481195,0.000380378254949257,0.000808173999368985,TRUE,TRUE,"Positive","PEAR1","Platelet endothelial aggregation receptor 1:Cytoplasmic domain","PEAR1:CD","Q5VY43"
"X24643.21",483,0.161005632333353,0.000381592507260617,0.000810508039223961,TRUE,TRUE,"Positive","CRYL1","Lambda-crystallin homolog","CRYL1","Q9Y2S2"
"X7083.74",491,0.159541826863382,0.000386759596133758,0.000821234001490443,TRUE,TRUE,"Positive","MATN4","Matrilin-4","MATN4","O95460"
"X12578.13",487,0.160185710639883,0.000386919651814242,0.000821324897260231,TRUE,TRUE,"Positive","ARF3","ADP-ribosylation factor 3","ARF3","P61204"
"X17797.1",495,0.158874124506805,0.000387650440814177,0.000822626882127631,TRUE,TRUE,"Positive","CUL1","Cullin-1","CUL1","Q13616"
"X3045.72",494,0.15892028427362,0.000391437219884555,0.000830411182704817,TRUE,TRUE,"Positive","PTN","Pleiotrophin","PTN","P21246"
"X22516.30",494,-0.158897021377392,0.000392218841528372,0.000831817434122388,TRUE,TRUE,"Negative","NRL","Neural retina-specific leucine zipper protein","NRL","P54845"
"X24962.7",494,-0.158856125666364,0.000393596442592708,0.000834486404467893,TRUE,TRUE,"Negative","SH3KBP1","SH3 domain-containing kinase-binding protein 1","SH3K1","Q96B97"
"X15688.30",494,0.158567792956183,0.000403437794858606,0.000855092814821342,TRUE,TRUE,"Positive","LMAN1","Protein ERGIC-53","Mannose-binding lectin","P49257"
"X11260.47",492,0.158818216006958,0.000405824303807969,0.000859890879665705,TRUE,TRUE,"Positive","SUN5","SUN domain-containing protein 5","SPA4L","Q8TC36"
"X11952.1",493,-0.158653045712837,0.000406006471397742,0.000860016731823763,TRUE,TRUE,"Negative","IGDCC3","Immunoglobulin superfamily DCC subclass member 3:Cytoplasmic domain","IGDC3:CD","Q8IVU1"
"X24900.46",489,-0.158738345305648,0.000425697112540898,0.000901453528823758,TRUE,TRUE,"Negative","VPS9D1","VPS9 domain-containing protein 1","VP9D1","Q9Y2B5"
"X21647.9",493,0.158085377642654,0.000426153709204728,0.000902147698089791,TRUE,TRUE,"Positive","SRM","Spermidine synthase","SPEE","P19623"
"X14035.13",484,0.159504421587966,0.000427333525295554,0.000904372007460833,TRUE,TRUE,"Positive","TIAM1","T-lymphoma invasion and metastasis-inducing protein 1","TIAM1","Q13009"
"X24472.28",493,0.157999508279153,0.000429281135008129,0.000908219375032299,TRUE,TRUE,"Positive","SHARPIN","Sharpin","SHRPN","Q9H0F6"
"X20181.17",489,-0.158496967830486,0.000434498820977058,0.000918980749077382,TRUE,TRUE,"Negative","ITGA11","Integrin alpha-11","ITA11","Q9UKX5"
"X15576.158",491,0.158169130946455,0.000434762664188894,0.000919261232310051,TRUE,TRUE,"Positive","RNASE3","Eosinophil cationic protein","ECP","P12724"
"X23601.43",495,0.157493264186206,0.000436258937429047,0.000922146607329653,TRUE,TRUE,"Positive","ACOT12","Acyl-coenzyme A thioesterase 12","ACO12","Q8WYK0"
"X25061.8",492,-0.157875235557452,0.00043975003658183,0.000929245552414998,TRUE,TRUE,"Negative","ELMO2","Engulfment and cell motility protein 2","ELMO2","Q96JJ3"
"X21717.44",491,0.157790336905451,0.000448953677919339,0.000948407875098001,TRUE,TRUE,"Positive","UBE2Q2","Ubiquitin-conjugating enzyme E2 Q2","UB2Q2","Q8WVN8"
"X24418.14",491,-0.157769126617081,0.000449760896687326,0.000949826675096388,TRUE,TRUE,"Negative","HMX3","Homeobox protein HMX3","HMX3","A6NHT5"
"X6024.68",494,0.157285460244018,0.000450046108590846,0.00095014255294722,TRUE,TRUE,"Positive","CPE","Carboxypeptidase E","CBPE","P16870"
"X12764.3",475,-0.160314129299016,0.000452387684315881,0.000954636259398676,TRUE,TRUE,"Negative","ELMO1","Engulfment and cell motility protein 1","ELMO1","Q92556"
"X4150.75",492,-0.157539651775681,0.000452447163626496,0.000954636259398676,TRUE,TRUE,"Negative","PLG","Plasmin","Plasmin","P00747"
"X5468.67",490,0.157758347829413,0.000456291608866187,0.000962457910300403,TRUE,TRUE,"Positive","IL17RC","Interleukin-17 receptor C","IL-17 RC","Q8NAC3"
"X17702.53",486,0.15832942574131,0.000459062115660213,0.000968010270981273,TRUE,TRUE,"Positive","UGT1A1","UDP-glucuronosyltransferase 1-1","UGT 1A1","P22309"
"X12730.3",493,0.157055261019529,0.000465109379386459,0.000980466807885087,TRUE,TRUE,"Positive","NDC80","Kinetochore protein NDC80 homolog","KNTC2","O14777"
"X21915.2",493,-0.15700077825239,0.000467259235866614,0.000984702451036591,TRUE,TRUE,"Negative","OTUD3","OTU domain-containing protein 3","OTUD3","Q5T2D3"
"X4245.80",491,-0.157256783205266,0.000469674707053585,0.000989495134709883,TRUE,TRUE,"Negative","MDM2","E3 ubiquitin-protein ligase Mdm2","MDM2","Q00987"
"X9127.4",493,-0.156866825001775,0.00047258430814,0.000995325639964131,TRUE,TRUE,"Negative","SLC26A5","Prestin","S26A5","P58743"
"X7824.88",493,-0.156857277135499,0.000472966013136118,0.000995830153897959,TRUE,TRUE,"Negative","MSRB3","Methionine-R-sulfoxide reductase B3","MSRB3","Q8IXL7"
"X3892.21",492,-0.157007875961456,0.000473267797236917,0.000996166141720133,TRUE,TRUE,"Negative","MED1","Mediator of RNA polymerase II transcription subunit 1","MED-1","Q15648"
"X21674.132",493,0.156838346273377,0.000473723679892629,0.000996826187337898,TRUE,TRUE,"Positive","BTN1A1","Butyrophilin subfamily 1 member A1","Butyrophilin 1A1","Q13410"
"X13519.112",490,0.157223474462907,0.000477358885589399,0.00100417387193806,TRUE,TRUE,"Positive","ARHGEF25","Rho guanine nucleotide exchange factor 25","ARHGP","Q86VW2"
"X12456.5",485,-0.157968439742373,0.000479659429733432,0.00100871038885701,TRUE,TRUE,"Negative","PFKFB3","6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3","F263","Q16875"
"X25104.10",492,-0.156751708486868,0.000483612409304437,0.00101641311946522,TRUE,TRUE,"Negative","TFCP2L1","Transcription factor CP2-like protein 1","TF2L1","Q9NZI6"
"X9723.105",493,-0.156597122142586,0.00048347749900154,0.00101641311946522,TRUE,TRUE,"Negative","MMRN2","Multimerin-2","EMILIN-3","Q9H8L6"
"X12872.35",492,-0.156704605866062,0.000485537251114453,0.00102015250271648,TRUE,TRUE,"Negative","CNGA2","Cyclic nucleotide-gated olfactory channel","CNGA2","Q16280"
"X22119.18",489,0.156842594168387,0.000499535797861031,0.00104924985427782,TRUE,TRUE,"Positive","COPS8","COP9 signalosome complex subunit 8","CSN8","Q99627"
"X12406.119",493,0.156205143027719,0.000499726160460756,0.00104933505816175,TRUE,TRUE,"Positive","DIRAS3","GTP-binding protein Di-Ras3","ARHI","O95661"
"X3613.62",493,-0.156157056519287,0.000501754070134675,0.00105327757305766,TRUE,TRUE,"Negative","FCN1","Ficolin-1","FCN1","O00602"
"X13690.26",487,0.157101500365018,0.000502070602732543,0.00105362629482968,TRUE,TRUE,"Positive","BGN","Biglycan","BGN","P21810"
"X4997.19",493,-0.15606510665424,0.000505653103588391,0.00106082659198463,TRUE,TRUE,"Negative","EIF4A3","Eukaryotic initiation factor 4A-III","IF4A3","P38919"
"X19365.11",490,0.156361262373448,0.00051323231437064,0.0010764048988522,TRUE,TRUE,"Positive","BCAT2","Branched-chain-amino-acid aminotransferase, mitochondrial","BCAT2","O15382"
"X21569.49",494,0.1557213701676,0.000513670649690906,0.00107700176626303,TRUE,TRUE,"Positive","STK10","Serine/threonine kinase 10","STK10","O94804"
"X7740.33",493,-0.155839659214104,0.000515332435597462,0.00108016269041299,TRUE,TRUE,"Negative","FATE1","Fetal and adult testis-expressed transcript protein","FATE1","Q969F0"
"X11457.53",495,0.155488434412356,0.000516999030300571,0.00108333179995678,TRUE,TRUE,"Positive","GALE","UDP-glucose 4-epimerase","GALE","Q14376"
"X11320.29",493,0.155740324374101,0.000519651671459141,0.00108856458091246,TRUE,TRUE,"Positive","CHFR","E3 ubiquitin-protein ligase CHFR","CHFR","Q96EP1"
"X9874.28",494,0.155545162245714,0.000521340063707561,0.00109177493162077,TRUE,TRUE,"Positive","CDKN2B","Cyclin-dependent kinase 4 inhibitor B","p15-INK4b","P42772"
"X25064.34",493,0.155548716434403,0.000528078259485947,0.00110555535197222,TRUE,TRUE,"Positive","INPP4A","Type I inositol-3,4-bisphosphate 4-phosphatase","INP4A","Q96PE3"
"X25288.16",486,0.156646210668865,0.000528545814764691,0.00110620359498854,TRUE,TRUE,"Positive","FMO3","Dimethylaniline monooxygenase [N-oxide-forming] 3","FMO3","P31513"
"X8391.12",493,-0.155503483065064,0.000530085981555619,0.00110909566929424,TRUE,TRUE,"Negative","DEFB115","Beta-defensin 115","DB115","Q30KQ5"
"X4342.10",495,0.155183451478218,0.000530434026535924,0.0011094924920526,TRUE,TRUE,"Positive","ICAM1","Intercellular adhesion molecule 1","sICAM-1","P05362"
"X23631.1",495,0.155049733499954,0.000536426195271128,0.0011216911933953,TRUE,TRUE,"Positive","GALK2","N-acetylgalactosamine kinase","GALK2","Q01415"
"X18265.18",491,0.155634548405601,0.00053826714046715,0.00112520481019767,TRUE,TRUE,"Positive","ZNF34","Zinc finger protein 34","ZNF34","Q8IZ26"
"X19189.2",477,0.157758526637781,0.000543925408840154,0.00113669376161255,TRUE,TRUE,"Positive","USP14","Ubiquitin carboxyl-terminal hydrolase 14","UBP14","P54578"
"X14662.6",494,-0.155020578062385,0.000544806945823206,0.00113792176363785,TRUE,TRUE,"Negative","MZF1","Myeloid zinc finger 1","MZF1","P28698"
"X17460.51",489,-0.15580476895216,0.000544837915095123,0.00113792176363785,TRUE,TRUE,"Negative","MX1","Interferon-induced GTP-binding protein Mx1","Mx1","P20591"
"X24689.9",464,-0.159908996266943,0.000545154851550234,0.0011382443323724,TRUE,TRUE,"Negative","CAVIN1","Polymerase I and transcript release factor","PTRF","Q6NZI2"
"X6398.12",489,-0.15575078582701,0.000547295658103594,0.00114237368445044,TRUE,TRUE,"Negative","LONP1","Lon protease homolog, mitochondrial","LONM","P36776"
"X9386.42",489,0.155713716270544,0.000548989318789175,0.00114556752401495,TRUE,TRUE,"Positive","TTC9B","Tetratricopeptide repeat protein 9B","TTC9B","Q8N6N2"
"X19254.125",490,-0.155528288526227,0.000550254291853736,0.00114786519191049,TRUE,TRUE,"Negative","GMPR","GMP reductase 1","GMPR1","P36959"
"X23679.43",479,0.157267390252415,0.000551330852944637,0.00114976856947817,TRUE,TRUE,"Positive","DSCC1","Sister chromatid cohesion protein DCC1","DCC1","Q9BVC3"
"X17805.35",492,-0.15508098228141,0.000556407965602299,0.00116001124971551,TRUE,TRUE,"Negative","SMNDC1","Survival of motor neuron-related-splicing factor 30","SPF30","O75940"
"X6470.19",493,0.154844926935776,0.000560131332697747,0.00116742635690203,TRUE,TRUE,"Positive","FBLN1","Fibulin-1","fibulin 1","P23142"
"X12453.161",490,-0.155254768378942,0.000562942051199762,0.00117293547550694,TRUE,TRUE,"Negative","NXF1","Nuclear RNA export factor 1","NXF1","Q9UBU9"
"X19381.7",481,0.15665704589716,0.00056448115059313,0.00117579258397409,TRUE,TRUE,"Positive","RGS21","Regulator of G-protein signaling 21","RGS21","Q2M5E4"
"X4143.74",492,-0.154897009561289,0.000565017602061615,0.00117656013746778,TRUE,TRUE,"Negative","XCL1","Lymphotactin","Lymphotactin","P47992"
"X19250.50",494,-0.154496179644202,0.000569242931099327,0.0011850064583509,TRUE,TRUE,"Negative","MYCBP","C-Myc-binding protein","MYCBP","Q99417"
"X10354.57",486,0.155593358701748,0.000576848523748788,0.0012001259010574,TRUE,TRUE,"Positive","STAT3","Signal transducer and activator of transcription 3","STAT3","P40763"
"X12923.51",479,0.156718576457999,0.000576821475187798,0.0012001259010574,TRUE,TRUE,"Positive","KRT17","Keratin, type I cytoskeletal 17","Keratin 17","Q04695"
"X4392.54",495,0.154172948323383,0.000577301153851124,0.00120071098061969,TRUE,TRUE,"Positive","FGF12","Fibroblast growth factor 12","FGF-12","P61328"
"X10851.77",489,0.155090885902142,0.000578183525378694,0.00120218925357012,TRUE,TRUE,"Positive","EBI3","Interleukin-27 subunit beta","IL27B","Q14213"
"X3195.50",492,0.154614015363496,0.000578503051502296,0.00120249669904261,TRUE,TRUE,"Positive","GNLY","Granulysin","Granulysin","P22749"
"X18240.6",490,0.154674773217955,0.000590749947300012,0.00122758925566199,TRUE,TRUE,"Positive","OMP","Olfactory marker protein","OMP","P47874"
"X24293.39",491,0.154369637692106,0.000598086510796742,0.0012424661945822,TRUE,TRUE,"Positive","SCP2","Nonspecific lipid-transfer protein:isoform 6","NLTP:isoform 6","P22307"
"X17782.23",492,0.154110808271134,0.000603222761527872,0.00125271676199635,TRUE,TRUE,"Positive","ACAA1","3-ketoacyl-CoA thiolase, peroxisomal","THIK","P09110"
"X24896.5",492,-0.154107699188046,0.000603378494643209,0.00125271676199635,TRUE,TRUE,"Negative","MEN1","Menin","MEN1","O00255"
"X6367.66",490,-0.154358933428726,0.000606423789272285,0.00125866626484514,TRUE,TRUE,"Negative","FMOD","fibromodulin","fibromodulin","Q06828"
"X15540.6",490,0.154231328939683,0.000612865019652795,0.00127165860861014,TRUE,TRUE,"Positive","VIM","Vimentin","Vimentin","P08670"
"X21810.50",493,-0.153721009845833,0.000615085934212133,0.00127588894555996,TRUE,TRUE,"Negative","MLANA","MART-1","MART-1","Q16655"
"X23358.42",493,0.153700796830815,0.000616118552678654,0.00127765259369863,TRUE,TRUE,"Positive","FAM118A","Protein FAM118A","F118A","Q9NWS6"
"X12635.9",493,0.153693141982869,0.000616510034104242,0.00127808605767985,TRUE,TRUE,"Positive","TRDMT1","tRNA (cytosine(38)-C(5))-methyltransferase","TRDMT","O14717"
"X23305.38",491,0.153974799768685,0.000617986615924527,0.00128076811968974,TRUE,TRUE,"Positive","REEP2","Receptor expression-enhancing protein 2","REEP2","Q9BRK0"
"X25038.5",492,-0.153808572724976,0.000618537314343337,0.00128153028304498,TRUE,TRUE,"Negative","WEE2","Wee1-like protein kinase 2","WEE2","P0C1S8"
"X9954.2",493,0.153606930055649,0.000620935015147367,0.00128611761712221,TRUE,TRUE,"Positive","NPIPB3","Nuclear pore complex-interacting protein family member B3","NPPL3","Q92617"
"X6240.70",492,-0.153757468039214,0.000621162209182981,0.0012862078851099,TRUE,TRUE,"Negative","RSPO1","R-spondin-1","RSPO1","Q2MKA7"
"X9926.4",495,0.153229576722091,0.00062449683396578,0.00129273059158697,TRUE,TRUE,"Positive","S100P","Protein S100-P","S100P","P25815"
"X14061.48",495,-0.153180099666369,0.000627068245655451,0.0012976700327375,TRUE,TRUE,"Negative","TNFSF11","Tumor necrosis factor ligand superfamily member 11","sRANKL","O14788"
"X12726.3",493,-0.1534559554141,0.000628755097122205,0.00130077656684615,TRUE,TRUE,"Negative","RFXAP","Regulatory factor X-associated protein","RFXAP","O00287"
"X5488.74",495,-0.153056455923214,0.000633537230520308,0.00131028293468992,TRUE,TRUE,"Negative","SRC","Proto-oncogene tyrosine-protein kinase Src isoform 2","SRCN1","P12931"
"X5623.11",492,-0.153393004072368,0.000640183924791427,0.00132363884095748,TRUE,TRUE,"Negative","CD300LF","CMRF35-like molecule 1","CLM1","Q8TDQ1"
"X5095.21",489,-0.153799095286699,0.000643383893689224,0.00132986254803571,TRUE,TRUE,"Negative","KIR2DL4","Killer cell immunoglobulin-like receptor 2DL4","KI2L4","Q99706"
"X5813.58",493,-0.153122337059727,0.000646360665110318,0.00133562137436513,TRUE,TRUE,"Negative","EPO","Erythropoietin","Epo","P01588"
"X25054.15",479,-0.15520999570957,0.000652635762026458,0.0013481903606592,TRUE,TRUE,"Negative","PRPF19","Pre-mRNA-processing factor 19","PRP19","Q9UMS4"
"X18409.61",489,-0.153570750741489,0.000655595035161244,0.00135390425156383,TRUE,TRUE,"Negative","ARF5","ADP-ribosylation factor 5","ARF5","P84085"
"X24658.98",492,-0.153081454568561,0.00065687071639472,0.00135613892376806,TRUE,TRUE,"Negative","CCDC115","Coiled-coil domain-containing protein 115","CC115","Q96NT0"
"X24473.11",490,-0.1533648558668,0.000658309644958042,0.00135870921123485,TRUE,TRUE,"Negative","CT45A3","Cancer/testis antigen family 45 member A3","CT453","Q8NHU0"
"X2705.5",488,-0.153670877250673,0.000658622981610641,0.00135895551875774,TRUE,TRUE,"Negative","CCL25","C-C motif chemokine 25","TECK","O15444"
"X4930.21",491,0.153170858947756,0.00066041804121986,0.00136225806205687,TRUE,TRUE,"Positive","STC1","Stanniocalcin-1","Stanniocalcin-1","P52823"
"X3495.15",494,-0.152698347851929,0.000660955796567024,0.00136296595671239,TRUE,TRUE,"Negative","CXCL6","C-X-C motif chemokine 6","GCP-2","P80162"
"X7809.22",489,0.153369923780951,0.000666511843700409,0.00137401867719875,TRUE,TRUE,"Positive","SPATA9","Spermatogenesis-associated protein 9","SPAT9","Q9BWV2"
"X14127.240",485,0.153954932684347,0.000668798145796581,0.00137832627575906,TRUE,TRUE,"Positive","IFNB1","Interferon beta","IFN-b","P01574"
"X8240.207",493,0.152686683336035,0.00067003920644302,0.00138047783562746,TRUE,TRUE,"Positive","GPNMB","Transmembrane glycoprotein NMB:Extracellular domain","GPNMB:ECD","Q14956"
"X18160.2",494,-0.152452390453278,0.000674517675996365,0.00138929618357969,TRUE,TRUE,"Negative","PCMT1","Protein-L-isoaspartate(D-aspartate) O-methyltransferase","PIMT","P22061"
"X9569.14",492,0.152646797969516,0.000680825564992086,0.00140187627359482,TRUE,TRUE,"Positive","SCARA3","Scavenger receptor class A member 3:region 1","SCAR3:region 1","Q6AZY7"
"X8991.115",479,0.154606080405699,0.000685496957717753,0.00141108027881659,TRUE,TRUE,"Positive","FCRL4","Fc receptor-like protein 4:Cytoplasmic domain","FCRL4:CD","Q96PJ5"
"X3666.17",490,-0.15279229352124,0.000690032555769286,0.00141999942807399,TRUE,TRUE,"Negative","CFHR5","Complement factor H-related protein 5","complement factor H-related 5","Q9BXR6"
"X23267.5",489,0.1529059201948,0.000692382294013004,0.00142399822946597,TRUE,TRUE,"Positive","KCTD6","BTB/POZ domain-containing protein KCTD6","KCTD6","Q8NC69"
"X23274.27",495,0.151983758121254,0.000692314578398764,0.00142399822946597,TRUE,TRUE,"Positive","EFCAB1","EF-hand calcium-binding domain-containing protein 1","EFCB1","Q9HAE3"
"X21389.32",495,0.15196769106888,0.000693232171695044,0.0014253276673683,TRUE,TRUE,"Positive","STK3","Serine/threonine-protein kinase 3","STK3","Q13188"
